offset,IA,IB,IC,IN,VA,VB,VC,VN
41,1961123,1957873,1962423,1959173,7854178,7855225,7845799,7799715
42,1858419,1855819,1860369,1857119,7444659,7445706,7437327,7393338
43,1703713,1701113,1705013,1701763,6826714,6826714,6819383,6779583
44,1547707,1545757,1549008,1545757,6203533,6203533,6197249,6160591
45,1442404,1440453,1443704,1441103,5785635,5785635,5777256,5744788
46,1283798,1282498,1285098,1281848,5155122,5154075,5147791,5119512
47,1178494,1176544,1179144,1176544,4728845,4727798,4722561,4696377
48,1018588,1017288,1019238,1016638,4091001,4091001,4084717,4062722
49,911334,910034,911984,908734,3660535,3658440,3653203,3634351
50,749478,748828,750778,747528,3019548,3018501,3013264,2998601
51,642224,640924,642874,640273,2588034,2585940,2581750,2570229
52,479717,479067,480367,477767,1939717,1936574,1932385,1926101
53,370513,370513,371813,369213,1506108,1502966,1499824,1495634
54,208007,208657,208657,206707,855695,852553,849411,849411
55,44851,46151,45501,43551,204235,201093,197951,202141
56,-64353,-63053,-63703,-65653,-230420,-234610,-236705,-229373
57,-227509,-226209,-226209,-228159,-881880,-886070,-888165,-876644
58,-336063,-334113,-334763,-336713,-1315489,-1320726,-1321773,-1307110
59,-499219,-497269,-497919,-499219,-1964854,-1970091,-1971138,-1952286
60,-607773,-605173,-606473,-607773,-2398463,-2403700,-2404747,-2381705
61,-768979,-766379,-768329,-769629,-3045733,-3050970,-3050970,-3025833
62,-876883,-874283,-875583,-876883,-3473058,-3479342,-3479342,-3450016
63,-1038739,-1034839,-1036789,-1038089,-4115091,-4122423,-4121375,-4088907
64,-1144693,-1141443,-1143393,-1144693,-4541368,-4547652,-4547652,-4510995
65,-1303949,-1300049,-1302649,-1303949,-5178165,-5185497,-5183402,-5143602
66,-1410553,-1406003,-1408603,-1409903,-5599205,-5606537,-5604442,-5561500
67,-1567209,-1562659,-1565909,-1567209,-6228671,-6237050,-6233907,-6186776
68,-1723215,-1718665,-1721915,-1722565,-6850805,-6859183,-6856041,-6804721
69,-1825919,-1821369,-1824619,-1825919,-7262418,-7269750,-7267655,-7213192
70,-1979975,-1975425,-1978675,-1979325,-7875126,-7883505,-7880363,-7821710
71,-2081378,-2076178,-2080078,-2080728,-8279408,-8288834,-8285692,-8223898
72,-2232184,-2226334,-2230234,-2230884,-8882690,-8891068,-8887926,-8821942
73,-2331638,-2325788,-2330988,-2330988,-9281735,-9291161,-9286972,-9217846
74,-2479843,-2473343,-2477893,-2478543,-9870353,-9879779,-9875590,-9803322
75,-2576697,-2570197,-2575397,-2575397,-10256830,-10267304,-10262067,-10187704
76,-2720352,-2713852,-2719052,-2719702,-10830785,-10841259,-10837070,-10756423
77,-2815906,-2809406,-2813956,-2814606,-11210978,-11221452,-11216215,-11133473
78,-2955661,-2949161,-2955011,-2954361,-11771318,-11782839,-11777602,-11691718
79,-3093466,-3086316,-3092166,-3092166,-12321184,-12332705,-12327468,-12237395
80,-3183820,-3176670,-3182520,-3182520,-12681477,-12692998,-12687761,-12595593
81,-3317725,-3309925,-3316425,-3315775,-13215632,-13228200,-13221916,-13126606
82,-3404828,-3397678,-3403528,-3402878,-13564404,-13576972,-13569641,-13472236
83,-3532883,-3525733,-3532233,-3532233,-14078659,-14091228,-14083896,-13983349
84,-3617386,-3609586,-3616086,-3615436,-14413816,-14426384,-14419052,-14316411
85,-3741541,-3733090,-3740241,-3739591,-14909219,-14921787,-14914455,-14808672
86,-3822144,-3813693,-3821494,-3820844,-15231806,-15245422,-15235996,-15128117
87,-3940448,-3931998,-3939148,-3938498,-15702073,-15715688,-15707309,-15595242
88,-4017151,-4008701,-4016501,-4015851,-16013140,-16026755,-16018376,-15904214
89,-4129605,-4121155,-4128955,-4128305,-16461411,-16476074,-16466648,-16349343
90,-4239459,-4230359,-4238809,-4238159,-16899209,-16913872,-16903398,-16785046
91,-4310312,-4301212,-4309662,-4309012,-17181997,-17197708,-17187234,-17065740
92,-4413666,-4403915,-4413016,-4412366,-17596753,-17611416,-17601990,-17477354
93,-4480618,-4470868,-4479318,-4478668,-17861736,-17876399,-17866973,-17741289
94,-4577472,-4567722,-4576822,-4576172,-18251355,-18266018,-18256592,-18127766
95,-4640524,-4630124,-4639874,-4638574,-18502722,-18517385,-18506912,-18377039
96,-4730878,-4721127,-4730228,-4729578,-18865110,-18880821,-18869300,-18737332
97,-4789380,-4778980,-4788730,-4787430,-19096577,-19112288,-19100767,-18966704
98,-4873233,-4862833,-4872583,-4871283,-19435923,-19451634,-19440113,-19302908
99,-4927185,-4916785,-4925885,-4925235,-19648538,-19665296,-19653775,-19515523
100,-5004538,-4993488,-5003888,-5001938,-19957510,-19974268,-19962747,-19822400
101,-5077341,-5066290,-5076691,-5075391,-20249725,-20266482,-20254961,-20111473
102,-5124142,-5113742,-5123492,-5122192,-20435108,-20451866,-20439297,-20296856
103,-5190445,-5179395,-5189795,-5187845,-20697996,-20714754,-20702186,-20557649
104,-5231396,-5220996,-5231396,-5229446,-20864527,-20881285,-20868716,-20723133
105,-5289899,-5278848,-5289899,-5287949,-21102278,-21120084,-21106468,-20958790
106,-5326300,-5315250,-5326300,-5324350,-21246814,-21264620,-21251004,-21102278
107,-5378302,-5366602,-5377652,-5375702,-21448956,-21467808,-21453145,-21304419
108,-5409503,-5398453,-5408853,-5406903,-21578829,-21596634,-21583018,-21432198
109,-5453055,-5442004,-5452405,-5451105,-21752691,-21771544,-21756880,-21603965
110,-5479706,-5468005,-5479056,-5477106,-21860569,-21879422,-21865806,-21712891
111,-5515457,-5504407,-5514807,-5513507,-22005106,-22022911,-22009295,-21855333
112,-5536908,-5525208,-5536258,-5534958,-22092037,-22110889,-22096226,-21942264
113,-5565509,-5553809,-5564209,-5562909,-22204105,-22221910,-22208294,-22053284
114,-5589560,-5577859,-5588910,-5586960,-22301509,-22319315,-22305699,-22149642
115,-5602560,-5590860,-5601910,-5600610,-22350736,-22369588,-22355972,-22199915
116,-5618811,-5606461,-5617511,-5616211,-22415672,-22433477,-22419862,-22262757
117,-5626611,-5614911,-5625961,-5624011,-22448140,-22465946,-22452330,-22294178
118,-5634412,-5622711,-5633762,-5632462,-22480609,-22498414,-22484798,-22326646
119,-5637012,-5625311,-5636362,-5635062,-22494224,-22512029,-22498414,-22340262
120,-5637662,-5625961,-5636362,-5635062,-22495272,-22513077,-22499461,-22341309
121,-5635062,-5623361,-5634412,-5632462,-22483751,-22501556,-22488987,-22330836
122,-5627911,-5615561,-5626611,-5625311,-22451282,-22468040,-22455472,-22297320
123,-5619461,-5607761,-5618811,-5616861,-22423004,-22440809,-22427193,-22270089
124,-5603860,-5592160,-5603860,-5601910,-22359114,-22375872,-22363304,-22207247
125,-5584360,-5572009,-5583060,-5581110,-22278467,-22295225,-22282657,-22126600
126,-5567459,-5555109,-5567459,-5565509,-22213531,-22231336,-22217720,-22062711
127,-5538858,-5527158,-5538858,-5536908,-22104605,-22121363,-22108795,-21954832
128,-5518057,-5506357,-5517407,-5515457,-22018721,-22036527,-22022911,-21868948
129,-5482306,-5470605,-5481656,-5479706,-21875233,-21891990,-21879422,-21726507
130,-5455655,-5443954,-5455005,-5453055,-21770496,-21787254,-21774686,-21620723
131,-5412103,-5401053,-5411453,-5409503,-21597681,-21614439,-21601871,-21451050
132,-5380252,-5369202,-5380252,-5378302,-21473045,-21489803,-21476187,-21326414
133,-5329550,-5318500,-5329550,-5327600,-21267762,-21284520,-21272999,-21123226
134,-5293149,-5281448,-5292499,-5290549,-21125320,-21143126,-21130557,-20981832
135,-5235297,-5223596,-5234647,-5232697,-20891758,-20908516,-20895948,-20749317
136,-5172244,-5161194,-5171594,-5169644,-20641438,-20657149,-20645628,-20500044
137,-5128043,-5116992,-5127393,-5125443,-20467576,-20483287,-20471766,-20327229
138,-5057190,-5046790,-5056540,-5055890,-20186883,-20202593,-20191072,-20048631
139,-5008438,-4997388,-5007788,-5006488,-19992073,-20008831,-19996263,-19855916
140,-4931735,-4921335,-4931085,-4929785,-19685196,-19700906,-19689385,-19551133
141,-4877783,-4867383,-4877133,-4876483,-19471534,-19486197,-19475723,-19337471
142,-4794580,-4784180,-4793930,-4792630,-19137425,-19153135,-19141614,-19007552
143,-4736078,-4725678,-4735428,-4734778,-18902815,-18918526,-18907005,-18773990
144,-4645725,-4634674,-4645075,-4644425,-18543570,-18558233,-18547759,-18416839
145,-4583322,-4572922,-4582022,-4581372,-18295344,-18310008,-18299534,-18170708
146,-4485819,-4476068,-4485169,-4484519,-17905725,-17920388,-17910962,-17784231
147,-4419516,-4409766,-4418866,-4418216,-17639695,-17654358,-17643884,-17519248
148,-4316162,-4307062,-4316162,-4315512,-17230176,-17243792,-17234365,-17111824
149,-4210208,-4200458,-4209558,-4208908,-16802852,-16817515,-16808088,-16689736
150,-4136105,-4127005,-4135455,-4134805,-16511685,-16525300,-16515874,-16398569
151,-4023001,-4014551,-4023001,-4022351,-16064460,-16077029,-16068650,-15955535
152,-3946948,-3938498,-3946298,-3945648,-15755488,-15768057,-15759678,-15647610
153,-3828644,-3820194,-3827994,-3827344,-15285222,-15296743,-15289411,-15181533
154,-3748041,-3739591,-3747391,-3746741,-14964729,-14976250,-14968918,-14862087
155,-3623886,-3616086,-3623236,-3622586,-14471421,-14482942,-14475610,-14372968
156,-3540033,-3532233,-3540033,-3538733,-14134170,-14144643,-14138359,-14038860
157,-3411978,-3404178,-3411328,-3410678,-13622009,-13633530,-13626198,-13529841
158,-3324875,-3317075,-3324225,-3324225,-13276379,-13286853,-13280568,-13185258
159,-3190970,-3183820,-3190320,-3190320,-12745366,-12754792,-12749555,-12657387
160,-3055115,-3047965,-3055115,-3054465,-12201784,-12211210,-12205974,-12117995
161,-2963462,-2956961,-2962812,-2962812,-11836254,-11845681,-11841491,-11755607
162,-2823706,-2817206,-2823056,-2823056,-11275915,-11285341,-11281152,-11198410
163,-2728803,-2722302,-2728153,-2728153,-10897817,-10907243,-10903054,-10823454
164,-2585147,-2578647,-2583847,-2584497,-10323862,-10333288,-10329098,-10253688
165,-2487644,-2481793,-2486994,-2486994,-9937384,-9945763,-9941574,-9869306
166,-2340738,-2335538,-2340088,-2340088,-9347719,-9356098,-9352956,-9283830
167,-2240634,-2235434,-2239984,-2240634,-8951816,-8959147,-8956005,-8890021
168,-2090479,-2085279,-2089179,-2089829,-8350629,-8357960,-8354818,-8293024
169,-1989075,-1984525,-1987775,-1989075,-7944252,-7952631,-7949489,-7890836
170,-1835019,-1831119,-1833719,-1835019,-7331544,-7338876,-7336781,-7281271
171,-1680313,-1676413,-1679013,-1680313,-6713600,-6720931,-6718837,-6668563
172,-1576310,-1572409,-1575010,-1576310,-6297797,-6304081,-6301986,-6253807
173,-1419004,-1415754,-1417704,-1419004,-5669379,-5674615,-5674615,-5630626
174,-1313050,-1309800,-1311100,-1313050,-5249386,-5254623,-5254623,-5212728
175,-1153794,-1150544,-1152494,-1153794,-4612589,-4618873,-4618873,-4582215
176,-1047190,-1043940,-1045890,-1047190,-4187359,-4192596,-4192596,-4159081
177,-885984,-883384,-884034,-885984,-3545326,-3550562,-3551610,-3522284
178,-778730,-775480,-776780,-778730,-3114859,-3120096,-3121143,-3094959
179,-616874,-614274,-614924,-616874,-2468636,-2473873,-2474920,-2452926
180,-508320,-506369,-507019,-508970,-2035028,-2039217,-2041312,-2021412
181,-345163,-343213,-343863,-345813,-1388804,-1392994,-1394041,-1379378
182,-182657,-180707,-180707,-183307,-736297,-740486,-742581,-732108
183,-74103,-72803,-72803,-74753,-300594,-303736,-305831,-298499
184,89703,91003,91003,89053,349819,346677,344582,347724
185,198257,198907,200207,196957,782380,780285,777143,777143
186,360763,361413,362713,360113,1434887,1432793,1428603,1425461
187,469967,470617,471267,469317,1867448,1865354,1861164,1854880
188,631823,632473,633773,631173,2514719,2513672,2509482,2497961
189,740377,739727,741677,739077,2945185,2944138,2938901,2925285
190,900933,900933,902883,899633,3589314,3589314,3584077,3566272
191,1008837,1008187,1010137,1007537,4020828,4020828,4015591,3993596
192,1168743,1167443,1170693,1167443,4656577,4657625,4651340,4626204
193,1274697,1273397,1275997,1273397,5081807,5082854,5076570,5048291
194,1433303,1432003,1435253,1432003,5712320,5713367,5707083,5674614
195,1590609,1588659,1592559,1589309,6340738,6342832,6335501,6299890
196,1694613,1692663,1696563,1692663,6758636,6760730,6753399,6712552
197,1849319,1847369,1851269,1847369,7373438,7376580,7368201,7325259
198,1952673,1950073,1953973,1950723,7786099,7788194,7779815,7733731
199,2104128,2101528,2106078,2102828,8391475,8394617,8385191,8335965
200,2204882,2202282,2206832,2203582,8793663,8796805,8787378,8735010
201,2355038,2351138,2356988,2353088,9390660,9393802,9384376,9327818
202,2453191,2449291,2455141,2451241,9783421,9787611,9777137,9718485
203,2598797,2594897,2600747,2596847,10366802,10370992,10359471,10297676
204,2695000,2690450,2696301,2693050,10749090,10752232,10742806,10676822
205,2837356,2832806,2839306,2835406,11317808,11320951,11310477,11241351
206,2977111,2971911,2978411,2975161,11875006,11880243,11868722,11795406
207,3068764,3063564,3070715,3066164,12242630,12246820,12235299,12159889
208,3203970,3198769,3205920,3201369,12784117,12789354,12776786,12697186
209,3293673,3287823,3294973,3291073,13140221,13146505,13133937,13051195
210,3424328,3418478,3426278,3421728,13660760,13667045,13654476,13568592
211,3510131,3503631,3512081,3506881,14003248,14009532,13994869,13907938
212,3636236,3629735,3638186,3632986,14510172,14516456,14502841,14411720
213,3719439,3712289,3720739,3716189,14840092,14846376,14831713,14739545
214,3839693,3833193,3841643,3837093,15321879,15329210,15314547,15219237
215,3918996,3911846,3920296,3915746,15635040,15643419,15627709,15529257
216,4034051,4027550,4036001,4030801,16097975,16106354,16090643,15990097
217,4146505,4139355,4148455,4143255,16545199,16553578,16537868,16433131
218,4219958,4212807,4221908,4216707,16839508,16847887,16832177,16726393
219,4326562,4319411,4328512,4323311,17265785,17274164,17257406,17148481
220,4395464,4387664,4397414,4392214,17539147,17548573,17531816,17421842
221,4495568,4487768,4497518,4492318,17942382,17951808,17934003,17820888
222,4560570,4552120,4562520,4557320,18200033,18209460,18191654,18077492
223,4654824,4646374,4657424,4651574,18578132,18587558,18569753,18452448
224,4715276,4707476,4717226,4712026,18817978,18828451,18809599,18691247
225,4802379,4793929,4804980,4799779,19165702,19176176,19158371,19036877
226,4858932,4849831,4860882,4855031,19390886,19401359,19382507,19259965
227,4939535,4930434,4941485,4935634,19715568,19726042,19708237,19583600
228,4990886,4981786,4992837,4986986,19920851,19931325,19913520,19786789
229,5064339,5055239,5066289,5060439,20215161,20225634,20206782,20076909
230,5134542,5125442,5136492,5130642,20495854,20507375,20488522,20357602
231,5178093,5168993,5180694,5174843,20670764,20681237,20662385,20530417
232,5240496,5231395,5242446,5236596,20921083,20932604,20912705,20777595
233,5279497,5270397,5281447,5275597,21076093,21087614,21067714,20933652
234,5334749,5324999,5336049,5330849,21294992,21305466,21286613,21150456
235,5369201,5359450,5370501,5364650,21431149,21442670,21422771,21285566
236,5416002,5406902,5417952,5412102,21623864,21635385,21616533,21477233
237,5445254,5436153,5447204,5441353,21741169,21752690,21733837,21593491
238,5484905,5475805,5487505,5481005,21900368,21911889,21891989,21751643
239,5509606,5499856,5510906,5505706,21998820,22009294,21989394,21849047
240,5541457,5531707,5543407,5537557,22126599,22137072,22117172,21975778
241,5570058,5559008,5571358,5566158,22238667,22250188,22230288,22087846
242,5585659,5575908,5587609,5581759,22300461,22311982,22292082,22149641
243,5605810,5595409,5607110,5601909,22377966,22389487,22368540,22226098
244,5616210,5605810,5617510,5612310,22425097,22435571,22415671,22271135
245,5627910,5618160,5629860,5624010,22474323,22483750,22463850,22319314
246,5633761,5622710,5635061,5629210,22495271,22506792,22486892,22341308
247,5637661,5627260,5638961,5633761,22510981,22521455,22501555,22355971
248,5637661,5627260,5638961,5633761,22510981,22522502,22502602,22357019
249,5633761,5623360,5635711,5629860,22498413,22509934,22490034,22344450
250,5628560,5618810,5630510,5625310,22479560,22491081,22471181,22325598
251,5616860,5606460,5618810,5612960,22429287,22441855,22420908,22276372
252,5600609,5590209,5602559,5596709,22364350,22376919,22355971,22212483
253,5586959,5576558,5588909,5583059,22313029,22324550,22303603,22161162
254,5562258,5551857,5564858,5558358,22213530,22225051,22205151,22062710
255,5543407,5533657,5545357,5540157,22141262,22153830,22132883,21991489
256,5511556,5501806,5513506,5507656,22015578,22027099,22006152,21865805
257,5487505,5477755,5489455,5484255,21919221,21930742,21910842,21770495
258,5447854,5438103,5449804,5444603,21760022,21771543,21751643,21611296
259,5419253,5409502,5421203,5415352,21645859,21657380,21637480,21499228
260,5371801,5362700,5374401,5368551,21458381,21469902,21450002,21313845
261,5337999,5328899,5339950,5334749,21321176,21333745,21313845,21177688
262,5283397,5274297,5285348,5280147,21105419,21116940,21097041,20962978
263,5245046,5235946,5246996,5241146,20947268,20958789,20938889,20804826
264,5183294,5173543,5185244,5179394,20701137,20711611,20691711,20560790
265,5116991,5107891,5118941,5113091,20437202,20447675,20428823,20299997
266,5069539,5060439,5071490,5066289,20252866,20263339,20244487,20114614
267,4996087,4987636,4998037,4992837,19957509,19966935,19949130,19822399
268,4944735,4936284,4946685,4941485,19753273,19762700,19744894,19619211
269,4864782,4855681,4866732,4860882,19434875,19444301,19426496,19302907
270,4808880,4799779,4810830,4805630,19210739,19219118,19201313,19079819
271,4721776,4713326,4723726,4718526,18863014,18870346,18854635,18734189
272,4661324,4652874,4663274,4658074,18622121,18630500,18614789,18496437
273,4567721,4559270,4568371,4563820,18248212,18255544,18239833,18123576
274,4502718,4494268,4504018,4498818,17991608,17998940,17982182,17866972
275,4402614,4394814,4403914,4399364,17592563,17599894,17583136,17472116
276,4299261,4291460,4300561,4295360,17178854,17186186,17169428,17061549
277,4227758,4220608,4229708,4224508,16893971,16901303,16885592,16778761
278,4117904,4110103,4119204,4114654,16458268,16464552,16448842,16344105
279,4042501,4035351,4043801,4039251,16157675,16163959,16148248,16046654
280,3927447,3920296,3928747,3924197,15696835,15704166,15687409,15588956
281,3848794,3842293,3849444,3845544,15382626,15388910,15374247,15276842
282,3727889,3722039,3729189,3724639,14902933,14908170,14894554,14800292
283,3644686,3638836,3646636,3641436,14570919,14577203,14563588,14471420
284,3519231,3513381,3520531,3515981,14068185,14072374,14059806,13971827
285,3433428,3428228,3435378,3430828,13726744,13731981,13718365,13633529
286,3302773,3297573,3304723,3300173,13205157,13210394,13197826,13116131
287,3168218,3163668,3170818,3166268,12672049,12676239,12664718,12585118
288,3078515,3073965,3080465,3075915,12311756,12315946,12304425,12226920
289,2940060,2936160,2942010,2937460,11758748,11761891,11751417,11678101
290,2847106,2842556,2849056,2844506,11387982,11391124,11380650,11309430
291,2704751,2700851,2706701,2702151,10822406,10824500,10815074,10748043
292,2608547,2605297,2610497,2606597,10439071,10440118,10430692,10366802
293,2462942,2459692,2464892,2460992,9858831,9859879,9851500,9790753
294,2364788,2361538,2366738,2362838,9463975,9466070,9456644,9399039
295,2215282,2212032,2216583,2213332,8868025,8868025,8860694,8806231
296,2115179,2111929,2116479,2112579,8470027,8471075,8462696,8411375
297,1963073,1960473,1964373,1960473,7861509,7861509,7854178,7805999
298,1809017,1806417,1810317,1806417,7246707,7247754,7240423,7196433
299,1705663,1703063,1706963,1703713,6838235,6837188,6830904,6790056
300,1549658,1547707,1550308,1547707,6212959,6211912,6205628,6168970
301,1445004,1443054,1446304,1443054,5792966,5791919,5785635,5752119
302,1286398,1284448,1287048,1284448,5162454,5160359,5155122,5125796
303,1180444,1178494,1181094,1178494,4738272,4737224,4730940,4704756
304,1019888,1019238,1021838,1018588,4099380,4099380,4093096,4071101
305,912634,911984,913934,911334,3669961,3668914,3663677,3643777
306,751428,750778,752728,750128,3026880,3025832,3020596,3004885
307,643524,642874,644824,642224,2596413,2594319,2590129,2577561
308,481018,481018,482968,480367,1948095,1946001,1941811,1934480
309,372463,372463,373764,371163,1513440,1511345,1506108,1501919
310,209307,210607,211257,208657,865122,861980,858837,857790
311,46151,47451,47451,46151,211567,208425,206330,209472
312,-63053,-61753,-61103,-63703,-222042,-226231,-228326,-222042
313,-225559,-224259,-224259,-226209,-873502,-877691,-879786,-869312
314,-334113,-332163,-332813,-334763,-1307110,-1311299,-1312347,-1298731
315,-497269,-495969,-495969,-497919,-1958570,-1963807,-1964854,-1947049
316,-605823,-603223,-604523,-605823,-2390084,-2394273,-2395321,-2374373
317,-767029,-765079,-766379,-767679,-3034212,-3039449,-3040496,-3015360
318,-874933,-872333,-873633,-874933,-3466773,-3472010,-3472010,-3443731
319,-1036139,-1032889,-1034839,-1036139,-4106712,-4112997,-4111949,-4080528
320,-1142743,-1140143,-1141443,-1142743,-4534037,-4540321,-4539273,-4504710
321,-1301999,-1298749,-1300699,-1301349,-5168739,-5176070,-5175023,-5135223
322,-1460605,-1456705,-1459305,-1460605,-5802394,-5809725,-5807631,-5763641
323,-1565259,-1561359,-1563959,-1565259,-6220292,-6227623,-6225529,-6178397
324,-1721265,-1716715,-1719965,-1720615,-6843473,-6850805,-6848710,-6797389
325,-1823969,-1819419,-1822669,-1823969,-7257182,-7264513,-7262418,-7207955
326,-1978025,-1973474,-1977375,-1978025,-7867794,-7876173,-7873031,-7815426
327,-2079428,-2074228,-2078128,-2078778,-8273124,-8281503,-8278361,-8216566
328,-2230234,-2224384,-2228934,-2229584,-8876405,-8884784,-8880595,-8815658
329,-2329688,-2324488,-2329038,-2329038,-9273356,-9282782,-9278593,-9210514
330,-2477893,-2471393,-2476593,-2476593,-9860927,-9871401,-9866164,-9793896
331,-2574747,-2568247,-2573447,-2573447,-10250546,-10261020,-10255783,-10181420
332,-2718402,-2711902,-2717752,-2717752,-10827643,-10838117,-10832880,-10754328
333,-2860758,-2854257,-2860108,-2860108,-11394267,-11405788,-11399504,-11317809
334,-2954361,-2947211,-2953061,-2953061,-11763986,-11775507,-11769223,-11684387
335,-3091516,-3085016,-3090866,-3090866,-12313852,-12326420,-12319089,-12231110
336,-3181870,-3174719,-3181220,-3180570,-12673098,-12685666,-12679382,-12588261
337,-3315775,-3308624,-3315125,-3314475,-13208300,-13220869,-13213537,-13119274
338,-3402878,-3395078,-3402228,-3401578,-13558120,-13571735,-13563357,-13466999
339,-3531583,-3523783,-3530933,-3530283,-14070280,-14083896,-14076565,-13974970
340,-3616086,-3607636,-3614786,-3614136,-14408579,-14422195,-14413816,-14311174
341,-3739591,-3731790,-3738941,-3738291,-14900840,-14915503,-14907124,-14800293
342,-3820194,-3812393,-3819544,-3818894,-15224475,-15238091,-15229712,-15120786
343,-3938498,-3930048,-3937848,-3937198,-15697883,-15712546,-15703120,-15590005
344,-4015851,-4006751,-4014551,-4013901,-16004761,-16019424,-16009997,-15894788
345,-4128305,-4119855,-4127655,-4127005,-16456174,-16471885,-16461411,-16344106
346,-4238159,-4229059,-4236859,-4236859,-16893972,-16908635,-16898162,-16778762
347,-4308362,-4299262,-4307712,-4307712,-17175713,-17192471,-17179902,-17058408
348,-4411716,-4402615,-4411066,-4410416,-17590469,-17606179,-17595706,-17470022
349,-4478668,-4469568,-4478018,-4477368,-17859641,-17875352,-17863831,-17737100
350,-4575522,-4566422,-4575522,-4574222,-18247166,-18262876,-18251355,-18122529
351,-4638574,-4628824,-4638574,-4637924,-18495391,-18511101,-18500628,-18369707
352,-4729578,-4719827,-4728928,-4728278,-18860921,-18876631,-18866157,-18733142
353,-4788080,-4778330,-4787430,-4786130,-19092388,-19108098,-19096577,-18962515
354,-4871933,-4862183,-4871283,-4869983,-19430686,-19446397,-19434876,-19296624
355,-4925885,-4915485,-4925235,-4923285,-19644348,-19660059,-19648538,-19511333
356,-5003238,-4992838,-5002588,-5001288,-19955415,-19971126,-19958558,-19819258
357,-5076041,-5065640,-5075391,-5074091,-20248677,-20265435,-20251819,-20109378
358,-5123492,-5112442,-5122842,-5121542,-20430918,-20447676,-20435108,-20291619
359,-5189145,-5178094,-5188495,-5187195,-20694854,-20711612,-20699043,-20554507
360,-5230746,-5219696,-5230096,-5228146,-20860337,-20877095,-20864527,-20718943
361,-5289249,-5278198,-5288599,-5287299,-21098089,-21115894,-21102278,-20954600
362,-5326300,-5314600,-5325650,-5324350,-21245767,-21263572,-21249957,-21101231
363,-5377652,-5365952,-5377002,-5375052,-21448956,-21465713,-21452098,-21302325
364,-5409503,-5397803,-5408203,-5406903,-21575687,-21592444,-21578829,-21428008
365,-5453055,-5441354,-5451755,-5450455,-21752691,-21770496,-21756880,-21603965
366,-5479056,-5467355,-5478406,-5476456,-21858475,-21876280,-21862664,-21709749
367,-5514807,-5503757,-5514807,-5512857,-22003011,-22020816,-22007200,-21853238
368,-5546658,-5534958,-5546008,-5544058,-22127647,-22145452,-22130789,-21976827
369,-5565509,-5553159,-5564209,-5562259,-22203057,-22221910,-22207247,-22052237
370,-5589560,-5577859,-5588260,-5586310,-22300462,-22317220,-22303604,-22148594
371,-5602560,-5590860,-5601910,-5599960,-22352830,-22371683,-22355972,-22200963
