offset,IA,IB,IC,IN,VA,VB,VC,VN
4065,4786129,4777678,4787429,4782879,19100766,19112287,19094482,18975082
4066,4870632,4861532,4871932,4866732,19440112,19451633,19433827,19309191
4067,4950585,4940835,4951885,4946685,19759557,19771078,19752226,19627590
4068,5001287,4992187,5002587,4997387,19962746,19974267,19955414,19829731
4069,5074740,5064989,5076040,5070839,20256008,20267529,20249724,20119850
4070,5121541,5111791,5122841,5117641,20441391,20453959,20435107,20305234
4071,5187844,5178093,5189144,5183944,20707421,20718942,20700090,20569169
4072,5229445,5219695,5230745,5225545,20870810,20883378,20864526,20731511
4073,5287948,5278197,5289248,5284047,21107514,21119035,21100183,20966120
4074,5324999,5315249,5326299,5321099,21255192,21266713,21247861,21111704
4075,5376351,5365951,5377651,5372451,21461523,21473044,21454191,21318034
4076,5408202,5397802,5409502,5403652,21588254,21599775,21580922,21443718
4077,5451754,5442003,5453704,5447854,21763164,21775732,21755832,21615485
4078,5491405,5480355,5492705,5486855,21920268,21931789,21912937,21772590
4079,5514806,5504406,5516106,5510256,22015578,22028147,22008247,21867900
4080,5546007,5535607,5547957,5542107,22143357,22156972,22137072,21995678
4081,5565508,5554458,5566808,5560308,22216672,22229240,22209340,22067946
4082,5588909,5578508,5590859,5585009,22308840,22322456,22302556,22160114
4083,5602559,5592159,5603859,5598009,22365398,22377966,22358066,22215625
4084,5618160,5607760,5619460,5614260,22432429,22444997,22425097,22280561
4085,5626610,5615560,5627910,5622060,22462802,22474323,22454424,22310935
4086,5634411,5623360,5635711,5630510,22496318,22508886,22487939,22344450
4087,5637011,5626610,5638961,5633111,22507839,22519360,22499460,22354924
4088,5637661,5626610,5638961,5633111,22508886,22521455,22500507,22357019
4089,5633111,5622060,5634411,5629210,22491081,22503650,22483750,22339214
4090,5627260,5616860,5628560,5623360,22469087,22481655,22461755,22317219
4091,5615560,5604509,5616860,5611010,22423003,22434524,22414624,22271135
4092,5604509,5593459,5605810,5600609,22376919,22388440,22369587,22227146
4093,5584359,5573308,5585659,5580459,22299414,22310935,22289987,22148593
4094,5568108,5557058,5569408,5563558,22234477,22245998,22227146,22084704
4095,5539507,5529107,5541457,5535607,22122409,22133930,22114030,21972636
4096,5518706,5508306,5520006,5514156,22039668,22050141,22031289,21890942
4097,5482955,5472555,5484255,5478405,21897226,21907700,21888847,21749548
4098,5456954,5446554,5458254,5452404,21793537,21804011,21785158,21645859
4099,5413402,5403002,5414702,5408852,21618628,21629101,21610249,21471997
4100,5382201,5371801,5383501,5377651,21496086,21506560,21487707,21350502
4101,5330849,5321099,5332799,5326949,21291850,21302324,21283471,21148361
4102,5275597,5266497,5276897,5271697,21071904,21082377,21063525,20929462
4103,5236596,5226845,5238546,5232046,20913752,20925273,20905373,20772358
4104,5174193,5164443,5175493,5169643,20665527,20674953,20657148,20525180
4105,5129992,5120241,5131292,5126092,20491664,20502138,20483286,20353413
4106,5059139,5050039,5060439,5055239,20210971,20221445,20202592,20072719
4107,5010387,5001287,5011687,5006487,20015114,20025588,20006735,19880004
4108,4933684,4924584,4934984,4929784,19711379,19720805,19701952,19578364
4109,4880382,4871282,4881682,4875832,19494575,19505048,19487243,19362607
4110,4795879,4787429,4798479,4792629,19161513,19170939,19153134,19032687
4111,4738677,4729577,4739977,4734777,18930046,18938425,18921667,18802267
4112,4648324,4639223,4649624,4644424,18568705,18577084,18561374,18444069
4113,4553420,4544970,4554720,4549520,18192702,18201081,18184323,18070160
4114,4488418,4479967,4489718,4484518,17936098,17944477,17926672,17812509
4115,4388314,4379864,4389614,4384414,17533910,17542289,17526579,17415558
4116,4318761,4310961,4320711,4315511,17256359,17263690,17247980,17139054
4117,4212157,4204357,4213457,4209557,16831129,16838461,16822750,16716967
4118,4138705,4130904,4140655,4135454,16543104,16549389,16535773,16429989
4119,4026250,4019100,4027550,4023000,16091691,16097975,16084359,15982765
4120,3949547,3942397,3950848,3946297,15785861,15792145,15778529,15677982
4121,3831243,3824743,3833193,3828643,15314547,15319784,15306168,15209811
4122,3751290,3744140,3752590,3748040,14995101,15000338,14986722,14891412
4123,3627135,3620635,3628435,3623885,14501793,14507030,14493414,14402294
4124,3501031,3494530,3502331,3497781,13995917,14001153,13987538,13901654
4125,3415227,3408727,3416527,3411977,13652381,13657618,13645050,13560213
4126,3283923,3278072,3285223,3281322,13129747,13133937,13121368,13039674
4127,3194219,3189019,3195519,3191619,12775738,12779928,12768407,12687760
4128,3058364,3053164,3059664,3056414,12232157,12235299,12223778,12149415
4129,2966061,2961510,2968011,2964111,11863485,11867674,11856153,11783885
4130,2826955,2822405,2828255,2824355,11309430,11312572,11302098,11232972
4131,2731402,2726852,2733352,2729452,10929237,10932379,10921905,10854874
4132,2587746,2583846,2589697,2585796,10356329,10358424,10347950,10286155
4133,2490893,2486993,2492843,2488943,9965662,9968804,9958331,9898631
4134,2343337,2340087,2344637,2342037,9378091,9381234,9370760,9315250
4135,2193832,2190582,2195132,2191882,8782142,8784236,8775857,8722442
4136,2093078,2089828,2095028,2091778,8381001,8383096,8373670,8324444
4137,1940972,1938372,1942922,1939672,7772483,7774578,7766199,7720115
4138,1838268,1835668,1839568,1836968,7365059,7365059,7357727,7314786
4139,1683563,1680962,1684863,1681613,6746067,6747115,6739783,6698936
4140,1579559,1577609,1580859,1577609,6330264,6330264,6323980,6287322
4141,1422253,1420953,1423553,1420953,5701846,5701846,5695562,5663093
4142,1316299,1314999,1317599,1314999,5282901,5281853,5275569,5246243
4143,1157693,1155743,1158343,1155743,4645056,4644009,4638772,4612588
4144,1050439,1049789,1051739,1049139,4218779,4217732,4212495,4189453
4145,889233,888583,890533,887933,3577793,3575698,3570461,3552656
4146,781979,781329,783279,780679,3149421,3147327,3143137,3127427
4147,620123,620123,621423,618823,2502151,2500056,2496914,2485393
4148,456967,457617,458267,456317,1853833,1850691,1847549,1840217
4149,349063,349713,350363,347763,1420224,1417082,1413940,1409751
4150,185906,186556,187207,185256,768764,765622,762480,763527
4151,77352,78002,78652,76702,333061,329919,327824,330966
4152,-86454,-85154,-85154,-86454,-315257,-319446,-321541,-313162
4153,-195008,-193058,-193708,-195658,-750960,-755150,-757244,-745723
4154,-357514,-356214,-356214,-358164,-1400325,-1405562,-1407657,-1391946
4155,-466718,-464768,-465418,-466718,-1836029,-1841265,-1841265,-1824508
4156,-628574,-626624,-627274,-629224,-2482252,-2487489,-2488536,-2466541
4157,-736478,-733878,-735178,-736478,-2913765,-2919002,-2919002,-2893866
4158,-897684,-895084,-896384,-897684,-3558941,-3565226,-3565226,-3535899
4159,-1058890,-1055640,-1057590,-1058890,-4199928,-4206212,-4206212,-4171649
4160,-1165494,-1162244,-1164194,-1165494,-4624110,-4631441,-4630394,-4593736
4161,-1324100,-1320850,-1322800,-1324100,-5261954,-5269286,-5268238,-5226344
4162,-1430704,-1426804,-1428754,-1430054,-5682994,-5690326,-5689279,-5645289
4163,-1587360,-1583460,-1586060,-1587360,-6309318,-6316649,-6314554,-6267423
4164,-1691364,-1687464,-1690064,-1691364,-6726168,-6734547,-6732452,-6681132
4165,-1846070,-1841519,-1844770,-1846070,-7345160,-7354586,-7351444,-7296981
4166,-1949424,-1944873,-1947473,-1948774,-7751537,-7759916,-7757821,-7700216
4167,-2100879,-2096329,-2100229,-2100879,-8360055,-8369481,-8365292,-8303498
4168,-2201633,-2197083,-2200333,-2200983,-8763290,-8772716,-8768527,-8704638
4169,-2351789,-2346588,-2350489,-2351139,-9357145,-9366571,-9362382,-9294303
4170,-2498694,-2493494,-2497394,-2498044,-9946811,-9957284,-9952048,-9879779
4171,-2596198,-2590348,-2594898,-2594898,-10333288,-10342714,-10337477,-10263114
4172,-2739203,-2733353,-2737903,-2737903,-10908290,-10918764,-10913527,-10834975
4173,-2834757,-2828256,-2833457,-2833457,-11287436,-11297910,-11291625,-11210978
4174,-2974512,-2968012,-2973212,-2973212,-11846728,-11857202,-11850917,-11766081
4175,-3066165,-3059015,-3064865,-3064865,-12210163,-12221684,-12214353,-12128469
4176,-3201370,-3194220,-3200070,-3200070,-12753745,-12766313,-12757934,-12666813
4177,-3291074,-3283924,-3289774,-3289774,-13108801,-13120322,-13112990,-13020822
4178,-3421729,-3413928,-3421079,-3420429,-13631435,-13644004,-13635625,-13540315
4179,-3507532,-3499732,-3506232,-3506232,-13974970,-13987539,-13978112,-13881755
4180,-3633637,-3625836,-3632337,-3632337,-14482942,-14495510,-14487131,-14385537
4181,-3716190,-3707739,-3715540,-3715540,-14810766,-14824382,-14814956,-14712314
4182,-3837094,-3829294,-3836444,-3835794,-15292554,-15306169,-15297790,-15190959
4183,-3955399,-3946948,-3954099,-3953449,-15767009,-15780625,-15771199,-15660178
4184,-4031452,-4023651,-4030802,-4030151,-16071792,-16085408,-16075981,-15963913
4185,-4143906,-4135455,-4142606,-4142606,-16521111,-16535774,-16525300,-16409043
4186,-4218009,-4208908,-4216708,-4216058,-16809136,-16824846,-16814373,-16698115
4187,-4323962,-4314862,-4323312,-4322662,-17238555,-17254265,-17243792,-17122297
4188,-4392865,-4383765,-4392215,-4391565,-17515059,-17530769,-17520296,-17398801
4189,-4492969,-4483868,-4492319,-4491669,-17913057,-17928767,-17918294,-17793657
4190,-4557971,-4548871,-4556671,-4556671,-18172803,-18188513,-18178040,-18050261
4191,-4652875,-4643774,-4652225,-4650925,-18550901,-18566612,-18556138,-18427312
4192,-4713327,-4703577,-4712677,-4711377,-18792842,-18808552,-18798079,-18666111
4193,-4800430,-4790680,-4799780,-4799130,-19141614,-19157325,-19145804,-19011741
4194,-4884283,-4874533,-4883633,-4882333,-19477818,-19494576,-19483055,-19345850
4195,-4937585,-4927835,-4936935,-4935635,-19690432,-19707190,-19695669,-19558465
4196,-5014288,-5003888,-5012988,-5012338,-19995215,-20011973,-20000452,-19861153
4197,-5062390,-5052640,-5061740,-5061090,-20191072,-20207830,-20196309,-20054915
4198,-5133243,-5122192,-5132593,-5131293,-20469671,-20487476,-20474908,-20332466
4199,-5176794,-5166394,-5176144,-5175494,-20648770,-20666575,-20654007,-20509471
4200,-5239197,-5228796,-5238547,-5237247,-20894900,-20913753,-20900137,-20755601
4201,-5278198,-5267798,-5277548,-5276248,-21053052,-21070857,-21058289,-20910611
4202,-5333450,-5323050,-5332800,-5331500,-21274046,-21292898,-21279283,-21130557
4203,-5367902,-5356851,-5366602,-5365952,-21411251,-21430103,-21416487,-21266714
4204,-5414703,-5404303,-5414703,-5413403,-21602918,-21621771,-21608155,-21457335
4205,-5458255,-5447205,-5457605,-5456305,-21775733,-21794586,-21780970,-21628055
4206,-5484256,-5473206,-5483606,-5482306,-21878375,-21897227,-21882564,-21731744
4207,-5519357,-5508307,-5519357,-5518057,-22021863,-22040716,-22026053,-21874185
4208,-5540808,-5529108,-5540808,-5538858,-22104605,-22123458,-22108795,-21955880
4209,-5569409,-5557059,-5568759,-5567459,-22215626,-22235526,-22220862,-22066900
4210,-5585010,-5573309,-5584360,-5583060,-22281610,-22301509,-22285799,-22132884
4211,-5605160,-5593460,-5604510,-5603210,-22361209,-22380062,-22365399,-22211436
4212,-5616211,-5603860,-5615561,-5613611,-22403104,-22423004,-22406246,-22253331
4213,-5627911,-5616211,-5627261,-5625961,-22455472,-22474324,-22458614,-22304652
4214,-5633762,-5621411,-5633112,-5631161,-22475372,-22494224,-22478514,-22324551
4215,-5637662,-5625961,-5637012,-5635062,-22493177,-22512029,-22496319,-22341309
4216,-5637662,-5625961,-5637012,-5635712,-22493177,-22512029,-22496319,-22341309
4217,-5633762,-5622711,-5633762,-5631811,-22479561,-22497366,-22482703,-22327694
4218,-5625961,-5614261,-5625311,-5623361,-22447093,-22464898,-22450235,-22295225
4219,-5617511,-5606461,-5617511,-5614911,-22413577,-22433477,-22418814,-22262757
4220,-5601260,-5589560,-5600610,-5598660,-22350736,-22368541,-22353878,-22200963
4221,-5587610,-5576559,-5587610,-5585010,-22296273,-22314078,-22300462,-22146500
4222,-5563559,-5551858,-5562909,-5560309,-22200963,-22219815,-22204105,-22051190
4223,-5544708,-5533658,-5544058,-5542108,-22126600,-22144405,-22130789,-21977874
4224,-5512857,-5501807,-5512207,-5510257,-22001964,-22018721,-22005106,-21853238
4225,-5489456,-5477756,-5488806,-5486856,-21907701,-21925506,-21910843,-21760023
4226,-5449805,-5438754,-5449155,-5447205,-21750596,-21768401,-21754786,-21601871
4227,-5421204,-5410153,-5419904,-5418604,-21634339,-21652144,-21638528,-21487708
4228,-5374402,-5362701,-5373102,-5371802,-21448956,-21466761,-21453145,-21304419
4229,-5323050,-5312000,-5321750,-5320450,-21242625,-21259383,-21246814,-21099136
4230,-5285999,-5275598,-5285349,-5284048,-21093899,-21110657,-21097042,-20951458
4231,-5227496,-5216446,-5226196,-5224896,-20860337,-20877095,-20864527,-20718943
4232,-5185245,-5174844,-5183945,-5183295,-20692759,-20709517,-20696949,-20553460
4233,-5119592,-5108542,-5118292,-5117642,-20428824,-20445581,-20433013,-20291619
4234,-5072791,-5061740,-5071491,-5070190,-20243440,-20260198,-20247630,-20106236
4235,-4999338,-4988287,-4998038,-4997388,-19949131,-19964842,-19953321,-19815069
4236,-4947986,-4937585,-4947336,-4946036,-19748037,-19763748,-19752227,-19615022
4237,-4868033,-4857632,-4866733,-4865433,-19427544,-19444302,-19431734,-19296624
4238,-4812131,-4801730,-4810831,-4810181,-19205503,-19220166,-19208645,-19075630
4239,-4725028,-4715277,-4724377,-4723077,-18857779,-18873489,-18861968,-18731048
4240,-4633374,-4623624,-4632724,-4631424,-18493296,-18507959,-18497486,-18368660
4241,-4570972,-4560571,-4569672,-4568372,-18244024,-18258687,-18247166,-18120435
4242,-4472818,-4463718,-4472818,-4471518,-17855452,-17870115,-17859641,-17735005
4243,-4406516,-4396765,-4405866,-4404566,-17589421,-17604085,-17593611,-17471069
4244,-4302512,-4293411,-4301862,-4300562,-17173618,-17188281,-17177808,-17057361
4245,-4231659,-4222559,-4231009,-4229709,-16890830,-16904446,-16895020,-16776667
4246,-4121155,-4112705,-4120505,-4119855,-16456174,-16469790,-16459316,-16344106
4247,-4046402,-4037952,-4045752,-4044452,-16154534,-16168149,-16158723,-16045608
4248,-3931348,-3922897,-3930698,-3930048,-15694741,-15707309,-15698931,-15586863
4249,-3852695,-3844245,-3852045,-3851395,-15382627,-15394148,-15385769,-15277890
4250,-3732440,-3723990,-3731140,-3730490,-14900840,-14913408,-14905029,-14800293
4251,-3607636,-3600485,-3606986,-3606986,-14406484,-14418005,-14410674,-14309079
4252,-3523783,-3515982,-3523132,-3522482,-14070280,-14080754,-14073423,-13973923
4253,-3395078,-3387927,-3393778,-3393778,-13557072,-13567546,-13560214,-13463857
4254,-3307974,-3300824,-3306674,-3306674,-13206206,-13216679,-13210395,-13117180
4255,-3173419,-3166919,-3172769,-3172769,-12674145,-12684619,-12678334,-12588261
4256,-3083716,-3076566,-3082416,-3082416,-12312805,-12323278,-12316994,-12229016
4257,-2945911,-2938761,-2944611,-2945261,-11763986,-11773413,-11767128,-11683339
4258,-2852307,-2846457,-2851657,-2851657,-11392172,-11400551,-11394267,-11314667
4259,-2710602,-2704102,-2709302,-2709302,-10824501,-10832880,-10828691,-10750138
4260,-2615048,-2608548,-2613098,-2613748,-10442214,-10450593,-10446403,-10370993
4261,-2469443,-2462943,-2468143,-2468143,-9859880,-9868258,-9863022,-9792848
4262,-2371289,-2365439,-2369339,-2369989,-9469213,-9476545,-9472355,-9404276
4263,-2221784,-2215934,-2219834,-2220484,-8872216,-8879547,-8876405,-8811469
4264,-2070978,-2065778,-2069028,-2069678,-8271029,-8278361,-8275219,-8213424
4265,-1969574,-1964374,-1967624,-1968274,-7863605,-7869889,-7867794,-7809142
4266,-1814868,-1810318,-1813568,-1814218,-7249850,-7257182,-7254039,-7200624
4267,-1712165,-1707614,-1710215,-1710865,-6840331,-6846615,-6844520,-6793200
4268,-1556159,-1551609,-1554209,-1554859,-6216102,-6223434,-6221339,-6173160
4269,-1451505,-1446955,-1449555,-1450205,-5798204,-5804488,-5803441,-5758404
4270,-1292249,-1288349,-1290299,-1291599,-5164549,-5170834,-5169786,-5128939
4271,-1186295,-1183045,-1184345,-1185645,-4740367,-4746651,-4745604,-4708946
4272,-1026389,-1023139,-1025089,-1025739,-4102523,-4107760,-4107760,-4075292
4273,-918485,-915885,-917185,-918485,-3676246,-3681483,-3681483,-3651109
4274,-757279,-755329,-755979,-757279,-3031070,-3035260,-3036307,-3010123
4275,-595423,-593473,-594123,-595423,-2386942,-2391131,-2392179,-2371231
4276,-486869,-485569,-485569,-487519,-1951239,-1955428,-1956475,-1937623
4277,-324363,-323063,-322413,-324363,-1301873,-1305015,-1307110,-1292447
4278,-215809,-214509,-213859,-215809,-867217,-870359,-873502,-861981
4279,-52652,-52002,-50702,-53302,-218899,-220994,-224136,-216805
4280,56552,56552,57852,55902,216804,215756,211567,215756
4281,219708,219708,221008,218408,869311,868264,865122,865122
4282,328262,328262,329562,326962,1302920,1301872,1297683,1295588
4283,490768,491418,492718,490118,1953332,1952285,1948095,1941811
4284,599322,598672,601272,598022,2385893,2384846,2379609,2370183
4285,761178,760528,762478,759878,3031069,3031069,3024785,3011169
4286,922384,921084,924334,921084,3674150,3674150,3668914,3651108
4287,1029638,1028988,1031588,1028338,4101475,4102522,4096238,4075291
4288,1190194,1188894,1191494,1188244,4741414,4742461,4736177,4709993
4289,1295498,1294198,1297448,1294198,5165596,5166643,5160359,5132080
4290,1454754,1452804,1456704,1453454,5796109,5798203,5790872,5757356
4291,1559408,1557458,1561358,1557458,6215054,6217149,6209817,6174207
4292,1715414,1712814,1717364,1713464,6837188,6839283,6830904,6791104
4293,1818768,1816168,1820718,1816168,7251944,7255086,7246707,7204812
4294,1972823,1970223,1974773,1970873,7864651,7867793,7859414,7812283
4295,2074877,2070977,2076177,2072277,8269981,8273123,8263697,8214471
4296,2225683,2221783,2226333,2223083,8871168,8874310,8864883,8812515
4297,2325137,2321236,2327087,2322537,9268118,9272308,9262881,9207371
4298,2472692,2468792,2473992,2470092,9859879,9865115,9853594,9794942
4299,2618298,2613747,2619598,2615047,10439071,10444307,10432786,10370992
4300,2713851,2709301,2715151,2711251,10823453,10828690,10817169,10752232
4301,2856207,2851006,2857507,2853606,11389029,11394266,11381698,11313619
4302,2949160,2943960,2950460,2946560,11762938,11768175,11755606,11684386
4303,3086965,3081765,3088265,3084365,12313851,12319088,12306519,12232157
4304,3177319,3171468,3178619,3174718,12674144,12680428,12666812,12590355
4305,3311224,3305373,3312524,3308623,13205157,13211441,13197826,13117179
4306,3398327,3392477,3399627,3395727,13557071,13563356,13548692,13466998
4307,3527032,3521181,3528332,3524432,14072374,14078658,14063995,13978111
4308,3611535,3605035,3612835,3608285,14407530,14414862,14400199,14312220
4309,3735689,3728539,3736990,3732439,14899791,14907123,14892460,14800292
4310,3855944,3849444,3857894,3853344,15384721,15392052,15376342,15282079
4311,3934597,3927447,3935897,3931347,15701024,15709403,15693693,15595241
4312,4050301,4042501,4050951,4046401,16158722,16166054,16150343,16049796
4313,4125054,4117254,4126354,4121154,16459315,16467694,16451984,16348295
4314,4234908,4227108,4236208,4231008,16896066,16904445,16888734,16783998
4315,4305761,4297310,4307061,4301861,17179901,17189328,17171522,17064691
4316,4409115,4400664,4411065,4405215,17593610,17603036,17586278,17476305
4317,4476067,4467617,4477367,4472167,17860688,17870114,17853356,17742336
4318,4573571,4564471,4574871,4569021,18253449,18262875,18245070,18131955
4319,4635973,4626873,4638573,4631423,18501674,18511100,18493295,18378085
4320,4726977,4717876,4728927,4723076,18865109,18874535,18856730,18739426
4321,4814080,4804980,4815380,4810180,19212834,19223307,19205502,19085055
4322,4869982,4860232,4871282,4865432,19435922,19446396,19427543,19305002
4323,4949285,4940185,4951235,4945385,19755368,19766889,19748036,19623400
4324,5000637,4991537,5002587,4996737,19958557,19969030,19950178,19825541
4325,5074090,5064339,5075390,5069539,20253913,20265434,20246581,20118803
4326,5120891,5111141,5122841,5116991,20438249,20449770,20429870,20302092
4327,5186544,5177443,5188494,5183294,20701137,20712658,20692758,20562885
4328,5228795,5219045,5230095,5224895,20870810,20881284,20862431,20731511
4329,5287298,5277547,5289248,5283397,21106467,21117988,21098088,20966120
4330,5324349,5314599,5325649,5320449,21253098,21264619,21244719,21110656
4331,5375051,5365301,5377001,5371801,21458381,21468855,21450002,21314892
4332,5407552,5397152,5408852,5403652,21587207,21597680,21578828,21441623
4333,5451104,5440703,5453054,5447204,21762116,21773637,21753737,21615485
4334,5490105,5480355,5492055,5486855,21921316,21932837,21912937,21773637
4335,5514156,5503756,5515456,5510256,22015578,22027099,22007199,21867900
4336,5546007,5534957,5547307,5541457,22140214,22151735,22132883,21991489
4337,5564858,5553808,5566158,5560308,22216672,22228193,22208293,22066899
4338,5588909,5577858,5590209,5584359,22310935,22323503,22303603,22162209
4339,5601909,5591509,5603859,5597359,22365398,22377966,22357019,22215625
4340,5617510,5607110,5619460,5613610,22430334,22442903,22421955,22278466
4341,5625960,5615560,5627910,5621410,22462802,22474323,22454424,22310935
4342,5634411,5623360,5635711,5629860,22495271,22506792,22486892,22343403
4343,5637011,5626610,5638961,5632461,22506792,22519360,22497365,22354924
4344,5637011,5626610,5638311,5633111,22509934,22522502,22501555,22358066
4345,5633111,5622710,5634411,5628560,22492129,22504697,22483750,22340261
4346,5627260,5616860,5629210,5623360,22471181,22483750,22462802,22320361
4347,5614910,5604509,5616860,5611010,22421955,22433476,22411482,22270088
4348,5604509,5594109,5605810,5600609,22377966,22390534,22368540,22227146
4349,5584359,5573958,5585659,5580459,22297319,22308840,22287893,22146499
4350,5568758,5557708,5570058,5564858,22235525,22247046,22226098,22085752
4351,5540157,5529757,5541457,5536257,22126599,22138120,22117172,21976826
4352,5518706,5508956,5520656,5514806,22040715,22052236,22032336,21893037
4353,5482955,5473205,5484905,5479705,21898274,21908747,21887800,21749548
4354,5456954,5447204,5458904,5453054,21795632,21806106,21786206,21646906
4355,5414052,5403652,5415352,5410152,21623864,21634338,21614438,21477233
4356,5365951,5356200,5367901,5362700,21431149,21440576,21421723,21285566
4357,5331499,5321749,5333449,5328249,21296040,21305466,21286613,21151503
4358,5276247,5267147,5278197,5272997,21076093,21085520,21065620,20932604
4359,5237246,5227495,5238546,5233996,20920036,20929462,20909562,20777595
4360,5174193,5165093,5176143,5170943,20667622,20677048,20658195,20528322
4361,5129992,5120891,5131942,5126742,20492712,20503185,20483286,20354460
4362,5059789,5050689,5061739,5056539,20215161,20223539,20205734,20076909
4363,5011037,5001937,5012987,5007787,20019304,20028730,20009877,19884194
4364,4934334,4925234,4936284,4931084,19713473,19721852,19703000,19580458
4365,4880382,4871932,4882982,4877782,19499811,19508190,19490385,19366796
4366,4797179,4788729,4799779,4793929,19165702,19175129,19157324,19036877
4367,4709426,4700976,4711376,4706176,18815883,18825309,18807504,18690199
4368,4648974,4640523,4651574,4645724,18574989,18582321,18565563,18449306
4369,4554070,4546270,4556670,4550820,18200033,18207365,18190607,18076444
4370,4489718,4481267,4491668,4485818,17940287,17948666,17929814,17818793
4371,4388964,4381164,4391564,4385714,17540194,17547526,17530768,17421842
4372,4320061,4312261,4322011,4316811,17262643,17271022,17254264,17145338
4373,4213457,4206307,4215407,4210207,16839508,16845792,16830082,16725346
4374,4140005,4132854,4141955,4136754,16545199,16552531,16536820,16433131
4375,4027550,4020400,4029500,4024300,16095880,16103212,16088549,15988002
4376,3950848,3944347,3952798,3947597,15791098,15797382,15782719,15683219
4377,3833193,3826693,3834493,3829943,15320831,15327116,15313500,15218190
4378,3752590,3746090,3754540,3749340,15000338,15006622,14993007,14898744
4379,3628435,3622585,3630386,3625835,14505983,14511219,14498651,14408578
4380,3502331,3496480,3504281,3499731,14001153,14006390,13993822,13906891
4381,3416527,3410677,3417828,3413927,13660760,13667045,13653429,13569640
4382,3285873,3280022,3287173,3282622,13134984,13141268,13128700,13047005
4383,3196169,3190319,3197469,3193569,12778880,12784117,12772596,12691949
4384,3060314,3055114,3061614,3057714,12238441,12244725,12232157,12156747
4385,2968011,2963461,2969961,2966061,11872911,11877100,11866627,11793311
4386,2828255,2823705,2830206,2826305,11313619,11317808,11307335,11237161
4387,2733352,2729452,2735302,2731402,10935521,10939710,10929237,10862205
4388,2589697,2585796,2590997,2587096,10360518,10363660,10353187,10290345
4389,2492843,2488943,2494143,2490243,9974041,9978231,9967757,9907010
4390,2345287,2342037,2347237,2343337,9387518,9389612,9380186,9322581
4391,2195782,2192532,2197082,2193832,8790521,8793663,8783189,8730821
4392,2095028,2092428,2096328,2093078,8388333,8390428,8381001,8330728
4393,1942922,1940322,1944872,1940972,7782957,7785052,7776673,7730589
4394,1840218,1837618,1841518,1838268,7370296,7372390,7362964,7320022
4395,1684863,1682913,1686813,1683563,6754446,6755493,6747115,6707315
4396,1580859,1579559,1582809,1579559,6337595,6339690,6331311,6294654
4397,1423553,1422253,1425503,1422253,5710225,5710225,5701846,5669378
4398,1317599,1316299,1319549,1316299,5288137,5288137,5280806,5251480
4399,1158993,1157693,1160293,1157693,4652388,4652388,4645056,4619919
4400,1052389,1051089,1053689,1051089,4227158,4227158,4219827,4197832
4401,891183,889883,893133,889883,3584077,3584077,3576746,3559988
4402,729977,729327,731277,728677,2940996,2940996,2934712,2921096
4403,622073,621423,624023,621423,2508435,2507387,2502151,2491677
4404,459567,458917,460867,458267,1859070,1858022,1853833,1847549
4405,351013,351013,352313,350363,1425461,1423366,1419177,1416035
4406,187857,188507,189157,187207,776096,774001,770859,770859
4407,79302,79952,80603,78652,343535,340393,337251,341440
4408,-84504,-83204,-82554,-84504,-308973,-312115,-314210,-306878
4409,-192408,-191758,-191108,-193058,-743629,-748865,-750960,-738392
4410,-355564,-354264,-354264,-356214,-1392994,-1398231,-1399278,-1384615
4411,-464768,-462168,-462168,-465418,-1826602,-1831839,-1832886,-1815081
4412,-626624,-624674,-625324,-627274,-2475968,-2481204,-2481204,-2459210
4413,-734528,-732578,-733228,-734528,-2905387,-2910623,-2911671,-2886534
4414,-895734,-893134,-894434,-896384,-3550562,-3556847,-3556847,-3527520
4415,-1056940,-1054340,-1055640,-1056940,-4191549,-4198880,-4196786,-4164317
4416,-1163544,-1160294,-1162244,-1163544,-4619920,-4626205,-4625157,-4588500
4417,-1322800,-1319550,-1320850,-1322800,-5252528,-5260907,-5258812,-5217965
4418,-1428754,-1425504,-1427454,-1428754,-5674615,-5682994,-5680900,-5637958
4419,-1585410,-1582160,-1584760,-1586060,-6299891,-6308270,-6305128,-6257997
4420,-1689414,-1686164,-1688114,-1689414,-6715695,-6724074,-6720931,-6670658
4421,-1844120,-1840219,-1843470,-1844770,-7335734,-7344113,-7340971,-7286508
4422,-1947473,-1942923,-1946173,-1947473,-7745253,-7753632,-7751537,-7693932
4423,-2098929,-2095029,-2098279,-2099579,-8353771,-8363197,-8360055,-8298261
4424,-2199683,-2195133,-2199033,-2199683,-8754911,-8763290,-8760148,-8696259
4425,-2349839,-2344638,-2349189,-2349839,-9350861,-9361335,-9357145,-9289067
4426,-2496744,-2491544,-2496094,-2496744,-9941574,-9951000,-9945763,-9874543
4427,-2593598,-2588397,-2592948,-2593598,-10327004,-10337477,-10332240,-10257878
4428,-2737253,-2731403,-2736603,-2737253,-10902006,-10912480,-10906196,-10827643
4429,-2832807,-2826306,-2832157,-2832157,-11280104,-11290578,-11285341,-11202599
4430,-2971912,-2965412,-2971262,-2971262,-11838349,-11848823,-11842539,-11757702
4431,-3064215,-3057065,-3062915,-3063565,-12204926,-12216447,-12209116,-12122185
4432,-3199420,-3192270,-3198770,-3198770,-12747460,-12757934,-12751650,-12659482
4433,-3289124,-3281973,-3287824,-3287824,-13102517,-13115085,-13107753,-13014538
