offset,IA,IB,IC,IN,VA,VB,VC,VN
128,-1654963,-1651062,-1654312,-1654963,-15717783,-15731399,-15723020,-15609905
129,-1691364,-1686814,-1690064,-1690714,-16063413,-16077029,-16067602,-15953440
130,-1661463,-1656913,-1660163,-1660813,-15781672,-15793193,-15785862,-15672746
131,-1569809,-1565909,-1568509,-1569809,-14911313,-14922834,-14915503,-14808672
132,-1419654,-1416404,-1419004,-1420304,-13488994,-13500515,-13494231,-13395778
133,-1205796,-1202546,-1203846,-1205796,-11456061,-11464440,-11460251,-11376462
134,-956186,-953586,-954236,-956186,-9082736,-9090067,-9086925,-9019894
135,-670176,-668226,-668226,-670826,-6371112,-6377396,-6375302,-6327123
136,-343213,-342563,-342563,-344513,-3271964,-3276153,-3276153,-3248922
137,-20801,-19501,-18851,-21451,-191668,-193763,-196905,-189573
138,304861,305511,306161,303561,2894912,2893865,2887580,2875012
139,633123,633123,635073,631823,6018150,6020244,6012913,5978350
140,921734,921084,923684,920434,8762242,8766431,8754910,8704637
141,1177194,1175244,1178494,1175244,11184793,11191077,11178509,11110430
142,1397552,1395602,1398852,1395602,13283710,13287899,13275331,13193636
143,1554208,1551608,1554858,1552258,14773060,14778297,14764681,14672513
144,1653011,1650411,1654311,1650411,15718829,15726161,15710451,15611998
145,1690713,1688113,1692013,1688113,16079122,16085407,16070744,15970197
146,1662112,1659512,1663412,1660812,15813092,15819376,15804713,15705214
147,1571758,1569808,1573708,1570458,14956349,14962633,14947970,14853707
148,1415103,1412502,1416403,1413152,13462809,13468046,13455477,13369593
149,1210345,1209045,1212295,1209045,11526234,11530423,11518902,11447681
150,948385,947735,949685,947085,9034556,9037698,9028272,8973809
151,662374,661724,663674,661074,6316648,6317696,6309317,6273706
152,351663,351663,352313,350363,3365178,3363083,3356799,3341089
153,11700,12350,12350,11050,130920,128825,124636,130920
154,-313312,-311362,-312012,-313962,-2953565,-2957755,-2958802,-2932618
155,-625974,-624674,-624674,-627274,-5929125,-5935409,-5935409,-5889325
156,-929535,-926935,-928885,-930185,-8813564,-8821942,-8818800,-8754911
157,-1183045,-1179795,-1182395,-1183695,-11224594,-11234020,-11229831,-11147089
158,-1393653,-1389103,-1392353,-1393653,-13220869,-13232390,-13226106,-13130795
159,-1558109,-1553559,-1556809,-1557459,-14789819,-14801340,-14794009,-14688225
160,-1654963,-1651062,-1653662,-1654963,-15719878,-15732446,-15724067,-15609905
161,-1691364,-1686814,-1690064,-1690714,-16064460,-16078076,-16068650,-15954487
162,-1661463,-1657563,-1660163,-1661463,-15781672,-15795288,-15786909,-15673794
163,-1570459,-1565909,-1568509,-1569809,-14911313,-14923882,-14915503,-14809719
164,-1420304,-1416404,-1419004,-1420304,-13494231,-13505752,-13498420,-13399968
165,-1205796,-1202546,-1204496,-1206446,-11461298,-11470724,-11465488,-11382746
166,-956186,-954236,-954886,-956836,-9087973,-9095304,-9092162,-9026178
167,-671476,-668876,-669526,-671476,-6377396,-6383680,-6382633,-6333407
168,-345163,-342563,-343213,-345163,-3279295,-3283485,-3284532,-3256253
169,-21451,-20151,-19501,-22101,-197952,-200047,-203189,-195857
170,303561,304211,305511,302911,2889675,2888628,2883391,2869775
171,632473,632473,634423,631823,6011865,6012913,6005581,5971018
172,921084,920434,923034,919784,8758052,8762242,8751768,8700447
173,1176544,1175244,1177844,1174594,11182699,11187935,11176414,11107288
174,1396902,1394952,1398852,1395602,13277425,13284757,13270094,13187352
175,1553558,1551608,1554858,1552258,14770966,14777250,14762587,14669371
176,1655612,1653661,1657562,1654311,15749203,15755487,15740824,15640277
177,1690063,1688113,1692013,1688763,16079122,16085407,16070744,15969149
178,1662112,1660162,1664062,1660812,15814140,15819376,15805761,15706261
179,1566558,1563958,1567858,1564608,14901886,14907123,14893507,14799244
180,1415103,1413152,1416403,1413802,13464903,13471188,13457572,13372735
181,1210995,1209695,1212295,1209695,11532518,11536707,11525186,11453966
182,949035,948385,950985,947735,9041888,9042935,9033509,8979046
183,662374,662374,664324,661724,6322932,6322932,6316648,6279990
184,351663,352313,352963,350363,3371462,3369368,3364131,3347373
185,11700,13650,13650,11050,138251,134062,130920,137204
186,-312662,-311362,-311362,-313312,-2947281,-2952518,-2952518,-2927381
187,-625974,-623374,-624674,-626624,-5922841,-5930172,-5928077,-5883041
188,-929535,-925635,-928885,-929535,-8807279,-8816706,-8812516,-8747580
189,-1183045,-1179795,-1181745,-1183045,-11223547,-11234020,-11228784,-11147089
190,-1393003,-1389103,-1391053,-1393003,-13218774,-13229248,-13224011,-13128701
191,-1557459,-1554209,-1556809,-1557459,-14785630,-14798198,-14790866,-14685083
192,-1655613,-1651712,-1653662,-1654963,-15714641,-15727209,-15719878,-15606763
193,-1691364,-1686814,-1690064,-1690714,-16060271,-16073887,-16066555,-15951345
194,-1662113,-1657563,-1660163,-1660813,-15785862,-15797383,-15789004,-15675889
195,-1570459,-1566559,-1569159,-1569809,-14916550,-14928071,-14920740,-14813908
196,-1420954,-1417054,-1419654,-1420954,-13496325,-13507846,-13501562,-13403110
197,-1206446,-1203196,-1205146,-1206446,-11465488,-11475961,-11470724,-11386935
198,-956836,-954236,-955536,-957486,-9091115,-9099494,-9096352,-9029320
199,-672126,-669526,-670176,-671476,-6383680,-6388917,-6387870,-6338644
200,-345163,-343863,-343863,-345813,-3282437,-3286627,-3287674,-3260443
201,-22101,-20801,-20151,-22751,-202142,-205284,-208426,-201094
202,303561,303561,304861,302261,2883391,2883391,2878154,2864538
203,631823,631173,633773,631173,6006629,6007676,5999297,5964734
204,920434,919784,922384,919784,8754910,8758052,8748626,8697305
205,1187594,1186294,1188894,1186294,11290577,11294766,11283245,11215167
206,1396902,1394952,1398202,1394952,13275331,13280567,13266952,13186305
207,1553558,1550958,1554858,1551608,14770966,14776202,14761539,14670419
208,1655612,1653661,1657562,1654311,15747108,15753392,15739777,15640277
209,1690063,1687463,1692013,1688763,16081217,16086454,16071791,15971244
210,1662762,1659512,1664062,1660812,15815187,15820424,15805761,15707308
211,1566558,1563958,1567858,1565258,14902933,14908170,14894554,14801339
212,1415753,1413802,1417053,1413802,13470140,13475377,13462809,13377972
213,1211645,1209695,1213595,1209695,11535660,11539849,11528328,11457108
214,949685,949035,950985,948385,9046077,9048172,9038746,8984283
215,663024,663024,664974,662374,6329217,6329217,6321885,6285227
216,352313,352313,354263,351663,3375652,3374604,3368320,3351562
217,13000,13650,13650,11700,143488,139299,136157,141394
218,-312012,-310712,-310712,-312662,-2940997,-2946234,-2947281,-2921097
219,-624674,-623374,-624024,-625974,-5916556,-5921793,-5921793,-5876757
220,-928885,-926285,-926935,-929535,-8804137,-8812516,-8809374,-8744438
221,-1183045,-1179795,-1181095,-1182395,-11220405,-11229831,-11225641,-11143947
222,-1393003,-1389103,-1390403,-1393003,-13215632,-13226106,-13220869,-13126606
223,-1557459,-1552909,-1556159,-1557459,-14781440,-14794009,-14786677,-14681941
224,-1654963,-1650412,-1653662,-1654963,-15715688,-15728257,-15719878,-15607810
225,-1691364,-1686814,-1690064,-1690714,-16064460,-16075981,-16068650,-15953440
226,-1662113,-1656913,-1660163,-1661463,-15783767,-15796335,-15787956,-15674841
227,-1571109,-1566559,-1569159,-1570459,-14919692,-14931213,-14923882,-14816003
228,-1420954,-1417054,-1419654,-1420954,-13498420,-13508894,-13502609,-13404157
229,-1207096,-1203846,-1205796,-1207096,-11468630,-11477009,-11472819,-11389030
230,-958136,-955536,-956186,-958136,-9095304,-9103683,-9101588,-9033510
231,-672126,-670176,-670176,-672776,-6388917,-6395201,-6393107,-6343881
232,-345813,-344513,-344513,-346463,-3289769,-3293958,-3293958,-3266727
233,-22101,-21451,-20801,-22751,-209473,-212615,-215757,-207378
234,318511,319161,319811,317861,3031069,3030022,3024785,3011169
235,631173,630523,632473,629873,5999297,6001392,5991966,5958450
236,920434,919134,921734,918484,8748626,8751768,8741294,8689974
237,1186944,1186294,1188244,1185644,11287435,11290577,11279056,11210977
238,1396252,1394302,1397552,1394952,13274283,13279520,13266952,13184210
239,1553558,1550958,1554208,1550958,14768871,14774108,14760492,14668324
240,1655612,1653011,1656912,1653661,15746061,15752345,15737682,15638182
241,1690713,1687463,1692013,1688113,16078075,16084359,16069696,15969149
242,1662762,1660162,1664062,1660812,15815187,15821471,15805761,15708356
243,1567208,1564608,1567858,1565258,14906075,14910265,14896649,14803434
244,1415753,1413152,1417703,1413802,13474330,13480614,13465951,13381114
245,1211645,1209695,1213595,1210345,11540897,11545086,11533565,11462345
246,949685,949035,951635,948385,9050267,9052361,9041888,8988472
247,663674,663674,665624,663024,6333406,6333406,6325027,6289417
248,352313,353613,354263,351663,3379841,3377746,3373557,3356799
249,13000,14300,14950,12350,149772,145583,142441,148725
250,-311362,-310712,-309412,-312012,-2936807,-2942044,-2943092,-2916908
251,-625324,-622724,-623374,-624674,-5911320,-5918651,-5916556,-5871520
252,-928885,-925635,-926285,-928885,-8799948,-8808327,-8805185,-8739201
253,-1181745,-1179145,-1181095,-1182395,-11215168,-11225641,-11221452,-11138710
254,-1392353,-1388453,-1390403,-1392353,-13212490,-13224011,-13216679,-13122417
255,-1557459,-1553559,-1556159,-1556809,-14782488,-14795056,-14787724,-14680893
256,-1654963,-1651062,-1653662,-1654963,-15714641,-15727209,-15718830,-15605715
257,-1691364,-1687464,-1690064,-1690714,-16061318,-16074934,-16067602,-15952392
258,-1662113,-1657563,-1660813,-1661463,-15786909,-15799477,-15791099,-15676936
259,-1571109,-1567209,-1569809,-1571109,-14921787,-14933308,-14927024,-14819145
260,-1421604,-1417704,-1420304,-1420954,-13501562,-13512036,-13505752,-13407299
261,-1207746,-1203846,-1205796,-1207096,-11472819,-11482245,-11477009,-11393220
262,-958786,-955536,-957486,-958136,-9101588,-9109967,-9105778,-9038747
263,-657825,-655875,-656525,-657825,-6251713,-6257997,-6255902,-6207723
264,-346463,-345163,-345163,-347114,-3292911,-3297100,-3298148,-3269869
265,-22751,-22101,-21451,-24051,-216805,-219947,-222042,-214710
266,317861,318511,319161,317211,3023738,3023738,3017453,3003838
267,630523,630523,632473,629873,5996155,5997202,5988823,5953213
268,919784,919134,921084,917834,8745484,8747579,8738152,8685784
269,1186944,1184994,1187594,1184994,11279056,11283245,11272772,11201551
270,1396252,1394302,1397552,1394302,13269046,13275331,13261715,13178973
271,1552908,1550958,1554208,1550958,14764681,14772013,14757350,14665182
272,1655612,1653011,1656912,1653661,15743966,15751298,15736635,15637135
273,1690713,1688113,1692013,1688763,16079122,16086454,16071791,15970197
274,1662762,1660162,1664062,1660812,15818329,15823566,15808903,15709403
275,1566558,1563958,1568508,1565258,14910265,14915502,14901886,14808671
276,1416403,1414452,1417703,1414452,13474330,13478519,13465951,13381114
277,1212295,1210995,1213595,1210345,11545086,11548228,11536707,11465487
278,950335,949685,952285,949035,9054456,9056551,9046077,8991614
279,664324,663674,666274,663674,6336548,6337595,6329217,6292559
280,353613,353613,355563,352313,3388220,3387173,3381936,3365178
281,13650,14950,15600,13000,155009,151867,148725,153962
282,-311362,-309412,-309412,-311362,-2926334,-2932618,-2933665,-2907481
283,-624024,-622074,-622724,-625324,-5906083,-5912367,-5911320,-5865236
284,-926935,-924985,-926285,-928235,-8792616,-8803090,-8798900,-8733964
285,-1181745,-1178495,-1180445,-1181745,-11208884,-11220405,-11215168,-11133473
286,-1392353,-1387802,-1390403,-1391053,-13209348,-13221916,-13215632,-13120322
287,-1557459,-1552909,-1555509,-1557459,-14779345,-14790866,-14783535,-14678799
288,-1654963,-1651062,-1653662,-1654963,-15714641,-15727209,-15718830,-15605715
289,-1691364,-1686814,-1690064,-1690714,-16063413,-16075981,-16067602,-15953440
290,-1662113,-1657563,-1660813,-1661463,-15789004,-15801572,-15792146,-15680078
291,-1571109,-1566559,-1569809,-1571109,-14922834,-14934355,-14927024,-14820193
292,-1413153,-1409253,-1411203,-1412503,-13419868,-13431389,-13424057,-13328747
293,-1207746,-1204496,-1206446,-1207746,-11478056,-11487482,-11482245,-11398456
294,-958136,-955536,-957486,-958786,-9107873,-9115204,-9112062,-9045031
295,-657825,-655875,-657175,-658475,-6254855,-6261139,-6260092,-6211913
296,-347114,-345163,-345813,-347764,-3299195,-3304432,-3305479,-3276153
297,-24051,-22751,-22101,-24051,-220994,-224136,-226231,-218899
298,317211,317211,319161,316561,3019548,3017453,3013264,2998601
299,629873,629873,631823,628573,5991966,5993013,5986729,5951118
300,919784,918484,920434,917834,8739200,8742342,8731868,8679500
301,1186294,1184344,1187594,1184994,11276961,11281151,11269630,11199456
302,1395602,1393652,1396902,1394302,13266952,13271141,13258573,13176878
303,1552908,1550958,1554208,1550958,14761539,14767823,14754208,14662040
304,1655612,1653011,1656912,1653661,15743966,15750250,15736635,15637135
305,1690713,1687463,1692013,1688113,16079122,16085407,16070744,15969149
306,1662762,1660162,1664062,1660812,15817282,15823566,15808903,15709403
307,1567208,1564608,1568508,1565258,14910265,14915502,14901886,14808671
308,1416403,1414452,1417703,1414452,13481661,13486898,13474330,13388446
309,1212945,1210995,1214245,1210995,11547181,11551370,11538802,11467581
310,950985,950335,952285,949685,9060740,9062835,9053409,8998946
311,664974,664974,666274,664324,6344927,6344927,6337595,6300938
312,354263,354263,355563,353613,3392410,3391362,3386125,3369368
313,14300,15600,16250,13650,159199,156057,152915,159199
314,-310062,-308762,-308762,-310712,-2925286,-2930523,-2931571,-2906434
315,-624024,-621424,-622074,-624024,-5900846,-5907130,-5906083,-5861046
316,-926935,-924335,-925635,-926935,-8788427,-8797853,-8794711,-8728727
317,-1181095,-1178495,-1179795,-1181745,-11204694,-11215168,-11209931,-11128237
318,-1400803,-1397553,-1400153,-1400803,-13295232,-13305705,-13299421,-13204111
319,-1556809,-1552909,-1555509,-1556809,-14779345,-14790866,-14783535,-14677751
320,-1654963,-1650412,-1653662,-1654963,-15714641,-15726162,-15718830,-15605715
321,-1691364,-1686814,-1690064,-1691364,-16064460,-16074934,-16068650,-15954487
322,-1662113,-1658213,-1660813,-1662113,-15790051,-15801572,-15794241,-15681125
323,-1571109,-1567209,-1569809,-1571109,-14923882,-14935403,-14927024,-14821240
324,-1413153,-1409253,-1411853,-1413153,-13423010,-13433484,-13427199,-13330842
325,-1208396,-1205146,-1207096,-1208396,-11483293,-11490624,-11485388,-11402646
326,-959436,-956186,-958136,-959436,-9112062,-9119394,-9116252,-9049220
327,-659125,-656525,-657175,-659125,-6261139,-6267423,-6266376,-6218197
328,-347764,-345813,-346463,-347764,-3306527,-3310716,-3311764,-3283485
329,-24701,-22751,-22101,-25351,-225184,-227278,-231468,-223089
330,316561,317211,318511,315911,3011169,3012217,3005932,2991269
331,629873,629223,630523,628573,5985681,5986729,5979397,5943787
332,918484,917834,920434,917184,8736058,8737105,8728726,8675311
333,1185644,1184344,1187594,1183694,11274867,11279056,11267535,11197362
334,1395602,1393652,1396902,1393652,13262762,13267999,13254383,13172689
335,1552258,1550308,1554208,1550958,14759445,14765729,14751066,14658898
336,1654962,1653011,1656912,1653661,15743966,15750250,15735587,15636088
337,1690713,1688113,1691363,1688763,16078075,16084359,16069696,15969149
338,1663412,1660162,1664062,1661462,15819376,15825661,15810997,15711498
339,1567858,1565258,1569158,1565908,14913407,14918644,14903981,14809718
340,1417053,1415103,1418353,1415753,13483756,13487945,13475377,13390541
341,1212945,1211645,1214245,1211645,11554513,11557655,11546134,11475960
342,951635,950335,953585,950985,9065977,9067024,9058646,9004183
343,665624,665624,666924,664324,6350164,6350164,6341785,6306175
344,354263,354913,356213,354263,3398694,3396599,3391362,3373557
345,15600,16250,16900,14300,167578,163388,160246,165483
346,-309412,-308112,-308112,-310712,-2917955,-2924239,-2925286,-2900150
347,-638324,-636374,-637024,-638324,-6041193,-6048524,-6046429,-6000345
348,-926285,-923685,-924985,-926285,-8782143,-8790522,-8786332,-8722443
349,-1181095,-1177845,-1179795,-1181095,-11199457,-11210978,-11204694,-11124047
350,-1400803,-1396903,-1399503,-1400153,-13288947,-13300468,-13293137,-13197827
351,-1556809,-1552909,-1555509,-1556809,-14774109,-14785630,-14778298,-14672514
352,-1654312,-1650412,-1653662,-1654312,-15713594,-15725115,-15716736,-15603620
353,-1691364,-1687464,-1690064,-1691364,-16065508,-16078076,-16069697,-15954487
354,-1662113,-1658863,-1660813,-1662113,-15790051,-15802620,-15795288,-15681125
355,-1571109,-1567859,-1570459,-1571109,-14927024,-14939592,-14931213,-14825429
356,-1413803,-1409903,-1411853,-1413153,-13428247,-13439768,-13433484,-13337126
357,-1209046,-1205796,-1207096,-1208396,-11484340,-11493766,-11489577,-11406835
358,-959436,-956836,-958136,-960086,-9116252,-9124630,-9120441,-9054457
359,-659125,-657825,-657825,-659775,-6267423,-6272660,-6271613,-6223434
360,-348414,-346463,-346463,-348414,-3310716,-3314906,-3315953,-3287674
361,-24701,-24051,-23401,-26001,-233563,-236705,-239847,-232515
362,316561,316561,317861,315261,3008027,3008027,3002790,2987080
363,629223,628573,631173,627923,5980445,5981492,5972066,5938550
364,917834,917184,919784,916534,8730821,8732916,8721395,8671121
365,1185644,1183694,1186944,1183694,11268582,11272772,11260203,11191077
366,1394952,1393002,1396902,1393002,13258573,13263810,13250194,13169547
367,1552258,1549658,1553558,1550308,14757350,14763634,14748971,14656803
368,1654962,1652361,1656912,1653011,15741871,15748156,15733493,15632946
369,1690063,1688113,1692013,1688763,16080170,16085407,16071791,15970197
370,1662762,1660162,1664062,1660812,15819376,15824613,15810997,15710451
371,1567858,1565258,1569158,1565908,14915502,14920739,14907123,14813907
372,1417053,1415103,1419003,1415753,13486898,13492135,13479567,13393683
373,1212945,1212295,1214895,1212295,11554513,11558702,11546134,11474913
374,951635,950985,953585,950985,9068072,9071214,9060740,9007325
375,666274,665624,667575,664974,6353306,6354353,6347022,6310364
376,339312,339962,340612,338662,3254158,3252063,3245779,3231116
377,16250,16900,17550,14950,170720,167578,164436,168625
378,-309412,-307462,-307462,-309412,-2912718,-2917955,-2919002,-2893866
379,-637674,-635074,-636374,-638324,-6034908,-6042240,-6041193,-5994061
380,-925635,-923035,-924335,-925635,-8779001,-8787379,-8784237,-8719301
381,-1180445,-1177195,-1179145,-1180445,-11195268,-11205742,-11199457,-11118810
382,-1400153,-1396903,-1398853,-1400153,-13286853,-13298374,-13291042,-13196779
383,-1556159,-1552259,-1554859,-1556159,-14773061,-14785630,-14777251,-14672514
384,-1654312,-1650412,-1653012,-1654312,-15711499,-15723020,-15714641,-15602573
385,-1691364,-1687464,-1690064,-1691364,-16064460,-16077029,-16068650,-15954487
