offset,IA,IB,IC,IN,VA,VB,VC,VN
386,-1662113,-1657563,-1661463,-1662113,-15791099,-15803667,-15795288,-15681125
387,-1571759,-1567859,-1570459,-1571759,-14929118,-14940639,-14933308,-14826477
388,-1413803,-1409903,-1412503,-1413803,-13429294,-13440815,-13433484,-13337126
389,-1209046,-1205796,-1207746,-1209046,-11490624,-11500051,-11494814,-11411025
390,-960086,-956836,-958786,-960086,-9122536,-9130915,-9126725,-9059694
391,-659775,-657825,-659125,-660425,-6271613,-6277897,-6276849,-6228671
392,-349064,-347114,-347764,-349714,-3319095,-3323285,-3324332,-3296053
393,-26001,-24051,-24051,-26651,-239847,-240894,-245084,-236705
394,315911,315911,317211,313961,3001743,3000696,2995459,2980796
395,628573,628573,629873,627273,5973113,5975208,5966829,5933313
396,917184,917184,919134,916534,8724537,8727679,8718252,8665884
397,1184994,1183694,1186294,1183044,11264393,11268582,11257061,11187935
398,1394952,1393002,1396252,1393002,13256478,13261715,13249147,13166405
399,1552258,1549658,1553558,1550308,14755255,14761539,14746876,14654708
400,1654962,1652361,1656262,1653011,15739777,15747108,15731398,15630851
401,1690713,1687463,1692013,1688763,16082265,16088549,16073886,15971244
402,1663412,1660162,1664062,1660812,15819376,15826708,15812045,15712545
403,1568508,1565258,1569158,1565908,14915502,14921786,14907123,14814955
404,1417703,1415103,1419003,1415753,13490040,13496324,13482709,13398920
405,1202545,1201245,1203845,1200594,11451871,11456060,11444539,11373319
406,952935,951635,953585,950985,9074356,9077498,9068072,9013609
407,666924,666274,668225,664974,6360637,6361685,6355401,6318743
408,339962,339962,341912,338662,3259394,3257300,3253110,3237400
409,16900,17550,17550,15600,177004,173862,170720,175957
410,-308762,-307462,-307462,-308762,-2907481,-2912718,-2913765,-2888629
411,-637024,-635074,-635724,-637674,-6027577,-6033861,-6033861,-5986730
412,-925635,-922385,-924335,-925635,-8774811,-8783190,-8781095,-8715111
413,-1180445,-1176545,-1179145,-1180445,-11192126,-11201552,-11197363,-11116716
414,-1400153,-1396253,-1398853,-1400153,-13284758,-13296279,-13289995,-13194685
415,-1556159,-1551609,-1554209,-1556159,-14769919,-14782488,-14775156,-14669372
416,-1654312,-1649762,-1653012,-1653662,-15711499,-15724067,-15715688,-15602573
417,-1691364,-1687464,-1690064,-1691364,-16065508,-16077029,-16069697,-15954487
418,-1662763,-1658213,-1661463,-1662113,-15791099,-15803667,-15795288,-15681125
419,-1572409,-1567859,-1570459,-1571759,-14930166,-14941687,-14935403,-14827524
420,-1414453,-1410553,-1412503,-1413803,-13434531,-13445005,-13438720,-13342363
421,-1209696,-1205796,-1208396,-1209696,-11492719,-11502145,-11497956,-11414167
422,-960736,-958136,-959436,-961387,-9126725,-9134057,-9130915,-9063883
423,-660425,-658475,-659125,-661075,-6276849,-6284181,-6283134,-6234955
424,-349714,-347764,-348414,-349714,-3322237,-3327474,-3328521,-3300243
425,-26001,-25351,-24701,-27302,-244036,-246131,-249273,-241941
426,315261,315261,316561,313961,2994411,2994411,2987080,2973464
427,627923,627923,629223,627273,5966829,5967876,5960545,5927029
428,917184,916534,918484,915884,8719300,8721395,8713016,8660647
429,1184344,1183044,1186294,1183044,11260203,11264393,11252872,11183746
430,1394302,1393002,1395602,1392352,13252289,13257525,13244957,13163263
431,1551608,1549658,1552908,1549658,14754208,14760492,14745829,14653661
432,1654962,1652361,1656262,1653661,15739777,15747108,15731398,15630851
433,1690063,1687463,1692013,1688763,16079122,16085407,16069696,15969149
434,1660162,1657562,1661462,1658212,15793192,15799476,15784813,15685314
435,1568508,1565908,1569808,1565908,14918644,14924928,14911312,14818097
436,1418353,1415753,1419653,1416403,13492135,13497372,13483756,13398920
437,1202545,1201895,1204495,1201245,11456060,11459202,11447681,11377508
438,952935,952285,954235,952285,9080640,9082735,9072261,9018846
439,667575,666924,668875,666274,6364827,6365874,6357495,6321885
440,340612,340612,342562,339962,3263584,3262537,3256252,3240542
441,17550,17550,18850,16900,182241,180146,175957,181193
442,-307462,-306162,-306162,-308112,-2902244,-2907481,-2908529,-2882345
443,-636374,-634424,-635074,-637024,-6024435,-6031766,-6030719,-5983588
444,-924985,-921735,-923685,-924985,-8768527,-8776906,-8773764,-8708827
445,-1179795,-1175895,-1178495,-1179795,-11187936,-11199457,-11194221,-11113574
446,-1399503,-1396253,-1398203,-1399503,-13279521,-13291042,-13283711,-13189448
447,-1556159,-1551609,-1554209,-1556159,-14767824,-14780393,-14773061,-14666230
448,-1654312,-1650412,-1652362,-1654312,-15706262,-15718830,-15711499,-15598384
449,-1691364,-1686814,-1690064,-1691364,-16064460,-16077029,-16068650,-15954487
450,-1662763,-1658213,-1661463,-1662763,-15796335,-15807856,-15799477,-15685315
451,-1572409,-1567859,-1571109,-1571759,-14935403,-14947971,-14939592,-14832761
452,-1414453,-1410553,-1413153,-1414453,-13436626,-13447099,-13441862,-13345505
453,-1210346,-1206446,-1208396,-1209696,-11501098,-11509477,-11505287,-11420451
454,-961387,-958136,-960086,-961387,-9128820,-9137199,-9134057,-9065978
455,-661725,-658475,-659775,-661725,-6284181,-6290465,-6289418,-6241239
456,-350364,-348414,-348414,-350364,-3328521,-3332711,-3333758,-3305479
457,-26651,-26001,-25351,-27302,-250320,-252415,-256605,-248226
458,313961,314611,315911,313311,2991269,2990222,2982890,2970322
459,626623,627273,629223,625973,5961592,5961592,5954260,5920745
460,916534,915884,917834,915234,8715110,8717205,8707779,8656458
461,1183694,1182394,1184994,1182394,11256014,11259156,11248682,11177462
462,1393652,1392352,1395602,1392352,13249147,13254383,13239720,13158026
463,1558108,1555508,1559408,1556158,14812860,14818097,14803434,14711266
464,1654311,1652361,1656262,1653011,15738729,15743966,15729303,15629804
465,1690713,1687463,1692013,1688763,16079122,16084359,16069696,15968102
466,1660162,1657562,1661462,1658212,15795287,15799476,15784813,15685314
467,1568508,1565908,1569808,1566558,14923881,14928070,14915502,14821239
468,1418353,1415753,1419653,1417053,13496324,13500514,13487945,13402062
469,1203845,1201895,1204495,1201895,11461297,11463392,11452918,11380650
470,953585,952935,954885,952935,9083782,9085877,9076451,9021988
471,668225,667575,669525,666924,6371111,6371111,6363780,6327122
472,341262,341262,342562,340612,3270915,3268821,3263584,3247873
473,17550,18200,18850,16900,188525,184335,181193,186430
474,-307462,-305512,-305512,-308112,-2895960,-2901197,-2903292,-2877108
475,-635724,-633774,-634424,-636374,-6018151,-6024435,-6023387,-5976256
476,-924335,-922385,-923035,-924985,-8762243,-8770622,-8767480,-8702543
477,-1179145,-1175895,-1177845,-1179145,-11183747,-11193173,-11188984,-11107289
478,-1400153,-1395603,-1398203,-1398853,-13277426,-13287900,-13281616,-13186306
479,-1556159,-1551609,-1554209,-1554859,-14764682,-14777251,-14769919,-14664136
480,-1654312,-1649762,-1653012,-1653662,-15707309,-15719878,-15710452,-15598384
481,-1692014,-1687464,-1690714,-1691364,-16064460,-16077029,-16068650,-15955535
482,-1662763,-1658863,-1661463,-1663413,-15795288,-15807856,-15799477,-15687410
483,-1572409,-1568509,-1571109,-1572409,-14936450,-14950066,-14941687,-14834856
484,-1415104,-1411203,-1413803,-1415104,-13436626,-13447099,-13440815,-13344458
485,-1210346,-1207746,-1209046,-1210996,-11502145,-11511572,-11506335,-11422546
486,-961387,-959436,-960086,-962037,-9138246,-9145578,-9142436,-9075404
487,-662375,-659775,-660425,-662375,-6287323,-6293607,-6293607,-6244381
488,-351014,-349064,-349064,-351014,-3336900,-3342137,-3343184,-3313858
489,-11051,-9751,-9751,-11701,-101595,-104737,-107879,-100547
490,313961,313961,315261,312661,2982890,2981843,2976606,2961943
491,626623,625973,627923,625973,5956355,5957403,5950071,5916555
492,930184,929534,932134,929534,8841841,8842889,8833462,8781094
493,1183694,1182394,1184994,1182394,11252872,11257061,11245540,11176414
494,1393652,1391702,1394952,1391702,13247052,13252289,13239720,13156979
495,1557458,1555508,1558758,1556158,14809718,14814955,14799244,14708124
496,1654311,1651711,1656262,1653011,15737682,15742919,15729303,15629804
497,1690713,1687463,1692013,1688763,16079122,16084359,16070744,15970197
498,1660812,1657562,1661462,1658862,15797382,15802619,15787955,15690551
499,1568508,1565908,1569808,1567208,14921786,14927023,14912360,14820192
500,1418353,1416403,1420303,1417053,13501561,13505751,13492135,13408346
501,1204495,1202545,1205795,1202545,11465487,11467581,11456060,11385887
502,954235,953585,955535,952935,9091114,9092161,9082735,9028272
503,668225,667575,669525,667575,6378443,6378443,6370064,6334453
504,341912,341912,343862,340612,3278247,3275105,3269868,3254158
505,18200,19500,20150,17550,193762,191667,188525,192714
506,-306812,-304862,-304862,-307462,-2891771,-2895960,-2897008,-2872918
507,-635724,-633774,-633774,-635724,-6012914,-6019198,-6018151,-5971019
508,-924335,-921085,-922385,-924335,-8757006,-8766432,-8762243,-8698354
509,-1178495,-1175245,-1177195,-1179145,-11179557,-11191078,-11183747,-11104147
510,-1399503,-1395603,-1398203,-1399503,-13275332,-13285805,-13279521,-13185258
511,-1555509,-1551609,-1554209,-1555509,-14763635,-14774109,-14766777,-14663088
512,-1654312,-1649762,-1653012,-1653012,-15707309,-15718830,-15711499,-15598384
513,-1691364,-1687464,-1690064,-1691364,-16063413,-16077029,-16068650,-15954487
514,-1662763,-1659513,-1662113,-1662763,-15794241,-15806809,-15799477,-15685315
515,-1572409,-1569159,-1571759,-1572409,-14937497,-14950066,-14941687,-14835903
516,-1415104,-1411853,-1413803,-1415104,-13441862,-13453383,-13446052,-13350742
517,-1210996,-1207746,-1209046,-1210996,-11506335,-11514714,-11509477,-11426735
518,-949036,-945786,-947086,-949036,-9013610,-9021989,-9017799,-8950768
519,-662375,-659775,-660425,-662375,-6292560,-6298844,-6297797,-6249618
520,-351664,-349714,-349714,-351664,-3341090,-3345279,-3346327,-3318048
521,-11701,-11051,-10401,-12351,-108926,-109974,-113116,-105784
522,312661,313311,314611,312661,2976606,2975559,2969275,2956706
523,625973,625323,627923,625323,5950071,5951118,5943787,5909224
524,930184,928234,931484,928234,8834510,8837652,8828226,8775857
525,1183044,1181094,1184994,1181744,11248682,11252872,11241351,11171178
526,1393652,1390402,1394952,1391702,13242862,13248099,13236578,13153836
527,1557458,1554858,1558758,1556158,14808671,14813907,14800292,14708124
528,1654962,1651711,1656262,1653011,15735587,15741871,15727208,15627709
529,1690713,1687463,1691363,1688113,16079122,16084359,16069696,15969149
530,1660162,1658212,1661462,1658862,15797382,15802619,15787955,15688456
531,1568508,1566558,1569808,1566558,14924928,14930165,14916549,14823334
532,1419003,1416403,1420303,1416403,13503656,13508893,13495277,13410441
533,1203845,1202545,1205795,1202545,11467581,11471771,11459202,11390077
534,954885,953585,956185,952935,9096351,9098445,9087972,9033509
535,668875,668225,670825,668225,6383679,6383679,6375301,6339690
536,342562,342562,343862,341262,3284531,3281389,3277200,3260442
537,18850,19500,20150,17550,200046,196904,194809,198999
538,-306162,-305512,-304862,-306812,-2884439,-2889676,-2890723,-2865587
539,-634424,-632474,-633774,-635074,-6004535,-6012914,-6010819,-5963688
540,-923685,-921085,-921735,-924335,-8754911,-8763290,-8760148,-8696259
541,-1178495,-1175245,-1176545,-1178495,-11175368,-11184794,-11179557,-11098910
542,-1398853,-1395603,-1397553,-1398853,-13272190,-13283711,-13277426,-13183164
543,-1554859,-1551609,-1554209,-1554859,-14761540,-14774109,-14765730,-14662041
544,-1653662,-1649762,-1653012,-1653012,-15704167,-15715688,-15708357,-15596289
545,-1691364,-1687464,-1690064,-1690714,-16063413,-16074934,-16066555,-15953440
546,-1662763,-1658863,-1662113,-1662763,-15796335,-15808904,-15800525,-15687410
547,-1566559,-1563309,-1565909,-1566559,-14881987,-14894555,-14886177,-14780393
548,-1415754,-1412503,-1414453,-1415754,-13445005,-13456526,-13450241,-13352837
549,-1211646,-1207746,-1210346,-1210996,-11510524,-11518903,-11514714,-11431972
550,-949686,-946436,-948386,-949036,-9016752,-9024084,-9020941,-8953910
551,-663025,-660425,-661725,-663025,-6298844,-6304081,-6303033,-6254855
552,-352314,-350364,-351014,-352314,-3346327,-3350516,-3351563,-3322237
553,-13001,-11701,-11051,-13001,-114163,-117305,-120447,-113116
554,312661,312661,313961,312011,2970322,2970322,2964038,2950422
555,625973,625323,626623,624673,5944834,5945882,5938550,5905034
556,929534,927584,930834,928234,8831368,8834510,8826131,8772715
557,1183044,1181094,1183694,1181094,11244493,11248682,11237161,11166988
558,1392352,1389752,1394302,1390402,13239720,13244957,13232389,13149647
559,1557458,1554858,1558108,1554858,14804481,14810765,14796102,14704982
560,1654962,1651711,1655612,1652361,15733493,15739777,15724066,15626661
561,1690063,1687463,1691363,1688113,16078075,16084359,16069696,15969149
562,1660162,1657562,1661462,1658862,15798429,15803666,15790050,15690551
563,1568508,1566558,1570458,1567208,14930165,14933307,14919691,14826476
564,1419003,1417053,1420303,1417703,13506798,13509940,13497372,13412535
565,1204495,1202545,1205795,1203195,11474913,11477008,11465487,11395313
566,955535,954235,956185,953585,9099493,9101587,9092161,9036651
567,669525,668875,670825,668225,6388916,6388916,6380537,6343880
568,343212,343212,344512,341912,3287673,3285578,3280342,3263584
569,19500,20150,20800,18850,206330,203188,200046,204235
570,-305512,-304212,-303562,-306162,-2878155,-2883392,-2884439,-2859303
571,-634424,-631824,-633124,-634424,-6001393,-6007677,-6006630,-5959498
572,-922385,-920435,-921735,-923035,-8749674,-8758053,-8754911,-8689975
573,-1177195,-1174595,-1176545,-1177845,-11169084,-11179557,-11173273,-11093674
574,-1398853,-1394953,-1397553,-1397553,-13266953,-13277426,-13272190,-13176879
575,-1554859,-1550959,-1553559,-1554859,-14757351,-14769919,-14761540,-14656804
576,-1656913,-1653012,-1656263,-1656913,-15736636,-15749204,-15740825,-15627710
577,-1691364,-1686814,-1690064,-1690714,-16063413,-16075981,-16066555,-15953440
578,-1662763,-1658863,-1662113,-1662763,-15796335,-15808904,-15800525,-15687410
579,-1567209,-1563309,-1565909,-1567209,-14885129,-14896650,-14888271,-14783535
580,-1415754,-1412503,-1414453,-1415754,-13450241,-13460715,-13453383,-13358073
581,-1211646,-1209046,-1210346,-1211646,-11514714,-11524140,-11518903,-11436162
582,-949686,-947736,-948386,-950336,-9021989,-9029320,-9027226,-8959147
583,-663675,-661725,-661725,-663675,-6304081,-6309318,-6308270,-6260092
584,-352964,-351014,-351014,-352964,-3352611,-3357848,-3357848,-3329569
585,-13001,-12351,-11701,-13651,-119400,-122542,-125684,-118353
586,311361,312011,313311,311361,2965085,2965085,2958801,2945185
587,625323,624023,626623,624023,5941692,5942739,5934361,5900845
588,928884,927584,930184,927584,8826131,8829273,8817752,8766431
589,1182394,1181094,1183694,1180444,11239256,11243446,11231925,11162799
590,1392352,1389752,1394302,1389752,13235531,13240768,13228199,13146505
591,1556808,1554208,1558758,1554858,14804481,14810765,14796102,14704982
592,1654311,1651711,1656262,1652361,15732445,15739777,15723019,15625614
593,1690063,1687463,1692013,1688113,16079122,16085407,16070744,15969149
594,1660812,1658212,1662112,1658862,15799476,15805761,15791098,15692645
595,1569158,1566558,1570458,1567208,14928070,14933307,14918644,14826476
596,1419653,1417703,1421603,1418353,13509940,13514129,13500514,13415677
597,1205145,1203195,1206445,1203845,11475960,11479102,11467581,11397408
598,955535,954235,956835,954235,9103682,9105777,9096351,9040840
599,670175,669525,671475,668875,6393106,6394153,6385774,6349116
600,343212,343862,345162,342562,3292910,3291863,3286626,3269868
601,20150,20150,21450,19500,214709,212614,209472,213662
602,-304862,-303562,-303562,-305512,-2875013,-2880250,-2881297,-2855113
603,-633774,-631824,-631824,-633774,-5997203,-6003488,-6002440,-5955309
604,-922385,-919785,-921085,-921735,-8746532,-8754911,-8750722,-8685785
605,-1188895,-1186295,-1187595,-1188895,-11279057,-11289531,-11283246,-11201552
606,-1398203,-1394953,-1396903,-1397553,-13266953,-13278474,-13271142,-13176879
607,-1554859,-1550959,-1553559,-1554859,-14757351,-14768872,-14761540,-14655757
608,-1656913,-1653012,-1655613,-1656913,-15735588,-15747109,-15738730,-15625615
609,-1691364,-1687464,-1690064,-1691364,-16065508,-16077029,-16068650,-15954487
610,-1663413,-1658863,-1662113,-1662763,-15798430,-15810998,-15803667,-15689504
611,-1567859,-1563309,-1565909,-1567209,-14887224,-14898745,-14892461,-14785630
612,-1416404,-1412503,-1414453,-1416404,-13453383,-13462810,-13457573,-13359121
613,-1212296,-1209046,-1210996,-1212296,-11516808,-11527282,-11522045,-11438256
614,-950986,-947736,-949036,-950336,-9028273,-9035605,-9033510,-8965431
615,-664325,-662375,-662375,-664325,-6310365,-6316649,-6315602,-6267423
616,-353614,-351664,-351664,-353614,-3357848,-3363084,-3363084,-3333758
617,-13651,-13001,-11701,-14301,-123589,-126731,-129874,-122542
618,311361,311361,312661,310061,2959848,2958801,2952517,2939949
619,624673,624673,625973,623373,5934361,5936455,5928076,5895608
620,928234,927584,929534,926284,8819847,8821941,8812515,8760147
621,1181744,1180444,1183694,1180444,11237161,11240304,11229830,11159657
622,1392352,1389752,1393652,1389752,13232389,13236578,13224010,13142315
623,1556808,1554208,1558108,1554858,14799244,14806576,14790865,14698698
624,1654311,1651711,1655612,1652361,15731398,15737682,15721972,15623519
625,1690713,1687463,1692013,1688113,16078075,16085407,16068649,15968102
626,1661462,1658212,1662762,1658862,15799476,15805761,15790050,15690551
627,1569808,1566558,1571108,1567208,14931212,14936449,14921786,14829618
628,1420303,1417703,1421603,1418353,13512035,13517272,13504703,13419867
629,1205795,1203845,1207095,1203845,11481197,11485387,11472818,11402645
630,956185,954885,957485,954885,9109966,9113108,9102635,9048172
631,655874,655224,657174,654574,6255901,6255901,6248570,6212959
632,343862,343862,345812,343212,3300242,3298147,3292910,3276152
633,20800,21450,22100,20150,217851,214709,211567,215756
634,-320463,-319162,-319162,-320463,-3019549,-3024786,-3025833,-2998602
635,-633124,-631174,-631824,-633124,-5991967,-5998251,-5997203,-5949025
636,-921735,-919135,-920435,-922385,-8739201,-8748627,-8744438,-8679501
637,-1188245,-1185645,-1187595,-1188895,-11276962,-11286389,-11282199,-11198410
638,-1397553,-1394303,-1396253,-1397553,-13259621,-13270095,-13263811,-13168501
639,-1554859,-1550959,-1552909,-1553559,-14754209,-14766777,-14758398,-14653662
640,-1656913,-1653012,-1655613,-1656263,-15732446,-15745015,-15736636,-15623520
641,-1691364,-1688114,-1690064,-1691364,-16064460,-16077029,-16067602,-15953440
642,-1663413,-1659513,-1662113,-1663413,-15798430,-15810998,-15801572,-15689504
643,-1567859,-1563959,-1565909,-1567209,-14887224,-14898745,-14890366,-14783535
644,-1417054,-1413153,-1415754,-1416404,-13455478,-13466999,-13459668,-13362263
645,-1212296,-1209696,-1210996,-1212296,-11524140,-11533566,-11528329,-11445588
646,-950336,-948386,-949686,-950986,-9032462,-9040841,-9036652,-8970668
647,-664325,-662375,-663025,-664325,-6316649,-6321886,-6320839,-6272660
648,-353614,-352314,-351664,-354264,-3364132,-3368321,-3369369,-3341090
649,-14301,-13651,-12351,-14951,-130921,-133016,-136158,-128826
650,310711,311361,312011,310061,2955659,2954612,2949375,2935759
651,623373,624023,625323,622723,5931218,5932266,5924934,5891419
652,927584,926284,928884,925634,8815657,8817752,8808326,8755958
653,1181094,1179794,1182394,1179794,11230877,11234019,11222498,11153372
654,1391702,1389102,1393002,1389102,13228199,13233436,13220868,13140221
655,1556808,1554208,1557458,1554858,14800292,14805529,14791913,14699745
656,1653661,1651711,1654962,1652361,15732445,15738729,15725114,15624567
657,1690063,1688113,1691363,1688763,16077028,16084359,16068649,15968102
658,1660812,1658212,1662112,1659512,15801571,15808903,15793192,15694740
659,1569808,1567858,1571108,1567858,14934354,14939591,14925975,14833807
660,1411202,1409252,1412502,1409902,13429293,13434530,13420914,13338172
661,1205795,1204495,1207095,1205145,11483292,11486434,11474913,11404740
662,956185,955535,958135,955535,9115203,9116251,9105777,9052361
663,656524,655224,657824,654574,6260091,6261138,6253806,6217149
664,344512,344512,346462,343862,3306526,3305478,3300242,3283484
665,21450,22100,22750,20800,225183,222041,218898,223088
666,-319812,-318512,-318512,-320463,-3014312,-3019549,-3020597,-2994412
667,-633124,-630524,-631174,-633124,-5986730,-5993014,-5991967,-5944835
668,-921085,-918485,-919785,-921085,-8733964,-8743390,-8739201,-8675312
669,-1188245,-1184995,-1186945,-1188245,-11271725,-11283246,-11276962,-11194221
670,-1397553,-1393653,-1396253,-1397553,-13257526,-13269047,-13262763,-13167453
671,-1554209,-1550309,-1552259,-1554209,-14751067,-14764682,-14755256,-14650520
672,-1656913,-1652362,-1655613,-1656913,-15730351,-15743967,-15736636,-15623520
673,-1691364,-1687464,-1690064,-1690714,-16063413,-16078076,-16068650,-15954487
674,-1663413,-1658863,-1662113,-1663413,-15800525,-15814141,-15804714,-15693694
675,-1567859,-1563959,-1566559,-1567209,-14891413,-14903982,-14896650,-14789819
676,-1417054,-1413153,-1415754,-1417054,-13457573,-13469094,-13462810,-13365405
677,-1213596,-1210346,-1211646,-1213596,-11528329,-11537756,-11532519,-11448730
678,-951636,-949036,-949686,-951636,-9037699,-9045031,-9041889,-8974858
679,-665625,-663025,-663675,-665625,-6320839,-6328170,-6326075,-6276849
680,-354264,-352964,-352314,-354914,-3369369,-3375653,-3375653,-3346327
681,-14951,-14301,-13651,-15601,-137205,-139300,-143489,-135110
682,310061,310061,311361,309411,2947280,2948327,2942043,2928428
683,623373,623373,624673,622073,5923887,5924934,5917603,5883040
684,927584,925634,928884,925634,8810420,8812515,8802042,8749673
685,1181094,1178494,1182394,1179144,11227735,11231925,11221451,11151278
686,1390402,1388452,1393002,1389752,13228199,13232389,13219820,13137079
687,1555508,1553558,1557458,1554858,14796102,14801339,14787723,14695555
688,1653661,1651711,1655612,1652361,15731398,15737682,15723019,15623519
689,1690713,1687463,1692013,1688763,16080170,16087501,16071791,15971244
690,1660812,1658212,1662762,1659512,15801571,15808903,15793192,15694740
691,1569808,1567208,1571758,1568508,14935402,14940638,14925975,14832760
692,1411852,1409902,1413152,1410552,13433483,13437672,13425104,13342362
693,1206445,1205145,1207745,1205795,11489576,11492718,11481197,11411024
694,957485,956185,958785,956185,9119393,9121487,9112061,9057598
695,656524,655874,658474,655224,6266375,6265327,6259043,6223433
696,345162,345162,347113,344512,3309668,3308620,3303384,3287673
697,22100,22750,23400,20800,230419,227277,224135,229372
698,-319162,-317862,-317212,-319812,-3005933,-3011170,-3012218,-2984986
699,-631824,-629874,-630524,-632474,-5979398,-5985682,-5984635,-5938551
700,-920435,-917835,-919135,-921085,-8729774,-8738153,-8735011,-8670075
701,-1187595,-1184345,-1186295,-1187595,-11266489,-11276962,-11271725,-11188984
702,-1396903,-1393653,-1395603,-1396903,-13254384,-13265905,-13259621,-13164311
703,-1553559,-1550309,-1552909,-1554209,-14748972,-14760493,-14754209,-14648425
704,-1656263,-1652362,-1654963,-1656263,-15730351,-15743967,-15735588,-15622473
705,-1691364,-1687464,-1690064,-1690714,-16063413,-16075981,-16067602,-15954487
706,-1663413,-1659513,-1662113,-1663413,-15801572,-15813093,-15804714,-15692646
707,-1567859,-1563959,-1566559,-1567859,-14892461,-14903982,-14897698,-14789819
708,-1417704,-1413803,-1415754,-1417054,-13460715,-13471189,-13465952,-13368547
709,-1213596,-1210346,-1212296,-1213596,-11531472,-11541945,-11536708,-11452919
710,-951636,-949036,-950336,-951636,-9040841,-9048173,-9046078,-8979047
711,-665625,-663675,-664325,-666275,-6326075,-6332360,-6332360,-6283134
712,-354914,-353614,-353614,-354914,-3375653,-3380890,-3381937,-3352611
713,-15601,-14301,-14301,-16251,-142442,-145584,-148726,-141395
714,309411,310061,310711,308111,2942043,2940996,2935759,2922143
715,622723,622723,624023,621423,5918650,5920745,5914461,5879898
716,925634,924984,928234,924334,8804136,8807278,8796805,8745484
717,1180444,1179144,1181744,1178494,11223546,11228783,11216214,11147088
718,1400152,1398202,1401452,1398202,13311988,13317225,13304657,13221915
719,1556158,1553558,1557458,1554208,14792960,14800292,14785629,14694508
720,1653661,1651061,1654962,1652361,15728256,15734540,15719877,15620377
721,1690063,1688113,1692013,1688113,16081217,16087501,16072838,15972291
722,1660812,1658212,1662762,1659512,15802619,15809950,15794240,15695787
723,1570458,1567858,1571758,1568508,14939591,14945875,14931212,14837997
724,1412502,1409902,1413802,1410552,13437672,13441861,13429293,13345504
725,1207095,1205145,1208395,1205145,11492718,11495860,11485387,11415213
726,957485,956185,959435,956185,9123582,9125677,9117298,9062835
727,657174,657174,658474,656524,6271612,6272659,6265327,6229717
728,345812,346462,347763,345162,3314905,3313857,3308620,3292910
729,22750,23400,24050,22100,237751,233562,230419,235656
730,-318512,-316562,-317212,-318512,-3002791,-3008028,-3010123,-2981844
731,-631174,-629224,-629874,-631824,-5974161,-5982540,-5981493,-5934362
732,-920435,-917835,-918485,-921085,-8724538,-8732917,-8729774,-8664838
733,-1187595,-1184345,-1185645,-1186945,-11261252,-11272773,-11267536,-11184794
734,-1396253,-1393003,-1394953,-1396253,-13248100,-13259621,-13253337,-13158027
735,-1553559,-1549009,-1552259,-1553559,-14747925,-14759446,-14753161,-14647378
736,-1656263,-1651712,-1654963,-1655613,-15728257,-15741872,-15732446,-15620378
737,-1691364,-1687464,-1690064,-1691364,-16065508,-16078076,-16069697,-15955535
738,-1664063,-1659513,-1662113,-1663413,-15802620,-15816235,-15808904,-15694741
739,-1568509,-1563959,-1567209,-1568509,-14896650,-14909219,-14901887,-14795056
740,-1417704,-1413803,-1416404,-1417704,-13469094,-13479568,-13472236,-13374831
741,-1214246,-1210346,-1212946,-1213596,-11533566,-11544040,-11538803,-11455014
742,-952286,-949686,-950986,-952286,-9046078,-9054457,-9051315,-8983236
743,-666275,-663675,-664975,-666925,-6332360,-6338644,-6337596,-6288370
744,-355564,-353614,-354264,-356214,-3379842,-3385079,-3385079,-3356800
745,-15601,-14951,-14951,-16251,-147679,-149773,-152916,-145584
746,308761,309411,310061,307461,2935759,2935759,2929475,2916907
747,637673,637023,638973,636373,6057949,6060044,6050618,6017102
748,925634,924334,927584,924334,8799947,8802042,8793663,8740247
749,1180444,1178494,1181094,1179144,11217262,11221451,11210977,11140804
750,1400152,1397552,1401452,1398202,13306752,13311988,13299420,13217726
751,1556158,1552908,1556808,1554208,14791913,14798197,14784581,14692413
752,1653661,1651061,1654962,1651711,15727208,15734540,15719877,15620377
753,1690713,1688113,1691363,1688763,16079122,16085407,16070744,15971244
754,1661462,1658862,1662762,1659512,15802619,15809950,15794240,15695787
755,1570458,1567858,1571758,1568508,14939591,14946923,14932260,14839044
756,1412502,1410552,1413802,1410552,13439767,13443956,13431388,13347599
757,1207745,1205795,1208395,1205795,11496908,11500050,11489576,11419403
758,958785,957485,959435,956835,9128819,9129866,9120440,9065977
759,658474,657174,659124,656524,6277896,6278943,6270564,6236001
760,346462,346462,347763,345162,3321189,3320141,3314905,3299194
761,23400,24050,24700,22100,244035,240893,237751,241940
762,-317862,-316562,-316562,-318512,-2998602,-3003839,-3004886,-2977655
763,-630524,-628574,-629224,-631174,-5966830,-5974161,-5972067,-5927030
764,-919135,-916535,-918485,-919135,-8720348,-8728727,-8725585,-8661696
765,-1186945,-1183695,-1184995,-1186295,-11256015,-11267536,-11262299,-11179557
766,-1396253,-1393003,-1394953,-1396253,-13246005,-13257526,-13251242,-13156980
767,-1552909,-1549009,-1552259,-1553559,-14743735,-14756303,-14748972,-14644236
768,-1656263,-1652362,-1654963,-1656263,-15727209,-15739778,-15731399,-15618284
769,-1691364,-1687464,-1690064,-1690714,-16064460,-16078076,-16069697,-15955535
770,-1664063,-1660163,-1662763,-1663413,-15803667,-15817283,-15808904,-15696836
771,-1568509,-1564609,-1567209,-1568509,-14895603,-14908171,-14901887,-14794009
772,-1418354,-1414453,-1416404,-1417704,-13470141,-13481662,-13475378,-13377973
