offset,IA,IB,IC,IN,VA,VB,VC,VN
44,58502,59152,61102,57852,1086115,1085068,1079831,1078784
45,57852,58502,59802,57202,1072500,1071452,1066215,1065168
46,56552,57852,58502,55902,1051552,1049458,1045268,1044221
47,55902,57202,57852,55252,1036889,1034795,1030605,1029558
48,53952,55902,56552,53952,1013847,1011753,1007563,1007563
49,53301,53952,55252,52651,990805,988711,984521,984521
50,52001,53301,53952,52001,975095,973000,967763,967763
51,50701,52001,52651,50701,949958,947863,943674,943674
52,50051,51351,52001,49401,933200,930058,925869,926916
53,48101,49401,50051,48101,907016,904921,899685,900732
54,47451,48751,49401,46801,889211,886069,881879,882927
55,46151,47451,48101,45501,860932,858837,854648,855695
56,44201,45501,46801,44201,832653,830559,826369,828464
57,43551,44851,45501,42901,813801,811706,807517,808564
58,42251,42901,43551,40951,785522,782380,778191,780285
59,40951,42251,42251,39651,764575,762480,758291,760385
60,39001,40301,40951,38351,733154,731059,726870,728964
61,38351,39001,39651,37051,713254,710112,706970,709065
62,36401,37701,38351,35751,681833,679738,675549,677644
63,34451,35751,36401,33801,649365,648317,643081,646223
64,33801,34451,35101,33151,628418,626323,622133,624228
65,31851,32501,33151,31201,595949,592807,589665,591760
66,30551,31201,32501,29901,572907,570813,566623,569765
67,28601,29251,29901,27951,539392,537297,534155,536250
68,27301,28601,29251,26650,517397,514255,511113,514255
69,26000,26000,26650,24700,482834,479692,476550,479692
70,23400,24050,25350,23400,448271,445129,441987,445129
71,22100,22750,24050,21450,425229,422087,418945,422087
72,20150,20800,22100,19500,390666,386477,383335,386477
73,18850,20150,20800,18200,366577,363435,359245,363435
74,16900,17550,18850,16250,330966,326777,323635,327824
75,15600,16250,16900,14950,305830,302688,299545,303735
76,13650,14300,15600,13000,270219,266030,263935,268125
77,11700,12350,13650,11050,233562,230419,227277,232514
78,10400,11050,12350,9750,209472,206330,203188,207377
79,9100,9100,9750,7800,171767,169672,165483,170720
80,7150,7800,8450,6500,147678,144536,141394,146630
81,5200,5850,6500,3900,111020,107878,103688,109973
82,3900,4550,5200,3250,85883,82741,79599,84836
83,1950,2600,3250,1300,48178,46083,41894,48178
84,0,1300,1300,-1951,10473,8378,5236,11520
85,-1951,-1301,0,-3251,-14664,-17806,-20948,-13616
86,-3901,-3251,-2601,-4551,-52369,-54463,-58653,-51321
87,-5201,-4551,-3901,-5851,-77505,-79600,-82742,-75411
88,-7801,-6501,-6501,-8451,-114163,-116258,-119400,-112068
89,-9101,-7801,-7801,-9751,-139300,-141395,-144537,-137205
90,-11051,-9751,-9751,-11701,-174910,-178052,-181194,-173863
91,-13001,-11701,-11701,-13651,-212615,-214710,-217852,-209473
92,-14301,-13651,-13001,-14951,-236705,-238799,-241941,-234610
93,-16251,-15601,-14951,-16901,-273362,-275457,-278599,-270220
94,-17551,-16901,-16251,-18851,-297452,-299546,-302689,-294310
95,-19501,-18851,-18201,-20801,-333062,-336204,-339346,-330967
96,-20801,-20151,-19501,-21451,-356104,-359246,-362388,-354009
97,-23401,-22101,-21451,-23401,-392762,-394857,-397999,-388572
98,-24701,-24701,-23401,-25351,-427325,-430467,-432562,-424183
99,-26001,-25351,-24701,-26651,-450367,-453509,-456651,-447225
100,-27952,-27302,-26001,-28602,-483882,-487024,-491214,-481788
101,-29252,-28602,-27302,-29902,-507972,-511114,-514256,-503782
102,-31202,-30552,-29252,-31852,-541487,-544629,-547772,-537298
103,-32502,-31852,-30552,-33152,-563482,-566624,-569766,-559293
104,-34452,-33152,-32502,-35102,-596998,-600140,-603282,-592808
105,-35752,-35102,-34452,-36402,-629466,-632608,-635750,-625276
106,-37052,-36402,-35752,-37702,-650413,-653555,-657745,-646224
107,-39002,-37702,-37052,-39652,-682881,-684976,-689166,-677645
108,-40302,-39002,-38352,-40302,-703829,-705923,-710113,-698592
109,-41602,-40952,-39652,-42252,-734202,-736297,-740486,-728965
110,-42902,-41602,-40952,-43552,-756197,-758292,-761434,-749913
111,-44202,-43552,-42902,-44852,-785523,-787618,-790760,-779239
112,-46152,-44852,-44202,-46802,-814849,-816944,-821133,-808565
113,-46802,-46152,-45502,-48102,-832654,-835796,-838939,-826370
114,-48752,-47452,-46802,-49402,-860933,-864075,-867217,-854649
115,-49402,-48752,-48102,-50702,-878738,-881880,-885023,-872454
116,-51352,-50052,-49402,-52002,-905970,-909112,-912254,-898638
117,-52002,-50702,-50702,-52652,-922728,-926917,-929012,-916443
118,-53302,-52002,-51352,-53953,-947864,-952054,-954149,-941580
119,-54603,-53953,-53302,-55253,-973001,-976143,-979285,-965670
120,-55903,-54603,-53953,-56553,-988712,-991854,-994996,-981380
121,-56553,-55903,-55253,-57853,-1011754,-1015943,-1018038,-1005469
122,-57203,-56553,-55903,-58503,-1026417,-1030606,-1032701,-1019085
123,-58503,-57853,-57203,-59803,-1048411,-1051553,-1054695,-1041080
124,-59803,-58503,-57853,-60453,-1062027,-1066216,-1068311,-1055743
125,-60453,-59803,-58503,-61753,-1082974,-1086116,-1089258,-1075643
126,-61753,-60453,-59803,-62403,-1101827,-1104969,-1108111,-1094495
127,-62403,-61103,-60453,-63053,-1114395,-1117537,-1120679,-1107064
128,-63703,-62403,-61753,-64353,-1132200,-1135342,-1138485,-1124869
129,-64353,-63053,-62403,-64353,-1143721,-1146863,-1148958,-1135342
130,-65003,-63703,-63053,-65653,-1159432,-1162574,-1165716,-1151053
131,-65653,-64353,-63703,-66303,-1169905,-1173048,-1176190,-1161527
132,-66303,-65003,-64353,-66953,-1184569,-1187711,-1189805,-1176190
133,-67603,-65653,-65003,-67603,-1198184,-1201326,-1203421,-1189805
134,-68253,-66303,-65003,-68253,-1206563,-1209705,-1211800,-1197137
135,-68253,-66953,-66303,-68903,-1218084,-1221226,-1224368,-1209705
136,-68903,-66953,-66303,-68903,-1225416,-1229605,-1231700,-1217037
137,-69553,-68253,-66953,-70203,-1235889,-1239031,-1242173,-1226463
138,-69553,-68253,-66953,-70203,-1242173,-1245316,-1247410,-1232747
139,-70203,-68903,-67603,-70853,-1250552,-1253694,-1255789,-1241126
140,-70203,-69553,-68253,-70853,-1256837,-1261026,-1264168,-1249505
141,-70853,-69553,-68903,-71503,-1262073,-1265215,-1267310,-1253694
142,-70853,-70203,-68903,-71503,-1267310,-1270452,-1273594,-1258931
143,-70853,-69553,-69553,-71503,-1271500,-1274642,-1276736,-1262073
144,-71503,-70203,-69553,-72153,-1274642,-1277784,-1280926,-1266263
145,-71503,-70203,-69553,-72153,-1276736,-1280926,-1283021,-1268358
146,-71503,-70203,-70203,-72153,-1278831,-1281973,-1285115,-1269405
147,-71503,-70203,-70203,-72153,-1278831,-1283021,-1285115,-1271500
148,-71503,-70203,-69553,-72153,-1279879,-1283021,-1285115,-1271500
149,-71503,-70203,-69553,-72153,-1278831,-1281973,-1285115,-1269405
150,-71503,-70203,-69553,-72153,-1277784,-1280926,-1284068,-1268358
151,-70853,-70203,-69553,-72153,-1275689,-1278831,-1280926,-1266263
152,-70853,-70203,-69553,-72153,-1271500,-1274642,-1277784,-1262073
153,-70853,-69553,-68903,-71503,-1268358,-1271500,-1273594,-1258931
154,-70853,-69553,-68903,-71503,-1263121,-1266263,-1268358,-1253694
155,-70203,-68903,-68903,-70853,-1257884,-1262073,-1264168,-1249505
156,-70203,-68903,-68253,-70203,-1251600,-1254742,-1256837,-1242173
157,-69553,-68253,-67603,-70203,-1245316,-1249505,-1251600,-1236937
158,-68903,-67603,-67603,-69553,-1236937,-1240079,-1242173,-1228558
159,-68253,-67603,-66303,-68903,-1226463,-1230652,-1231700,-1218084
160,-67603,-66953,-66303,-68253,-1220179,-1223321,-1225416,-1210753
161,-67603,-66303,-65653,-67603,-1207611,-1210753,-1213895,-1199232
162,-66953,-65653,-65003,-66953,-1199232,-1202374,-1205516,-1190853
163,-66303,-65003,-64353,-66953,-1185616,-1188758,-1191900,-1177237
164,-65653,-64353,-63703,-65653,-1176190,-1179332,-1182474,-1167811
165,-65003,-63053,-63053,-65653,-1161527,-1163621,-1166763,-1153148
166,-63703,-62403,-62403,-65003,-1144769,-1147911,-1151053,-1137437
167,-63053,-61753,-61753,-63703,-1134295,-1136390,-1139532,-1125916
168,-62403,-61103,-61103,-63053,-1115443,-1118585,-1121727,-1108111
169,-61753,-60453,-60453,-62403,-1103922,-1107064,-1110206,-1096590
170,-60453,-59153,-59153,-61103,-1084022,-1088211,-1090306,-1076690
171,-59803,-58503,-57853,-60453,-1071453,-1074595,-1077737,-1063074
172,-58503,-57853,-57203,-59803,-1050506,-1053648,-1055743,-1043174
173,-57853,-56553,-55903,-58503,-1028511,-1032701,-1035843,-1021180
174,-56553,-55903,-54603,-57203,-1013848,-1016990,-1020132,-1006517
175,-55903,-54603,-53953,-55903,-990806,-993948,-997090,-984522
176,-54603,-53953,-52652,-55253,-975096,-978238,-981380,-967764
177,-53302,-52652,-51352,-53953,-949959,-954149,-956243,-943675
178,-52652,-51352,-50702,-53302,-934249,-937391,-940533,-926917
179,-51352,-50052,-48752,-51352,-908065,-911207,-914349,-901780
180,-49402,-48752,-47452,-50052,-881880,-885023,-887117,-875596
181,-48752,-47452,-46802,-48752,-863028,-867217,-869312,-857791
182,-47452,-46152,-45502,-47452,-835796,-838939,-842081,-830560
183,-46152,-44852,-44202,-46802,-816944,-820086,-823228,-810660
184,-44202,-43552,-42902,-44852,-787618,-791807,-793902,-782381
185,-43552,-42252,-41602,-43552,-768765,-771907,-775049,-763528
186,-41602,-40302,-39652,-42252,-737344,-740486,-743629,-732108
187,-40302,-39002,-38352,-40952,-706971,-710113,-713255,-701734
188,-39002,-38352,-37052,-39652,-686024,-689166,-692308,-681834
189,-37052,-36402,-35752,-37702,-654603,-657745,-660887,-650413
190,-36402,-35102,-35102,-36402,-632608,-635750,-638892,-628419
191,-34452,-33152,-32502,-35102,-600140,-603282,-606424,-596998
192,-33152,-31852,-31852,-33802,-579192,-582335,-584429,-575003
193,-31202,-29902,-29902,-31852,-545677,-548819,-550914,-541487
194,-29902,-27952,-27952,-29902,-511114,-514256,-517398,-507972
195,-27952,-26651,-26651,-28602,-489119,-492261,-494356,-485977
196,-26001,-25351,-24701,-26651,-454556,-456651,-460840,-451414
197,-24701,-23401,-23401,-25351,-430467,-433609,-436751,-428372
198,-22751,-21451,-21451,-23401,-395904,-397999,-401141,-393809
199,-21451,-20151,-20151,-22751,-371815,-374957,-378099,-369720
200,-19501,-18201,-18201,-20151,-336204,-339346,-342488,-335157
201,-17551,-16901,-16251,-18201,-300594,-302689,-305831,-298499
202,-16251,-15601,-14951,-16901,-276504,-278599,-282789,-275457
203,-14301,-13651,-12351,-14951,-239847,-241941,-246131,-238799
204,-13001,-12351,-11051,-13651,-214710,-217852,-222042,-214710
205,-11051,-10401,-9751,-11701,-179100,-181194,-185384,-178052
206,-9751,-9101,-7801,-10401,-152916,-156058,-160247,-152916
207,-7801,-7151,-5851,-8451,-116258,-119400,-123589,-116258
208,-5851,-4551,-3901,-6501,-79600,-82742,-86932,-79600
209,-3901,-3251,-2601,-5201,-54463,-57605,-61795,-54463
210,-1951,-1951,0,-3251,-17806,-20948,-25137,-17806
211,0,650,1950,-1951,8378,5236,1047,7331
212,1950,2600,3250,650,45036,41894,38752,45036
213,3250,3900,4550,2600,70173,67031,62841,69125
214,5200,5850,6500,3900,106831,103688,100546,105783
215,7150,7800,8450,6500,143488,141394,137204,142441
216,8450,9100,10400,7800,168625,165483,162341,167578
217,10400,11050,12350,9750,205283,203188,198999,204235
218,11700,13000,13650,11050,229372,227277,224135,228325
219,13650,14950,15600,13000,266030,263935,259746,264982
220,14950,16250,16900,14300,290119,288024,283835,288024
221,16900,18200,18850,16900,325730,323635,320493,323635
222,18850,20150,20800,18200,362387,359245,356103,359245
223,20150,21450,21450,19500,385429,383335,380192,383335
224,22100,23400,24050,21450,421040,418945,415803,418945
225,23400,24700,25350,22750,444082,441987,438845,441987
226,25350,26650,26650,24700,479692,476550,473408,476550
227,26650,27951,27951,26000,502734,499592,497497,499592
228,28601,29251,29901,27951,536250,534155,529965,533107
229,30551,31851,31851,29901,569765,567670,564528,566623
230,31851,32501,33151,31201,592807,589665,586523,588618
231,33801,34451,35101,32501,624228,623181,618991,621086
232,35101,35751,36401,33801,646223,644128,640986,643081
233,36401,37051,38351,35751,677644,676596,672407,674502
234,37701,38351,39651,37051,698591,697544,693354,695449
235,39001,40301,40951,38351,731059,728964,724775,725822
236,40951,42251,42901,40301,761433,760385,756196,757243
237,42251,42901,43551,40951,781333,779238,776096,776096
238,43551,44201,45501,42901,810659,809611,805422,805422
239,44851,45501,46801,44201,830559,828464,824274,824274
240,46151,47451,48101,45501,857790,856743,852553,852553
241,47451,48751,49401,46801,876643,875595,871406,871406
242,48751,50051,50701,48101,903874,901779,897590,897590
243,50701,51351,52001,49401,930058,927963,923774,923774
244,51351,52651,52651,50701,947863,944721,941579,940532
245,52651,53952,54602,52001,971953,969858,965669,965669
246,53301,54602,55252,52651,988711,985568,981379,981379
247,54602,55902,56552,53952,1011753,1009658,1005468,1005468
248,55252,56552,57852,54602,1027463,1024321,1020131,1020131
249,56552,57852,58502,55902,1048410,1046316,1042126,1042126
250,57852,59152,59802,57202,1070405,1068310,1063073,1063073
251,58502,59802,60452,57852,1084021,1081926,1077736,1077736
252,59152,60452,61752,59152,1103921,1101826,1097636,1096589
253,60452,61102,62402,59802,1116489,1114394,1110205,1109157
254,61102,62402,63052,61102,1135341,1132199,1128010,1128010
255,61752,63052,63702,61752,1146862,1144768,1139531,1139531
256,62402,64352,64352,62402,1163620,1161526,1156289,1156289
257,63052,65002,65002,63702,1178283,1176189,1171999,1170952
258,63702,65002,65652,63702,1188757,1186662,1182473,1181425
259,64352,66302,66952,65002,1202373,1200278,1196089,1195041
260,65652,66302,66952,65002,1211799,1209704,1205515,1204467
261,66302,67602,67602,65652,1224367,1222273,1218083,1215988
262,66302,67602,68252,65652,1232746,1229604,1225415,1223320
263,66952,68252,68902,66302,1242172,1240078,1235888,1234841
264,67602,68902,69552,66952,1252646,1250551,1245315,1243220
265,68252,68902,70202,66952,1257883,1255788,1251599,1249504
266,68252,69552,70202,67602,1266262,1264167,1258930,1257883
267,68252,70202,70202,68252,1270451,1269404,1264167,1262072
268,68902,70202,70852,68902,1276735,1274641,1270451,1268357
269,69552,70202,71502,68902,1279878,1277783,1273593,1271499
270,69552,70852,71502,68902,1284067,1283020,1277783,1275688
271,70202,70852,71502,69552,1288256,1286162,1281972,1278830
272,69552,70852,72152,69552,1289304,1287209,1283020,1279878
273,70202,70852,72152,68902,1290351,1289304,1285114,1281972
274,70202,70852,72152,69552,1291399,1289304,1285114,1281972
275,70202,70852,71502,69552,1290351,1289304,1285114,1281972
276,70202,70852,71502,69552,1290351,1289304,1284067,1280925
277,69552,70852,71502,69552,1288256,1286162,1281972,1278830
278,69552,70852,71502,68902,1285114,1284067,1278830,1276735
279,69552,70202,70852,68902,1283020,1280925,1276735,1273593
280,68902,70202,70852,68252,1277783,1275688,1271499,1268357
281,68902,70202,70202,68252,1273593,1271499,1267309,1265214
282,68252,69552,70202,67602,1267309,1265214,1259978,1257883
283,68252,69552,69552,66952,1262072,1259978,1255788,1253693
284,67602,68902,69552,66952,1253693,1251599,1247409,1244267
285,66952,68902,68902,66302,1243220,1242172,1237983,1234841
286,66302,68252,68252,66302,1236936,1234841,1230651,1228557
287,66302,67602,67602,65652,1225415,1223320,1220178,1217036
288,65652,66952,67602,65002,1217036,1214941,1211799,1209704
289,65002,66302,66952,64352,1204467,1202373,1199231,1196089
290,64352,65652,66302,63702,1195041,1193994,1189804,1187710
291,63702,65002,65652,63052,1180378,1178283,1175141,1173047
292,63052,63702,65002,62402,1164668,1162573,1159431,1157336
293,62402,63052,64352,61752,1153147,1153147,1148957,1145815
294,61752,62402,63052,60452,1136389,1135341,1131152,1129057
295,61102,61752,62402,59802,1123820,1122773,1119631,1117536
296,59802,60452,61752,59152,1106015,1104968,1100778,1098684
297,59152,59802,61102,57852,1092400,1091352,1087163,1086115
298,57852,58502,59802,57202,1072500,1071452,1067263,1066215
299,56552,57202,58502,55902,1051552,1049458,1045268,1044221
300,55902,56552,57852,55252,1036889,1035842,1030605,1030605
301,54602,55252,56552,53952,1014895,1012800,1007563,1007563
302,53301,54602,55902,53301,999184,997089,992900,992900
303,52651,53301,53952,51351,975095,973000,968811,968811
304,50701,52001,52651,50701,951005,948911,943674,943674
305,50051,50701,52001,49401,933200,931106,926916,926916
306,48101,49401,50701,48101,907016,905969,900732,900732
307,47451,48751,49401,46801,889211,887116,882927,883974
308,46151,47451,48101,45501,861980,859885,854648,856743
309,44851,46151,46801,44201,843127,841032,836843,837890
310,43551,44851,45501,42901,814848,812754,807517,809611
311,42251,42901,44201,40951,785522,783427,779238,780285
312,40951,42251,42901,40301,765622,763527,758291,760385
313,39651,40301,40951,38351,734201,731059,727917,728964
314,38351,39001,39651,37701,713254,711159,706970,709065
315,36401,37701,38351,35751,682880,679738,675549,677644
316,35751,36401,37051,34451,660886,657744,654602,656696
317,33801,35101,35101,33151,629465,626323,622133,624228
318,31851,32501,33801,31201,595949,592807,589665,591760
319,30551,31201,32501,29901,573955,570813,567670,569765
320,29251,29251,30551,27951,540439,537297,534155,537297
321,27951,28601,29251,26650,517397,515302,511113,514255
322,26000,26650,27301,24700,483881,480739,476550,479692
323,24700,25350,26000,23400,460839,457697,453508,457697
324,22750,23400,24050,21450,425229,422087,417897,423134
325,20150,21450,22100,19500,389619,387524,383335,387524
326,19500,20150,20800,18200,366577,363435,360293,364482
327,17550,18200,18850,16250,330966,327824,323635,327824
328,16250,16900,17550,14950,305830,303735,299545,304782
329,13650,14950,15600,13000,269172,267077,262888,268125
330,13000,13650,14300,11700,246130,242988,239846,244035
331,11050,11700,12350,10400,209472,206330,202141,207377
332,9100,9100,10400,7800,172814,169672,166530,171767
333,7800,7800,9100,6500,147678,145583,140346,146630
334,5850,5850,6500,4550,109973,107878,103688,109973
335,4550,4550,5200,2600,85883,83789,80646,85883
336,2600,2600,3250,650,49226,46083,42941,49226
337,650,1300,1950,0,24089,20947,17805,24089
338,-1951,-1301,0,-3251,-14664,-16758,-19900,-13616
339,-3901,-3251,-2601,-5201,-51321,-54463,-57605,-51321
340,-5201,-4551,-3901,-6501,-76458,-78553,-81695,-75411
341,-7151,-6501,-5851,-8451,-113116,-116258,-118353,-112068
342,-9101,-7801,-7151,-9751,-137205,-140347,-143489,-136158
343,-11051,-9751,-9101,-11701,-174910,-177005,-181194,-172815
344,-12351,-11051,-10401,-13001,-199000,-202142,-205284,-196905
345,-14301,-13001,-13001,-14951,-235657,-238799,-241941,-234610
346,-16901,-15601,-14951,-16901,-272315,-275457,-278599,-270220
347,-18201,-16251,-16251,-18201,-296404,-299546,-302689,-293262
348,-20151,-18851,-18201,-20151,-332015,-335157,-338299,-329920
349,-21451,-20151,-19501,-21451,-356104,-358199,-362388,-352962
350,-23401,-22101,-21451,-23401,-390667,-394857,-397999,-388572
351,-24701,-23401,-22751,-24701,-414756,-417898,-422088,-411614
352,-26001,-24701,-24701,-26651,-450367,-452461,-456651,-447225
353,-27952,-26651,-26001,-28602,-484930,-487024,-490167,-480740
354,-29252,-28602,-27302,-29252,-506924,-510066,-514256,-503782
355,-31202,-29902,-29252,-31202,-541487,-543582,-547772,-537298
356,-32502,-31202,-30552,-32502,-563482,-565577,-569766,-559293
357,-34452,-33152,-32502,-34452,-596998,-599092,-603282,-591761
358,-35102,-33802,-33802,-35752,-618992,-621087,-624229,-613755
359,-37052,-35752,-35752,-37702,-650413,-653555,-656697,-646224
360,-39002,-37702,-37052,-39652,-681834,-684976,-688118,-677645
361,-40302,-39002,-38352,-40302,-703829,-705923,-709066,-698592
362,-41602,-40302,-40302,-42252,-734202,-736297,-739439,-728965
363,-42902,-40952,-40952,-42902,-754102,-757244,-760386,-749913
364,-44852,-42902,-42902,-44852,-784476,-787618,-790760,-779239
365,-46152,-44202,-44202,-46152,-804376,-806470,-810660,-799139
366,-47452,-45502,-45502,-47452,-832654,-835796,-838939,-826370
367,-48752,-46802,-46802,-49402,-860933,-863028,-867217,-854649
368,-49402,-48102,-48102,-50052,-878738,-881880,-885023,-872454
369,-51352,-49402,-49402,-51352,-904922,-908065,-911207,-898638
370,-52002,-50702,-50052,-52652,-922728,-924822,-929012,-916443
371,-53953,-52002,-52002,-53953,-947864,-951006,-954149,-941580
372,-53953,-53302,-52652,-55253,-964622,-966717,-970906,-957291
373,-55903,-53953,-53953,-56553,-988712,-990806,-994996,-981380
374,-56553,-55903,-55253,-57853,-1011754,-1013848,-1018038,-1004422
375,-57853,-55903,-55903,-58503,-1027464,-1029559,-1032701,-1019085
376,-58503,-57853,-57203,-59153,-1048411,-1050506,-1054695,-1040032
377,-59803,-58503,-57853,-60453,-1063074,-1065169,-1068311,-1054695
378,-60453,-59153,-59153,-61753,-1082974,-1085069,-1088211,-1074595
379,-61103,-59803,-59803,-61753,-1095543,-1098685,-1101827,-1087164
380,-62403,-61103,-60453,-63053,-1114395,-1116490,-1119632,-1106016
381,-63053,-61753,-61753,-64353,-1132200,-1134295,-1138485,-1123821
382,-63703,-62403,-62403,-65003,-1142674,-1146863,-1150006,-1135342
383,-65003,-63053,-63053,-65003,-1159432,-1162574,-1165716,-1151053
384,-65653,-63703,-63703,-66303,-1169905,-1173048,-1176190,-1161527
385,-66303,-65003,-65003,-66953,-1183521,-1187711,-1190853,-1176190
386,-66303,-65003,-65003,-67603,-1192947,-1197137,-1200279,-1185616
387,-67603,-65653,-65653,-68253,-1206563,-1209705,-1212847,-1198184
388,-68253,-66303,-66303,-68903,-1217037,-1221226,-1224368,-1209705
389,-68253,-66953,-66953,-69553,-1225416,-1228558,-1231700,-1217037
390,-68903,-67603,-67603,-69553,-1235889,-1239031,-1242173,-1227510
391,-69553,-68253,-68253,-70203,-1241126,-1245316,-1248458,-1233795
392,-70203,-68253,-68253,-70853,-1249505,-1253694,-1256837,-1242173
393,-70203,-68903,-68253,-70853,-1254742,-1258931,-1262073,-1247410
394,-70853,-69553,-68903,-71503,-1262073,-1265215,-1268358,-1253694
395,-70853,-69553,-68903,-71503,-1267310,-1271500,-1273594,-1258931
396,-71503,-69553,-68903,-72153,-1270452,-1274642,-1276736,-1262073
397,-71503,-70203,-69553,-72153,-1274642,-1277784,-1280926,-1266263
398,-71503,-70203,-69553,-72153,-1276736,-1279879,-1283021,-1268358
399,-71503,-70203,-69553,-72153,-1277784,-1281973,-1285115,-1270452
400,-71503,-70203,-69553,-72153,-1278831,-1283021,-1285115,-1270452
401,-71503,-70203,-69553,-72153,-1278831,-1283021,-1285115,-1270452
402,-71503,-70203,-69553,-72153,-1277784,-1281973,-1285115,-1270452
403,-71503,-70203,-69553,-72153,-1277784,-1280926,-1284068,-1269405
404,-71503,-70203,-69553,-72153,-1274642,-1277784,-1280926,-1266263
405,-71503,-69553,-69553,-71503,-1272547,-1275689,-1278831,-1264168
406,-70853,-69553,-68903,-71503,-1268358,-1270452,-1274642,-1259979
407,-70853,-69553,-68903,-71503,-1265215,-1267310,-1270452,-1255789
408,-70203,-68903,-68253,-71503,-1258931,-1261026,-1265215,-1249505
409,-70203,-68903,-68253,-70853,-1251600,-1254742,-1256837,-1242173
410,-69553,-68253,-67603,-70853,-1245316,-1248458,-1251600,-1236937
411,-68903,-67603,-67603,-69553,-1236937,-1240079,-1243221,-1228558
412,-68253,-67603,-66953,-69553,-1229605,-1233795,-1235889,-1221226
413,-68253,-66953,-66303,-68903,-1219132,-1222274,-1225416,-1211800
414,-67603,-66303,-66303,-68903,-1211800,-1214942,-1218084,-1203421
415,-66953,-65653,-65653,-67603,-1199232,-1202374,-1205516,-1190853
416,-66303,-65003,-64353,-66953,-1185616,-1188758,-1191900,-1177237
417,-65653,-65003,-64353,-66303,-1176190,-1179332,-1182474,-1168858
418,-65003,-63703,-63703,-65003,-1161527,-1164669,-1166763,-1154195
419,-64353,-63053,-63053,-65003,-1151053,-1154195,-1156290,-1142674
420,-63053,-62403,-61753,-64353,-1133248,-1137437,-1139532,-1126964
421,-63053,-61753,-61103,-63703,-1122774,-1125916,-1128011,-1114395
422,-61753,-60453,-59803,-62403,-1103922,-1107064,-1110206,-1096590
423,-61103,-59803,-59153,-61753,-1085069,-1088211,-1091353,-1077737
424,-59803,-58503,-58503,-60453,-1071453,-1075643,-1077737,-1064122
425,-59153,-57853,-57203,-59803,-1050506,-1054695,-1057838,-1044222
426,-57853,-57203,-56553,-58503,-1036890,-1040032,-1043174,-1029559
427,-57203,-55903,-55253,-57853,-1014896,-1018038,-1020132,-1007564
428,-55903,-55253,-54603,-57203,-999185,-1003375,-1005469,-991854
429,-54603,-53302,-53302,-55253,-975096,-979285,-981380,-968812
430,-53302,-52652,-51352,-54603,-951006,-954149,-957291,-944722
431,-52652,-51352,-50702,-53302,-934249,-937391,-939485,-927964
432,-50702,-50052,-49402,-52002,-908065,-911207,-915396,-902828
433,-50052,-48752,-48752,-51352,-890259,-894449,-896544,-885023
434,-48752,-47452,-46802,-49402,-863028,-867217,-870359,-857791
