offset,IA,IB,IC,IN,VA,VB,VC,VN
157,-1903272,-1898722,-1901972,-1903272,-8685785,-8694164,-8691022,-8627133
158,-1792768,-1788217,-1791468,-1792118,-8182003,-8190382,-8188288,-8126493
159,-1718665,-1714765,-1717365,-1718015,-7844752,-7853131,-7851037,-7792384
160,-1606211,-1602311,-1604911,-1606211,-7332592,-7339923,-7337829,-7283366
161,-1530158,-1526258,-1529508,-1530808,-6986962,-6994293,-6993246,-6940878
162,-1416404,-1412503,-1414453,-1416404,-6463280,-6469564,-6468517,-6419291
163,-1338401,-1335151,-1337101,-1338401,-6110319,-6117650,-6117650,-6070519
164,-1222046,-1218146,-1220746,-1222046,-5579305,-5585590,-5585590,-5542648
165,-1144043,-1140793,-1142093,-1144043,-5224249,-5229486,-5229486,-5188639
166,-1025739,-1022489,-1024439,-1025739,-4683810,-4689046,-4689046,-4651341
167,-906134,-902884,-904834,-906134,-4140228,-4146512,-4146512,-4112997
168,-826181,-823581,-824881,-826181,-3774698,-3779935,-3780982,-3749561
169,-705927,-703977,-704627,-705927,-3224832,-3229022,-3230069,-3202838
170,-625324,-623374,-624024,-625324,-2857208,-2861397,-2863492,-2838355
171,-504419,-501819,-503119,-504419,-2304200,-2308389,-2310484,-2288490
172,-422516,-421216,-421866,-422516,-1934481,-1937623,-1939718,-1920865
173,-300962,-299662,-299662,-300962,-1378331,-1380425,-1383568,-1367857
174,-219709,-217759,-218409,-219709,-1009659,-1011754,-1014896,-1001280
175,-97504,-96204,-96204,-97504,-449319,-451414,-454556,-445130
176,-16251,-14301,-14951,-16251,-76458,-78553,-81695,-74363
177,107254,107904,108554,106603,480739,479692,476550,479692
178,228808,229458,230758,228158,1041079,1040031,1035842,1034795
179,310061,311361,312011,310061,1411845,1410798,1406609,1403466
180,432266,432266,433566,430966,1967995,1966948,1962759,1955427
181,514169,514169,515469,512869,2336667,2335620,2331430,2322004
182,635073,635073,636373,633773,2888628,2888628,2883391,2869775
183,715026,715026,716976,713726,3258347,3257300,3252063,3236352
184,835281,834631,837231,833981,3807165,3807165,3800881,3782029
185,915234,914584,916534,913934,4170601,4170601,4164316,4143369
186,1034838,1033538,1036788,1033538,4715230,4715230,4708945,4683809
187,1113491,1112841,1114791,1112191,5073428,5073428,5067144,5038865
188,1231146,1229196,1232446,1229196,5609678,5609678,5602346,5571973
189,1308499,1307198,1310449,1307198,5964734,5965781,5958450,5924934
190,1425503,1423553,1426803,1423553,6495747,6497842,6489463,6452805
191,1539257,1537307,1541207,1537957,7017334,7018382,7010003,6970203
192,1615310,1612710,1616610,1614010,7361917,7364012,7355633,7312691
193,1727764,1725164,1729064,1725814,7876172,7878267,7868841,7823804
194,1801867,1798617,1803167,1799917,8212376,8215518,8206092,8157913
195,1911721,1909121,1913671,1910421,8715110,8718252,8708826,8656458
196,1984524,1981274,1985824,1982574,9047125,9050267,9040840,8986378
197,2091128,2087878,2093078,2089178,9535196,9538338,9527864,9471307
198,2161330,2158080,2163281,2160030,9858831,9863021,9852547,9792847
199,2265984,2262734,2267284,2264034,10333287,10337476,10327003,10264161
200,2334887,2330987,2336837,2332937,10645401,10650638,10639117,10574180
201,2435641,2432391,2437591,2433691,11106241,11111478,11099957,11031878
202,2534444,2530544,2536395,2532494,11558702,11563939,11552418,11481197
203,2599447,2595547,2601397,2597497,11854058,11858248,11846727,11774459
204,2694350,2690450,2696301,2692400,12290809,12296046,12284525,12208067
205,2756753,2752853,2758703,2754803,12573597,12578834,12566266,12488761
206,2849056,2844506,2851006,2846456,12992543,12996732,12985211,12904564
207,2908858,2904308,2910159,2906258,13266952,13272189,13259620,13177926
208,2995962,2991412,2997912,2994012,13665997,13671234,13658666,13573829
209,3053164,3048614,3054464,3050564,13924696,13930980,13917364,13831481
210,3136367,3131817,3138317,3133767,14308031,14313268,14299652,14211674
211,3190969,3185119,3192269,3187719,14554161,14559398,14545782,14455709
212,3270272,3264422,3271572,3267672,14913407,14918644,14905028,14812860
213,3346325,3340475,3347625,3343725,15264274,15270558,15256942,15161632
214,3395727,3389877,3397027,3392477,15489457,15494694,15481078,15384721
215,3467229,3460729,3468529,3463979,15814140,15819376,15805761,15706261
216,3512731,3506881,3514681,3510131,16024660,16030944,16016281,15915734
217,3579684,3573183,3580984,3576433,16329442,16336774,16322111,16219469
218,3622585,3616085,3623885,3619335,16526347,16533678,16519015,16414279
219,3683688,3677837,3684988,3681087,16804945,16811229,16796566,16690783
220,3723989,3717489,3725289,3720739,16986139,16993471,16978808,16870929
221,3779891,3773391,3781191,3777291,17244838,17252169,17236459,17126486
222,3815642,3809142,3816943,3813042,17407179,17413463,17398800,17288827
223,3866994,3859844,3868294,3863744,17640741,17648073,17632362,17520295
224,3899496,3892345,3900146,3895595,17789467,17796798,17781088,17667973
225,3944997,3937847,3945647,3941747,17997892,18007318,17990561,17875351
226,3986599,3980099,3987899,3983999,18191654,18200033,18183276,18068066
227,4013250,4006100,4014550,4010650,18310007,18319433,18302675,18186418
228,4050301,4042501,4051601,4047051,18481774,18490153,18474443,18357138
229,4072402,4065252,4073702,4069802,18583368,18591747,18574989,18457685
230,4103603,4095803,4105553,4100353,18726857,18734189,18718478,18599079
231,4122454,4114654,4123754,4119204,18812741,18820072,18804362,18684963
232,4147805,4140005,4149105,4144555,18928998,18937377,18921667,18801220
233,4162755,4154955,4164056,4159505,18998124,19006503,18989745,18869299
234,4182906,4175106,4184856,4179656,19088198,19095529,19078771,18958324
235,4193957,4186156,4195907,4190707,19140566,19147897,19131139,19010693
236,4208257,4199807,4209557,4204357,19202360,19209692,19193981,19072487
237,4218008,4210207,4219308,4214757,19247397,19255776,19239018,19117524
238,4223208,4215407,4224508,4219308,19271486,19279865,19263107,19140566
239,4227108,4219308,4228408,4223858,19292433,19299765,19283007,19161513
240,4227758,4220608,4229708,4224508,19295575,19302907,19287197,19164655
241,4226458,4218658,4227758,4223208,19287197,19295575,19278818,19157324
242,4223208,4215407,4224508,4219958,19274628,19283007,19265202,19143708
243,4216057,4208257,4216707,4212157,19242160,19249491,19232734,19111240
244,4208907,4201107,4209557,4205007,19210739,19219118,19201313,19080866
245,4195257,4188106,4196557,4192007,19149992,19157324,19139518,19019072
246,4184856,4177056,4185506,4180956,19098671,19106003,19089245,18968798
247,4164706,4157555,4166006,4161455,19011740,19019072,19002314,18882914
248,4141955,4134804,4143255,4138705,18907004,18915383,18897577,18779225
249,4125054,4117254,4126354,4121804,18832641,18841020,18823215,18704863
250,4096453,4089303,4097753,4093203,18702768,18710099,18693342,18574989
251,4075002,4067852,4076952,4072402,18605363,18611647,18595937,18478632
252,4041201,4034051,4042501,4037951,18450353,18456637,18440927,18324670
253,4016500,4009350,4017800,4013900,18338285,18344570,18327812,18213649
254,3976848,3969698,3978149,3973598,18157091,18162328,18146618,18033503
255,3948247,3941097,3949547,3945647,18028266,18033503,18018839,17904677
256,3903396,3896245,3904696,3900146,17819840,17826125,17810414,17698346
257,3870895,3863744,3872845,3868294,17673210,17679494,17663783,17552763
258,3820193,3813692,3821493,3817593,17442790,17450121,17434411,17324438
259,3766891,3759740,3767541,3763641,17195612,17201896,17186186,17077260
260,3729189,3722039,3729839,3725939,17020702,17028034,17013371,16905492
261,3668737,3662237,3670037,3666137,16753624,16760956,16746293,16640509
262,3627785,3621285,3629085,3625185,16566146,16572431,16557768,16454079
263,3563433,3556933,3564733,3560833,16271837,16278122,16263458,16160817
264,3518581,3512731,3519881,3515981,16069696,16075980,16062365,15961818
265,3449679,3443829,3450329,3447079,15752345,15758629,15745014,15645514
266,3402227,3395727,3402877,3398977,15536588,15542872,15529257,15431852
267,3327474,3322274,3328774,3325524,15199337,15204574,15190958,15095648
268,3276772,3270922,3278072,3274172,14964728,14969965,14956349,14862086
269,3197469,3192269,3198769,3194869,14607577,14611766,14599198,14508077
270,3143517,3138317,3144817,3140917,14362494,14367731,14355162,14265089
271,3060314,3055114,3061614,3057714,13982301,13987538,13973922,13886991
272,2974511,2969961,2976461,2972561,13590587,13595824,13584303,13499466
273,2916009,2911459,2917959,2914059,13324557,13328746,13317225,13234483
274,2826305,2821755,2828255,2823705,12916085,12920274,12908753,12828106
275,2764553,2760003,2766503,2762603,12636439,12639581,12629107,12550555
276,2671600,2666399,2672900,2668999,12207020,12210162,12199688,12124278
277,2607247,2603347,2609197,2605297,11917948,11921090,11910616,11837301
278,2510394,2506493,2511694,2508443,11473866,11478055,11466534,11396361
279,2444091,2440841,2446041,2442141,11173272,11176414,11165941,11097862
280,2343337,2340087,2345287,2341387,10713480,10716622,10706148,10641212
281,2274435,2271185,2276385,2273135,10400318,10403460,10392987,10330145
282,2170431,2167831,2172381,2169131,9927957,9930052,9920626,9859879
283,2065127,2061877,2066427,2063177,9443028,9446170,9436744,9379139
284,1993624,1991024,1994924,1991674,9117298,9118345,9109966,9055503
285,1885070,1881820,1886370,1883120,8621895,8622942,8613516,8562195
286,1810967,1808367,1812917,1809017,8285691,8287786,8279407,8230181
287,1699813,1697213,1701113,1697863,7777720,7777720,7770389,7724305
288,1625060,1623110,1626360,1623110,7436280,7437327,7428948,7384959
289,1511306,1509356,1513256,1510006,6918882,6918882,6910503,6870703
290,1434603,1433303,1436553,1433303,6569063,6569063,6561731,6522979
291,1318899,1316949,1320199,1316949,6043286,6043286,6035955,6000344
292,1241546,1239596,1242846,1239596,5687183,5687183,5679851,5647383
293,1123242,1121942,1125192,1122592,5147791,5147791,5140459,5112180
294,1005587,1004287,1006887,1003637,4609446,4608398,4602114,4576978
295,925634,924334,927584,924334,4248105,4248105,4241821,4219827
296,805380,804730,807330,804730,3701382,3700334,3694050,3675198
297,725427,724777,727377,724777,3335852,3333757,3328520,3311763
298,605172,604522,606472,603872,2783891,2781797,2777607,2763992
299,524569,523919,525869,523269,2414172,2412077,2407888,2397414
300,401715,401715,403665,401065,1858022,1855927,1851738,1845454
301,321112,320462,322412,319811,1487256,1484113,1480971,1476782
302,198907,198907,200207,198257,932153,929011,925869,925869
303,117654,117654,118954,116354,559292,555102,551960,554055
304,-5201,-4551,-3251,-6501,3142,-2095,-5237,2094
305,-86454,-85804,-85154,-87754,-372862,-377051,-379146,-370767
306,-208658,-208008,-207358,-209958,-930059,-935296,-937391,-924822
307,-330863,-329563,-329563,-332163,-1486209,-1490399,-1492493,-1476783
308,-412116,-410816,-410816,-412766,-1859071,-1863260,-1865355,-1847550
309,-534321,-532370,-533020,-534971,-2413126,-2417315,-2419410,-2397415
310,-614924,-612973,-613623,-615574,-2781798,-2785987,-2787035,-2763993
311,-735828,-733228,-734528,-735828,-3331663,-3336900,-3337948,-3309669
312,-815781,-813831,-814481,-816431,-3698241,-3704525,-3704525,-3674151
313,-936036,-933435,-934736,-936036,-4242870,-4249154,-4250201,-4215638
314,-1015339,-1012738,-1014038,-1015989,-4608399,-4614684,-4614684,-4578026
315,-1133643,-1131043,-1132343,-1133643,-5146744,-5154076,-5153028,-5113229
316,-1212296,-1209046,-1210996,-1212296,-5503895,-5511227,-5510179,-5467237
317,-1328650,-1325400,-1327350,-1328650,-6034908,-6042240,-6041193,-5995109
318,-1444355,-1441104,-1443705,-1444355,-6564874,-6572206,-6571158,-6520885
319,-1521057,-1517157,-1519757,-1520407,-6912599,-6919931,-6918883,-6866515
320,-1634162,-1630262,-1632862,-1634162,-7429996,-7438375,-7436281,-7380770
321,-1708915,-1705014,-1707614,-1708264,-7773532,-7781911,-7779816,-7721164
322,-1820069,-1816169,-1819419,-1819419,-8281503,-8289882,-8286740,-8225993
323,-1894171,-1889621,-1892871,-1893521,-8614564,-8623991,-8620849,-8558007
324,-2002076,-1997525,-2001425,-2001425,-9111015,-9120441,-9117299,-9050268
325,-2073578,-2069028,-2072928,-2073578,-9436745,-9447218,-9443029,-9373903
326,-2179532,-2174332,-2178232,-2178882,-9921674,-9932148,-9927958,-9855690
327,-2249085,-2243885,-2247785,-2248435,-10237978,-10248451,-10243215,-10169899
328,-2352439,-2347238,-2351139,-2351139,-10707197,-10716623,-10711386,-10634928
329,-2453192,-2447342,-2451892,-2451892,-11166989,-11177463,-11172226,-11091579
330,-2518845,-2512995,-2517545,-2518195,-11468630,-11479103,-11473867,-11391125
331,-2616349,-2609848,-2615048,-2615048,-11911664,-11923185,-11915854,-11831018
332,-2679401,-2673551,-2678751,-2678751,-12203879,-12214353,-12208068,-12121137
333,-2773004,-2767154,-2771704,-2772354,-12630156,-12641677,-12635393,-12545319
334,-2834757,-2828256,-2833457,-2833457,-12908754,-12920275,-12912944,-12821823
335,-2924460,-2917960,-2923160,-2923160,-13317226,-13329795,-13322463,-13228200
336,-2982312,-2975812,-2981012,-2981662,-13582209,-13593730,-13586399,-13491088
337,-3068115,-3060965,-3066815,-3066815,-13976018,-13987539,-13979160,-13880708
338,-3123368,-3116217,-3122067,-3122067,-14228432,-14239953,-14232622,-14132075
339,-3204621,-3197470,-3202670,-3203321,-14600246,-14612815,-14605483,-14502842
340,-3257923,-3250122,-3255972,-3256623,-14836950,-14849519,-14841140,-14737451
341,-3333975,-3326825,-3332675,-3332675,-15187817,-15201433,-15193054,-15086223
342,-3407428,-3399628,-3406128,-3406128,-15525068,-15537637,-15529258,-15420332
343,-3454880,-3447730,-3454230,-3454230,-15743967,-15757583,-15749204,-15638183
344,-3524433,-3516632,-3523132,-3523132,-16060271,-16073887,-16064460,-15952392
345,-3568634,-3560834,-3567334,-3567334,-16264507,-16278123,-16268696,-16155581
346,-3632337,-3624536,-3631687,-3631037,-16555674,-16570337,-16560911,-16444653
347,-3673288,-3665488,-3672638,-3671988,-16742105,-16756768,-16747341,-16631084
348,-3733090,-3724640,-3731790,-3731790,-17013372,-17028035,-17017561,-16899209
349,-3770792,-3762341,-3769492,-3769492,-17186187,-17199802,-17190376,-17069929
350,-3824744,-3816293,-3823444,-3823444,-17431270,-17444885,-17435459,-17313965
351,-3858545,-3850745,-3857895,-3857245,-17588374,-17601990,-17592564,-17470022
352,-3906647,-3898197,-3905997,-3905347,-17809368,-17824031,-17814605,-17691016
353,-3952149,-3943698,-3950849,-3950849,-18015698,-18030361,-18019888,-17893157
354,-3980750,-3971649,-3979450,-3978800,-18143477,-18159187,-18147666,-18021983
355,-4019751,-4011301,-4019101,-4019101,-18324671,-18340381,-18328860,-18202129
356,-4044452,-4036002,-4043152,-4043152,-18436738,-18451402,-18440928,-18313150
357,-4078253,-4069803,-4077603,-4076953,-18592796,-18607459,-18596985,-18467112
358,-4099054,-4090604,-4098404,-4097754,-18689153,-18703816,-18693343,-18562422
359,-4127005,-4119205,-4126355,-4126355,-18817979,-18832642,-18822168,-18691248
360,-4144556,-4136105,-4143256,-4143256,-18894436,-18910147,-18899673,-18767705
361,-4166657,-4158206,-4165357,-4165357,-18997078,-19012788,-19002315,-18869300
362,-4180957,-4171207,-4179007,-4179007,-19056778,-19073535,-19062014,-18928999
363,-4197208,-4188107,-4195908,-4195258,-19134283,-19149993,-19139519,-19005457
364,-4210208,-4201108,-4208908,-4208908,-19193982,-19209693,-19200266,-19065157
365,-4216708,-4208258,-4215408,-4215408,-19226450,-19242161,-19231687,-19096577
366,-4224509,-4215408,-4223209,-4222559,-19257871,-19274629,-19264156,-19127998
367,-4227109,-4218009,-4225809,-4225809,-19271487,-19287198,-19276724,-19141614
368,-4228409,-4219309,-4227109,-4227109,-19277771,-19293482,-19281961,-19146851
369,-4227109,-4218009,-4226459,-4225809,-19275677,-19290340,-19280913,-19144756
370,-4223209,-4213458,-4221909,-4221259,-19253682,-19268345,-19257871,-19122762
371,-4218009,-4208908,-4216708,-4216058,-19232735,-19248445,-19236924,-19101814
