offset,IA,IB,IC,IN,VA,VB,VC,VN
388,1014688,1013387,1015988,1013387,9277545,9280687,9271260,9215750
389,807980,807330,809930,807330,7396480,7397527,7389148,7345159
390,572021,572021,573321,570721,5241006,5239959,5233674,5203301
391,300961,301611,302261,300311,2768181,2767134,2760849,2749328
392,31201,32501,33151,31201,308972,304782,301640,305830
393,-239859,-237909,-238559,-240510,-2160711,-2165948,-2168043,-2147095
394,-514820,-512220,-513520,-514820,-4670194,-4676478,-4675431,-4638773
395,-756629,-754029,-754679,-756629,-6879083,-6886415,-6884320,-6831952
396,-970487,-967887,-969187,-970487,-8831369,-8839748,-8836606,-8772716
397,-1157044,-1153144,-1155744,-1156394,-10530192,-10539618,-10534382,-10457924
398,-1289649,-1286399,-1288349,-1289649,-11747228,-11757702,-11752465,-11668676
399,-1374802,-1371552,-1373502,-1374802,-12527514,-12539035,-12533798,-12443725
400,-1409903,-1406653,-1408603,-1409903,-12848007,-12858481,-12852197,-12761076
401,-1388453,-1385202,-1387152,-1388453,-12660529,-12671003,-12664719,-12574646
402,-1316300,-1313050,-1315000,-1316300,-12002785,-12013259,-12008022,-11920043
403,-1188245,-1184995,-1186945,-1188245,-10832880,-10842306,-10838117,-10759565
404,-1021189,-1017939,-1019889,-1021189,-9307919,-9317345,-9313156,-9245077
405,-815131,-812531,-813831,-815781,-7432091,-7439423,-7438375,-7382865
406,-567472,-565522,-565522,-568122,-5171881,-5177118,-5177118,-5136271
407,-308762,-307462,-308112,-309412,-2818455,-2823692,-2824740,-2799603
408,-26651,-26001,-25351,-26651,-234610,-237752,-240894,-233563
409,244409,245059,245709,243759,2236120,2235073,2230884,2221457
410,506368,506368,507669,505068,4624109,4624109,4616777,4591641
411,760528,759878,761828,759228,6944019,6945066,6936687,6895840
412,974386,973086,975686,972436,8893162,8895257,8884783,8832415
413,1151193,1149893,1152493,1149893,10510291,10514481,10502960,10438023
414,1290948,1289648,1292248,1289648,11789122,11793311,11780743,11708475
415,1374801,1372851,1376101,1372851,12555792,12562076,12548460,12470956
416,1408602,1406652,1409902,1406652,12860575,12864764,12852196,12772596
417,1385851,1383901,1387801,1384551,12663670,12668907,12656339,12578834
418,1312399,1311099,1314349,1311749,11998595,12001737,11990216,11915853
419,1190844,1189544,1192144,1188894,10881058,10885247,10873726,10806695
420,1015338,1014037,1016638,1014037,9279639,9282781,9271260,9217845
421,808630,807980,809930,807330,7399622,7401717,7392290,7348301
422,572021,572671,573971,571371,5242053,5243101,5236817,5206443
423,300961,301611,302911,300311,2772370,2771323,2766086,2753518
424,31851,32501,33801,31201,314209,312114,307924,311066
425,-239209,-237909,-237259,-239859,-2157569,-2162806,-2164901,-2143953
426,-514170,-512220,-512870,-514820,-4666004,-4671241,-4671241,-4635631
427,-755979,-753379,-754679,-755979,-6876989,-6884320,-6882225,-6830905
428,-970487,-967887,-969187,-970487,-8831369,-8839748,-8835558,-8770622
429,-1156394,-1153144,-1154444,-1156394,-10529145,-10538571,-10534382,-10457924
430,-1289649,-1285749,-1288349,-1288999,-11746181,-11756655,-11752465,-11667629
431,-1374802,-1370902,-1373502,-1374802,-12526467,-12536940,-12531704,-12442678
432,-1409903,-1406003,-1408603,-1409903,-12849055,-12860576,-12854292,-12762124
433,-1388453,-1385202,-1387802,-1388453,-12658435,-12669956,-12663671,-12572551
434,-1316950,-1313700,-1315650,-1316950,-12006975,-12016401,-12011164,-11924233
435,-1188895,-1185645,-1187595,-1188245,-10836022,-10845449,-10841259,-10761659
436,-1021839,-1018589,-1019889,-1021839,-9308966,-9317345,-9314203,-9246125
437,-804731,-802131,-803431,-804731,-7333639,-7340971,-7338876,-7284413
438,-568122,-566172,-566822,-568772,-5175023,-5181307,-5180260,-5140460
439,-309412,-308112,-308112,-310062,-2820550,-2824740,-2826834,-2801698
440,-26651,-26001,-25351,-27952,-238799,-241941,-246131,-237752
441,243759,244409,245059,243109,2229836,2228789,2223552,2214126
442,506368,505718,507669,505068,4617825,4617825,4611541,4586404
443,759878,759228,761178,758578,6940877,6942972,6934593,6894793
444,973736,973086,975036,972436,8885831,8888973,8878499,8826131
445,1150543,1149243,1152493,1149243,10507149,10510291,10499818,10434881
446,1290948,1288348,1291598,1288998,11784933,11789122,11777601,11705333
447,1374801,1372201,1376751,1372851,12557887,12561029,12549508,12472003
448,1408602,1406002,1410552,1407302,12859527,12863717,12852196,12771549
449,1386501,1384551,1387801,1384551,12664718,12669955,12657386,12578834
450,1313049,1311099,1314349,1311099,11998595,12001737,11991263,11915853
451,1190844,1189544,1192794,1189544,10884200,10887342,10877916,10809837
452,1015338,1014688,1017288,1014037,9281734,9284876,9275450,9218892
453,808630,807980,810580,807980,7403811,7404859,7396480,7353538
454,573321,572671,574621,571371,5250432,5250432,5244148,5212727
455,301611,302261,303561,300961,2778655,2776560,2772370,2759802
456,32501,33151,33801,31851,317351,314209,310019,314209
457,-238559,-237259,-237259,-239209,-2153380,-2157569,-2159664,-2139764
458,-513520,-512220,-512220,-514170,-4659720,-4664957,-4664957,-4628299
459,-755329,-753379,-754029,-755979,-6870704,-6878036,-6876989,-6825668
460,-970487,-967237,-968537,-970487,-8826132,-8835558,-8832416,-8768527
461,-1156394,-1153144,-1154444,-1155744,-10528097,-10537524,-10533334,-10455829
462,-1288999,-1285749,-1287699,-1288999,-11744086,-11753513,-11749323,-11664487
463,-1374152,-1370902,-1372852,-1374152,-12527514,-12537988,-12532751,-12442678
464,-1409903,-1406003,-1408603,-1409903,-12849055,-12859528,-12854292,-12763171
465,-1388453,-1384552,-1387152,-1389103,-12662624,-12672050,-12666813,-12576740
466,-1312400,-1307849,-1311100,-1311750,-11961938,-11971364,-11966127,-11879196
467,-1188895,-1185645,-1187595,-1188895,-10838117,-10848591,-10843354,-10764802
468,-1021189,-1018589,-1019889,-1021839,-9312109,-9319440,-9316298,-9249267
469,-804731,-802131,-803431,-805381,-7339923,-7346207,-7345160,-7290697
470,-568122,-566172,-567472,-568122,-5178165,-5184449,-5183402,-5143602
471,-310062,-308112,-308762,-310062,-2826834,-2831024,-2833119,-2807982
472,-27952,-26001,-26001,-27952,-245084,-247178,-251368,-242989
473,243759,244409,245059,243109,2226694,2225647,2220410,2210984
474,505718,505718,507018,504418,4614683,4614683,4608398,4583262
475,759228,759228,761178,758578,6934593,6936687,6927261,6887461
476,973086,972436,975036,972436,8885831,8887925,8877452,8825084
477,1150543,1149243,1151843,1149243,10505054,10509244,10498770,10433834
478,1290298,1288998,1291598,1288998,11783885,11788075,11775506,11703238
479,1374801,1372851,1376101,1372851,12553697,12558934,12546366,12467813
480,1408602,1406652,1409902,1406652,12859527,12865812,12852196,12773644
481,1386501,1384551,1387801,1385201,12665765,12671002,12659481,12579881
482,1313049,1311749,1314349,1311749,11999642,12003831,11993358,11916900
483,1191494,1190194,1192794,1189544,10887342,10890484,10880011,10814027
484,1015988,1014688,1017288,1014688,9289066,9292208,9282781,9226224
485,809280,808630,810580,808630,7409048,7411143,7402764,7358775
486,573321,572671,575271,572671,5253574,5254622,5247290,5215869
487,302261,302911,303561,300961,2783891,2782844,2777607,2763992
488,33151,33801,34451,32501,321540,318398,315256,318398
489,-237909,-236609,-236609,-238559,-2149190,-2152332,-2154427,-2134527
490,-513520,-510920,-511570,-513520,-4656578,-4662862,-4662862,-4625157
491,-755329,-752729,-753379,-755329,-6866515,-6873847,-6873847,-6821478
492,-969187,-966587,-968537,-969837,-8822990,-8830321,-8828227,-8763290
493,-1155744,-1151844,-1154444,-1155744,-10523908,-10533334,-10529145,-10452687
494,-1288999,-1285099,-1287699,-1288999,-11743039,-11753513,-11749323,-11664487
495,-1377402,-1373502,-1376102,-1377402,-12551604,-12563125,-12556840,-12467814
496,-1409903,-1406003,-1408603,-1409903,-12846960,-12857434,-12852197,-12760029
497,-1389103,-1384552,-1387802,-1389103,-12664719,-12675192,-12669956,-12578835
498,-1312400,-1308500,-1310450,-1312400,-11964033,-11974506,-11969269,-11882338
499,-1189545,-1185645,-1187595,-1188895,-10842306,-10850685,-10846496,-10768991
500,-1021839,-1019239,-1020539,-1022489,-9316298,-9323630,-9321535,-9252409
501,-805381,-802781,-804081,-806031,-7345160,-7352492,-7350397,-7294887
502,-568772,-566822,-568122,-569422,-5184449,-5189686,-5188639,-5147792
503,-310712,-308762,-310062,-311362,-2831024,-2834166,-2836261,-2811124
504,-27952,-26651,-26651,-28602,-249273,-251368,-254510,-247178
505,243109,243109,244409,242459,2220410,2219363,2215173,2206794
506,504418,505068,506368,504418,4612588,4612588,4606304,4581167
507,758578,757928,760528,757928,6930403,6932498,6925166,6884319
508,973086,971786,974386,971786,8881641,8883736,8875357,8821941
509,1149893,1148593,1151843,1149243,10501912,10505054,10494581,10429644
510,1290948,1288348,1291598,1288998,11781790,11787027,11775506,11702191
511,1374801,1372201,1376101,1372851,12554745,12559981,12547413,12469908
512,1407952,1406002,1409902,1407302,12860575,12864764,12853243,12773644
513,1385851,1384551,1387801,1384551,12665765,12671002,12659481,12580929
514,1313049,1311749,1314999,1311749,12002784,12005926,11995453,11920042
515,1191494,1190194,1192794,1190194,10890484,10893626,10883153,10816121
516,1015988,1015338,1017938,1015338,9290113,9292208,9282781,9226224
517,809930,809280,811230,808630,7411143,7412190,7403811,7359822
518,573971,573971,575271,573321,5256716,5257764,5251480,5220059
519,302911,302911,304211,302261,2784939,2783891,2778655,2766086
520,33801,34451,35101,33151,327824,324682,321540,324682
521,-250910,-249610,-249610,-251560,-2267542,-2271732,-2273826,-2252879
522,-512870,-510270,-510920,-512870,-4651341,-4656578,-4656578,-4619920
523,-754679,-752079,-752729,-755329,-6861278,-6867562,-6866515,-6815194
524,-978937,-976337,-977637,-979587,-8909921,-8918300,-8915158,-8850221
525,-1155094,-1152494,-1154444,-1155094,-10521813,-10531240,-10526003,-10449545
526,-1288349,-1285099,-1287049,-1288349,-11740944,-11750371,-11746181,-11660297
527,-1377402,-1373502,-1375452,-1377402,-12551604,-12561030,-12555793,-12465720
528,-1409253,-1406003,-1408603,-1409903,-12844865,-12855339,-12849055,-12756887
529,-1388453,-1385202,-1387802,-1389103,-12663671,-12673098,-12667861,-12576740
530,-1312400,-1308500,-1310450,-1312400,-11965080,-11975554,-11969269,-11882338
531,-1189545,-1186295,-1188245,-1189545,-10843354,-10851733,-10848591,-10768991
532,-1023139,-1019239,-1021189,-1022489,-9320487,-9328866,-9325724,-9256598
533,-806031,-803431,-804731,-806031,-7348302,-7354586,-7352492,-7298029
534,-569422,-567472,-568122,-569422,-5187591,-5192828,-5192828,-5151981
535,-311362,-309412,-309412,-312012,-2836261,-2840450,-2841497,-2816361
536,-28602,-27302,-26651,-29252,-255557,-256605,-260794,-252415
537,243109,242459,243759,241809,2216220,2215173,2209936,2200510
538,504418,504418,505718,503768,4604209,4605256,4597925,4572788
539,758578,757928,760528,757278,6926214,6928308,6919930,6880130
540,973086,971786,973736,971786,8876404,8879546,8869073,8816705
541,1149893,1148593,1151193,1148593,10498770,10502960,10492486,10427550
542,1289648,1288348,1290948,1288348,11781790,11787027,11774459,11702191
543,1374151,1372201,1376101,1372851,12553697,12558934,12546366,12468861
544,1408602,1406652,1409902,1406652,12860575,12865812,12853243,12773644
545,1386501,1384551,1387801,1385201,12665765,12672049,12658434,12580929
546,1313699,1311749,1314999,1312399,12002784,12006974,11995453,11921090
547,1192144,1190194,1193444,1190844,10892579,10895721,10885247,10818216
548,1016638,1015988,1017938,1015988,9292208,9294302,9283829,9228318
549,809930,809280,811880,809280,7415332,7416380,7408001,7366106
550,562271,561621,563571,560971,5147791,5147791,5141506,5113228
551,303561,303561,304861,302261,2790176,2789128,2783891,2771323
552,34451,35101,35751,33801,332014,329919,326777,330966
553,-250260,-248960,-248960,-250910,-2262305,-2266495,-2267542,-2246595
554,-512220,-510270,-510920,-512870,-4645057,-4650294,-4651341,-4614684
555,-754029,-752079,-752729,-754679,-6860231,-6866515,-6865468,-6813099
556,-978937,-976337,-977637,-978937,-8904684,-8913063,-8910968,-8843937
557,-1155094,-1151844,-1153794,-1155094,-10519719,-10529145,-10524955,-10447450
558,-1288999,-1285099,-1287049,-1288349,-11738850,-11748276,-11743039,-11659250
559,-1377402,-1373502,-1376102,-1377402,-12551604,-12562077,-12556840,-12466767
560,-1409903,-1406653,-1408603,-1409253,-12849055,-12859528,-12853244,-12760029
561,-1389103,-1385852,-1387802,-1389103,-12664719,-12675192,-12669956,-12578835
562,-1312400,-1309150,-1311750,-1312400,-11967175,-11977648,-11971364,-11884433
563,-1189545,-1186295,-1188895,-1189545,-10846496,-10855922,-10850685,-10772133
564,-1023139,-1019889,-1021839,-1022489,-9324677,-9333056,-9328866,-9260788
565,-806681,-804081,-804731,-806681,-7353539,-7360870,-7358776,-7303266
566,-570072,-568122,-568122,-570072,-5193876,-5199112,-5198065,-5157218
567,-312012,-310062,-310712,-312012,-2840450,-2844640,-2845687,-2820550
568,-29252,-27952,-27952,-29252,-257652,-260794,-263936,-256605
569,241809,242459,243759,241159,2212031,2210984,2206794,2197368
570,504418,503768,505068,503118,4601067,4601067,4594783,4569646
571,757928,757928,759228,757278,6924119,6925166,6916787,6876988
572,972436,971136,973736,971136,8875357,8877452,8868025,8814610
573,1149893,1147943,1150543,1148593,10495628,10498770,10489344,10423360
574,1290298,1288348,1290948,1288348,11778648,11782838,11771317,11699049
575,1374151,1372201,1376101,1372851,12550555,12555792,12543224,12465719
576,1408602,1406652,1409902,1406652,12859527,12863717,12851148,12771549
577,1386501,1384551,1387801,1385201,12667860,12673097,12661576,12581976
578,1314349,1311749,1315649,1312399,12003831,12008021,11997547,11922137
579,1185644,1183044,1186944,1183694,10827642,10831832,10821358,10754327
580,1017288,1015338,1017938,1015988,9296397,9299539,9289066,9233555
581,811230,809930,811880,809930,7420569,7421617,7412190,7368201
582,562921,562271,564221,561621,5151980,5151980,5145696,5116370
583,303561,303561,305511,302911,2798555,2796460,2790176,2778655
584,34451,35101,35751,33801,337251,335156,332014,335156
585,-249610,-248960,-248960,-250260,-2258116,-2262305,-2263353,-2243453
586,-511570,-509620,-510920,-512220,-4644010,-4649247,-4648199,-4611542
587,-753379,-752079,-752729,-754679,-6856041,-6862326,-6860231,-6809957
588,-978287,-976337,-977637,-978287,-8902589,-8912016,-8907826,-8842890
589,-1154444,-1151194,-1153794,-1155094,-10516576,-10526003,-10521813,-10444308
590,-1288349,-1284449,-1287049,-1287699,-11735707,-11745134,-11739897,-11655060
591,-1376752,-1373502,-1376102,-1376752,-12550556,-12561030,-12555793,-12464672
592,-1409253,-1406003,-1408603,-1409903,-12846960,-12857434,-12851149,-12758981
593,-1389103,-1385852,-1388453,-1389103,-12663671,-12675192,-12668908,-12578835
594,-1312400,-1309150,-1311100,-1312400,-11970317,-11979743,-11974506,-11886528
595,-1190195,-1186295,-1188895,-1189545,-10849638,-10858017,-10854875,-10775275
596,-1023139,-1020539,-1021839,-1023139,-9326772,-9334103,-9332008,-9261835
597,-806681,-804081,-805381,-806681,-7355634,-7362965,-7360870,-7305360
598,-570072,-568122,-568772,-570722,-5195970,-5201207,-5201207,-5160360
599,-312012,-310712,-310712,-312662,-2844640,-2848829,-2849876,-2824740
600,-29252,-28602,-27952,-29902,-262889,-266031,-268126,-260794
601,241809,241809,243109,241159,2207842,2206794,2202605,2193178
602,503768,503768,505068,503118,4595830,4595830,4589546,4564409
603,757928,757278,759228,756628,6919930,6922024,6913645,6873846
604,971786,971136,973736,970486,8872215,8874310,8863836,8811468
605,1149243,1147943,1150543,1147943,10493533,10496676,10486202,10420218
606,1289648,1288348,1290948,1288348,11775506,11779696,11768175,11695907
607,1374151,1372201,1375451,1372851,12551603,12555792,12544271,12464671
608,1408602,1406652,1410552,1407302,12864764,12867906,12855338,12775738
609,1386501,1384551,1387801,1385201,12669955,12674144,12661576,12584071
610,1314349,1312399,1315649,1312399,12006974,12011163,11999642,11924232
611,1184994,1183694,1186944,1184344,10832879,10836021,10824500,10758516
612,1017288,1016638,1018588,1016638,9299539,9302681,9292208,9235650
613,811230,810580,812530,809930,7420569,7422664,7414285,7370296
614,562921,562271,564221,562271,5157217,5156170,5148838,5120559
615,304211,304861,306161,303561,2801697,2799602,2794365,2781797
616,35101,35751,36401,34451,341440,338298,335156,339345
617,-249610,-247660,-248310,-249610,-2252879,-2257069,-2258116,-2236121
618,-511570,-508970,-509620,-510920,-4637726,-4642962,-4642962,-4606305
619,-753379,-750779,-752079,-753379,-6850805,-6859183,-6857089,-6805768
620,-978287,-975037,-976337,-977637,-8899447,-8907826,-8904684,-8839748
621,-1154444,-1151194,-1153144,-1153794,-10514482,-10523908,-10519719,-10442214
622,-1288349,-1285099,-1287049,-1287699,-11735707,-11745134,-11740944,-11656108
623,-1377402,-1372852,-1375452,-1376752,-12550556,-12561030,-12555793,-12465720
624,-1409903,-1406003,-1408603,-1409903,-12846960,-12858481,-12852197,-12760029
625,-1389103,-1385852,-1387802,-1389103,-12668908,-12678334,-12673098,-12581977
626,-1313050,-1309800,-1311750,-1313050,-11973459,-11982885,-11977648,-11890717
627,-1190195,-1186945,-1189545,-1190195,-10852780,-10862206,-10856970,-10778417
628,-1023789,-1020539,-1021839,-1023789,-9329914,-9339340,-9335151,-9267072
629,-807331,-804731,-805381,-807331,-7359823,-7366107,-7365060,-7309550
630,-570722,-568772,-569422,-570722,-5200160,-5205397,-5205397,-5164549
631,-312662,-310712,-311362,-312662,-2849876,-2854066,-2856161,-2831024
632,-29902,-28602,-27952,-30552,-269173,-271268,-274410,-267078
633,241159,241159,243109,239858,2201557,2200510,2195273,2186894
634,503118,503118,505068,501818,4591641,4591641,4586404,4561267
635,757278,757278,759228,755978,6915740,6916787,6909456,6868609
636,971786,970486,973086,970486,8869073,8871168,8861741,8807278
637,1157043,1155093,1158993,1155093,10561612,10564754,10553233,10488297
638,1289648,1287698,1290948,1287698,11774459,11777601,11766080,11692765
639,1374151,1372201,1375451,1372201,12549508,12553697,12542176,12463624
640,1408602,1406652,1410552,1407302,12863717,12868954,12857433,12776786
641,1386501,1385201,1387801,1385201,12671002,12675191,12662623,12584071
642,1314349,1312399,1315649,1312399,12010116,12014305,12001737,11926327
643,1185644,1183694,1186944,1183694,10832879,10836021,10824500,10758516
644,1017288,1015988,1019238,1016638,9302681,9305823,9295350,9238792
645,811880,810580,813180,809930,7423711,7425806,7417427,7372390
646,563571,562921,564871,562271,5161406,5161406,5154075,5124749
647,304861,304861,306811,304211,2807981,2807981,2802744,2788081
648,35751,36401,37051,35101,345629,342487,338298,342487
649,-248960,-247010,-247010,-249610,-2248690,-2252879,-2256021,-2232979
650,-510270,-508970,-508970,-510920,-4633536,-4638773,-4638773,-4602115
651,-752729,-750129,-751429,-753379,-6847662,-6853947,-6852899,-6801578
652,-977637,-975037,-976987,-977637,-8896305,-8904684,-8901542,-8836606
653,-1154444,-1151194,-1153144,-1153794,-10511340,-10520766,-10516576,-10439072
654,-1287699,-1284449,-1286399,-1287699,-11733613,-11745134,-11739897,-11655060
655,-1376752,-1372852,-1375452,-1376102,-12547414,-12558935,-12552651,-12462578
656,-1409903,-1406003,-1408603,-1409253,-12846960,-12857434,-12852197,-12758981
657,-1389103,-1385852,-1387802,-1389103,-12663671,-12675192,-12668908,-12577788
658,-1313050,-1309150,-1311750,-1313050,-11972412,-11981838,-11977648,-11889670
659,-1190845,-1186945,-1188895,-1190845,-10853827,-10863254,-10859064,-10781559
660,-1023789,-1021189,-1022489,-1023789,-9333056,-9342482,-9339340,-9270214
661,-807331,-805381,-806031,-807331,-7362965,-7370297,-7368202,-7312692
662,-571372,-569422,-569422,-571372,-5205397,-5210633,-5210633,-5168739
663,-300312,-298362,-298362,-300312,-2733619,-2737808,-2738856,-2714766
664,-30552,-29252,-29252,-31202,-273362,-275457,-278599,-270220
665,240509,241159,241809,239858,2197368,2196321,2192131,2182705
666,515469,515469,516769,514169,4703709,4704756,4697424,4672288
667,756628,755978,758578,755978,6912598,6913645,6905266,6865467
668,971136,969836,973086,969836,8864883,8866978,8856504,8804136
669,1156393,1155093,1158343,1155093,10557423,10560565,10550091,10484107
670,1289648,1287698,1290948,1287698,11769222,11773412,11761891,11689622
671,1374151,1372201,1375451,1372201,12547413,12551603,12540082,12462577
672,1408602,1406652,1410552,1407302,12863717,12867906,12855338,12774691
673,1386501,1385201,1388452,1385201,12669955,12674144,12662623,12584071
674,1314349,1312399,1315649,1313049,12011163,12016400,12004879,11928421
675,1185644,1184344,1186944,1184344,10837069,10840211,10828690,10762706
676,1017938,1016638,1019238,1016638,9307918,9310013,9300587,9244029
677,811880,811230,813180,810580,7429995,7432090,7423711,7378675
678,563571,563571,565521,562921,5164548,5165596,5159312,5128938
679,305511,305511,306811,304211,2810076,2809028,2803791,2791223
680,36401,37051,37701,35751,349819,345629,343535,346677
681,-248310,-247010,-247010,-248960,-2243453,-2248690,-2249737,-2227742
682,-510270,-508320,-508970,-510270,-4631441,-4638773,-4638773,-4601068
683,-752079,-750129,-751429,-752729,-6844520,-6852899,-6850805,-6799484
684,-977637,-974387,-975687,-976987,-8892116,-8900495,-8897353,-8832416
685,-1154444,-1150544,-1152494,-1153794,-10508198,-10517624,-10512387,-10435929
686,-1287699,-1284449,-1286399,-1287699,-11731518,-11743039,-11737802,-11652966
687,-1376102,-1372202,-1375452,-1376752,-12548461,-12558935,-12553698,-12463625
688,-1409253,-1406003,-1408603,-1409253,-12849055,-12858481,-12853244,-12761076
689,-1389753,-1385852,-1387802,-1389103,-12666813,-12676240,-12671003,-12579882
690,-1313700,-1309800,-1311750,-1313050,-11975554,-11986027,-11979743,-11892812
691,-1190845,-1187595,-1190195,-1190845,-10858017,-10866396,-10861159,-10783654
692,-1014689,-1011438,-1013388,-1014689,-9250314,-9258693,-9254504,-9187472
693,-807981,-805381,-806681,-807981,-7366107,-7372391,-7371344,-7315834
694,-572022,-569422,-570072,-572022,-5209586,-5214823,-5213776,-5173976
695,-300312,-299012,-299662,-300962,-2738856,-2743045,-2744093,-2720003
696,-31202,-29902,-29902,-31202,-278599,-280694,-283836,-276504
697,239858,240509,241159,239208,2193178,2192131,2187942,2178515
698,515469,514819,516769,513519,4699519,4699519,4693235,4667051
699,757278,755978,757928,755328,6907361,6909456,6901077,6861277
700,971136,969836,972436,969836,8859647,8861741,8852315,8798899
701,1156393,1155093,1157693,1155093,10556375,10559517,10549044,10484107
702,1288998,1287698,1290948,1287698,11770269,11774459,11762938,11690670
703,1374151,1372201,1375451,1372851,12547413,12552650,12539034,12461529
704,1408602,1406652,1409902,1407302,12862669,12867906,12855338,12774691
705,1387151,1385201,1388452,1385851,12672049,12677286,12663670,12585118
706,1314999,1313049,1315649,1313699,12013258,12017447,12005926,11929469
707,1186294,1184344,1187594,1184994,10839163,10841258,10830784,10764801
708,1018588,1017288,1019888,1017288,9310013,9312108,9302681,9246124
709,812530,811880,813830,811230,7434185,7436280,7426853,7382864
710,564221,563571,565521,563571,5169785,5169785,5162454,5134175
711,305511,306161,307461,304861,2814265,2814265,2809028,2795412
712,37051,37701,38351,35751,355056,352961,349819,351914
713,-247660,-246360,-246360,-248310,-2238216,-2244500,-2245548,-2223553
714,-509620,-507670,-508320,-510270,-4625157,-4630394,-4630394,-4593736
715,-752079,-749479,-750779,-752079,-6839284,-6845568,-6844520,-6793200
716,-976987,-974387,-975687,-976987,-8890021,-8897353,-8894211,-8829274
717,-1153794,-1150544,-1151844,-1153794,-10505055,-10514482,-10510292,-10433835
718,-1287699,-1283799,-1285749,-1287049,-11729423,-11738850,-11733613,-11648776
719,-1376102,-1372852,-1374802,-1376102,-12546367,-12556840,-12549509,-12460483
720,-1409903,-1406003,-1407953,-1409903,-12844865,-12855339,-12849055,-12757934
721,-1387152,-1383252,-1385852,-1386502,-12647961,-12658435,-12652150,-12561030
722,-1313700,-1309800,-1311750,-1313050,-11976601,-11986027,-11980790,-11892812
723,-1191495,-1187595,-1189545,-1190845,-10862206,-10871633,-10867443,-10787844
724,-1015339,-1012088,-1013388,-1015339,-9252409,-9259740,-9256598,-9189567
725,-807981,-806031,-807331,-808631,-7370297,-7376581,-7375534,-7320023
726,-572022,-570072,-571372,-572022,-5215870,-5220060,-5220060,-5180260
727,-300962,-299012,-299662,-300962,-2745140,-2749329,-2750377,-2726287
728,-31202,-30552,-30552,-31852,-280694,-283836,-286978,-279647
729,239208,239858,241159,239208,2188989,2187942,2183752,2174326
730,514819,514169,516119,513519,4695330,4696377,4689045,4663909
731,755978,755328,757278,755328,6904219,6906314,6897935,6857088
732,970486,969836,972436,969186,8856504,8859647,8850220,8795757
733,1156393,1154443,1157043,1155093,10554281,10558470,10546949,10482012
734,1288348,1287048,1290298,1287048,11768175,11772364,11761891,11687528
735,1374151,1372201,1374801,1372851,12544271,12549508,12537987,12459435
736,1408602,1406652,1409902,1406652,12863717,12867906,12856385,12775738
737,1387151,1385851,1388452,1385851,12674144,12678333,12666812,12588260
738,1314349,1313049,1316299,1313699,12014305,12018495,12005926,11930516
739,1186294,1184994,1187594,1184994,10842305,10845448,10834974,10767943
740,1019238,1017288,1020538,1017288,9313155,9316297,9305823,9250313
741,812530,812530,813830,811880,7437327,7437327,7428948,7386006
742,564221,564871,566171,564221,5172927,5171880,5165596,5136270
743,306161,306811,308111,305511,2820549,2818454,2814265,2800649
744,37051,37701,39001,36401,361340,358198,354008,358198
745,-247010,-245710,-245710,-247660,-2232979,-2237169,-2239263,-2218316
746,-509620,-507019,-507670,-509620,-4619920,-4627252,-4625157,-4589547
747,-751429,-748829,-750129,-752079,-6836141,-6843473,-6841378,-6790057
748,-976337,-973087,-975037,-976337,-8883737,-8893163,-8890021,-8824037
749,-1153144,-1149894,-1151844,-1153144,-10502961,-10512387,-10508198,-10430693
750,-1292899,-1288999,-1291599,-1292249,-11777602,-11788076,-11782839,-11698002
751,-1376102,-1372852,-1374802,-1376102,-12544272,-12554746,-12549509,-12459436
752,-1409903,-1406003,-1408603,-1409253,-12845913,-12857434,-12852197,-12758981
753,-1386502,-1383902,-1385852,-1387152,-12645866,-12657387,-12651103,-12561030
754,-1313700,-1309800,-1312400,-1313700,-11976601,-11987075,-11980790,-11893859
755,-1191495,-1188245,-1190195,-1191495,-10864301,-10873727,-10869538,-10790986
756,-1015339,-1012738,-1014038,-1015339,-9256598,-9264977,-9261835,-9193756
757,-808631,-806031,-807331,-809281,-7375534,-7382865,-7380770,-7325260
758,-572672,-570722,-570722,-573322,-5220060,-5225297,-5225297,-5184449
759,-301612,-299662,-299662,-301612,-2748282,-2752472,-2753519,-2730477
760,-31852,-31202,-30552,-33152,-285931,-288025,-291168,-283836
761,239208,239208,240509,238558,2183752,2182705,2177468,2169089
762,514169,513519,515469,513519,4689045,4689045,4682761,4657625
763,755328,754678,757278,754678,6898982,6900030,6892698,6851851
764,969836,969186,971786,969186,8850220,8853362,8843936,8790521
765,1155743,1153793,1157043,1154443,10551138,10554281,10543807,10478870
766,1288348,1286398,1289648,1287048,11767127,11771317,11759796,11687528
767,1373501,1371551,1374801,1372201,12546366,12550555,12539034,12461529
768,1408602,1406002,1410552,1407302,12861622,12866859,12854291,12774691
769,1387151,1385201,1388452,1385851,12673097,12677286,12664718,12586166
770,1314999,1313699,1316299,1313049,12015352,12019542,12006974,11932611
771,1186944,1184994,1187594,1184994,10844400,10847542,10837069,10771085
772,1019238,1017938,1020538,1017938,9316297,9318392,9310013,9252408
773,813180,811880,815130,811880,7442564,7443611,7435232,7391243
774,564871,564871,566821,564221,5178164,5178164,5171880,5142554
775,306811,307461,308111,306161,2823691,2822644,2817407,2804839
776,24050,24700,25350,23400,240893,237751,234609,238798
777,-247010,-245710,-245060,-247010,-2229837,-2235074,-2236121,-2215174
778,-508970,-507019,-507019,-509620,-4615731,-4622015,-4622015,-4584310
