offset,IA,IB,IC,IN,VA,VB,VC,VN
6301,-44852,-43552,-42902,-45502,-1247410,-1249505,-1251600,-1237984
6302,-39652,-38352,-37702,-40302,-1093448,-1095543,-1097637,-1085069
6303,-31202,-30552,-29902,-32502,-863028,-866170,-867217,-856744
6304,-23401,-22101,-21451,-24051,-629466,-632608,-634703,-625276
6305,-18201,-16901,-16251,-18851,-476551,-479693,-481788,-473409
6306,-9751,-8451,-7801,-10401,-244036,-246131,-249273,-241941
6307,-4551,-3251,-2601,-5201,-89026,-91121,-94263,-86932
6308,4550,5850,6500,3900,144536,141394,139299,144536
6309,9750,10400,11700,9100,299545,297451,294309,298498
6310,18200,18850,20150,17550,532060,529965,525776,527871
6311,23400,24700,25350,22750,686023,683928,680786,681833
6312,31851,32501,33151,30551,918537,916442,912253,912253
6313,37051,38351,38351,36401,1071452,1070405,1066215,1064121
6314,44851,46151,46801,44851,1302920,1301872,1297683,1294541
6315,53301,53952,54602,52651,1532292,1531245,1526008,1521819
6316,58502,59802,59802,57852,1682065,1681018,1676828,1671591
6317,66302,67602,67602,65652,1909343,1908296,1903059,1895727
6318,71502,72802,73452,70852,2059116,2058069,2052832,2045500
6319,79302,80603,80603,79302,2283252,2283252,2278015,2268589
6320,84503,85803,85803,83853,2433025,2433025,2427788,2417314
6321,92303,93603,93603,91653,2651924,2650876,2645639,2634118
6322,97503,98803,98803,96853,2797507,2797507,2792270,2779702
6323,105303,105953,106603,104653,3015359,3015359,3010122,2995459
6324,109854,111154,111804,109204,3157800,3157800,3152563,3136853
6325,117654,118954,118954,117004,3371462,3372510,3366225,3349468
6326,124804,126104,126754,124154,3579888,3580935,3574651,3556846
6327,130004,130654,131304,129354,3718140,3719187,3712903,3694050
6328,137155,137805,138455,136505,3924470,3924470,3918186,3898286
6329,141705,142355,143655,141055,4058533,4059580,4052249,4032349
6330,148855,149505,150155,147555,4257532,4257532,4250200,4229253
6331,153405,154055,155355,152755,4387405,4388452,4381121,4358079
6332,160556,160556,161856,159255,4582214,4583262,4576978,4552888
6333,164456,165106,166406,163156,4707898,4707898,4701614,4676477
6334,170956,171606,172906,170306,4894329,4895376,4889092,4861860
6335,175506,176156,176806,174206,5016870,5017918,5010586,4983355
6336,181356,182006,183306,180706,5194922,5195969,5189685,5160359
6337,185906,185906,187207,184606,5314321,5315369,5309085,5278711
6338,191757,192407,193057,190457,5486089,5488184,5480852,5449431
6339,197607,198257,198907,196307,5654715,5655762,5648430,5617009
6340,201507,202157,202807,200207,5763640,5765735,5758403,5724888
6341,207357,207357,208007,206057,5922840,5923887,5916555,5883040
6342,211257,211257,211907,209307,6028623,6029671,6022339,5986729
6343,216458,216458,217108,214508,6179444,6180491,6173159,6136502
6344,219708,219708,221008,218408,6276848,6278943,6270564,6234954
6345,224908,224908,225558,223608,6420337,6421385,6414053,6375301
6346,228158,228158,229458,226858,6512505,6513553,6505174,6467469
6347,232708,232708,234008,231408,6646568,6647615,6639236,6600484
6348,235958,235958,237258,234658,6733499,6734546,6727215,6686367
6349,239858,240509,241809,238558,6857088,6859182,6850804,6811004
6350,243759,244409,245709,243109,6975440,6976487,6968108,6927261
6351,246359,247009,247659,245709,7051897,7052945,7044566,7003719
6352,250259,250909,252209,249609,7160823,7162918,7153492,7112644
6353,252859,253509,254159,251559,7228902,7230996,7222618,7179676
6354,256759,256759,258059,255459,7328401,7330496,7321070,7278128
6355,258709,259359,260009,257409,7391243,7393338,7383911,7340970
6356,261959,261959,263259,260009,7480269,7482364,7473985,7428948
6357,263909,263909,265209,262609,7536827,7537874,7528448,7484458
6358,266509,267160,267810,265209,7615379,7617474,7608047,7563011
6359,268460,268460,269110,266509,7662510,7664605,7655179,7610142
6360,270410,271060,271710,269110,7729541,7731636,7722210,7676126
6361,272360,273010,273660,271060,7790288,7792383,7782957,7736873
6362,273660,274310,274960,272360,7827994,7830088,7821709,7774578
6363,275610,276260,276910,274310,7878267,7880362,7870935,7823804
6364,276910,276910,277560,275610,7907593,7910735,7901309,7854178
6365,278210,278210,278860,276260,7946346,7949488,7940061,7891883
6366,278860,279510,280160,277560,7969388,7972530,7962056,7914925
6367,279510,280160,280810,278210,7996619,7999761,7990335,7942156
6368,280810,280810,281460,279510,8012330,8015472,8006045,7957867
6369,280810,280810,281460,279510,8029087,8031182,8021756,7973577
6370,281460,281460,282110,280160,8034324,8038514,8028040,7980909
6371,280810,281460,282110,280160,8042703,8044798,8035372,7988240
6372,280810,281460,282110,280160,8040608,8043750,8034324,7986145
6373,280810,281460,282110,280160,8035372,8037466,8029087,7980909
6374,280160,280810,282110,279510,8023851,8026993,8017566,7969388
6375,280160,280160,281460,278860,8011282,8013377,8003951,7955772
6376,278860,278860,280810,278210,7988240,7990335,7980909,7933777
6377,278210,278860,279510,277560,7969388,7971482,7962056,7914925
6378,276910,277560,278860,276260,7934825,7936919,7927493,7881409
6379,276260,276260,278210,275610,7906546,7908641,7900262,7853130
6380,274310,274960,276260,273660,7861509,7863604,7854178,7808094
6381,273010,273660,274960,272360,7827994,7830088,7820662,7774578
6382,271710,271710,273010,270410,7771436,7773531,7764104,7719068
6383,270410,270410,271710,269110,7728494,7730589,7721163,7675079
6384,267810,267810,269110,266509,7662510,7664605,7654131,7610142
6385,265209,265209,266509,264559,7588147,7590242,7579768,7535779
6386,263909,263909,264559,262609,7535779,7537874,7527400,7484458
6387,260659,260659,261309,259359,7448848,7451990,7441516,7398575
6388,258709,258709,259359,257409,7389148,7392290,7381817,7338875
6389,255459,255459,256109,254159,7294886,7296980,7287554,7244612
6390,252859,252859,254159,251559,7227854,7229949,7220523,7178628
6391,248959,248959,250259,248309,7122071,7125213,7115786,7073892
6392,246359,247009,247659,245709,7049803,7052945,7042471,7002671
6393,242459,242459,243759,241159,6935640,6938782,6929356,6889556
6394,239858,239858,241159,238558,6856040,6858135,6848709,6809956
6395,235308,235958,236608,234008,6731404,6733499,6725120,6685320
6396,230758,231408,232058,229458,6601531,6603626,6595247,6557542
6397,227508,227508,228808,226208,6511458,6512505,6504126,6467469
6398,222958,223608,223608,221658,6372158,6374253,6364827,6329217
6399,219708,219708,220358,217758,6276848,6278943,6270564,6234954
6400,214508,214508,215158,212557,6129170,6130217,6122886,6088323
6401,210607,211257,211907,209307,6026529,6028623,6020244,5986729
6402,205407,206057,206057,203457,5869424,5870471,5862092,5829624
6403,201507,202157,202807,200207,5763640,5763640,5756309,5724888
6404,195657,196307,196957,193707,5598157,5599204,5591873,5561499
6405,191757,192407,193057,189807,5487136,5487136,5479805,5449431
6406,185256,186556,187207,183956,5313274,5314321,5305943,5277664
6407,178756,180056,180706,178106,5135222,5135222,5128938,5100659
6408,174856,175506,176156,173556,5015823,5015823,5009539,4982307
6409,168356,169006,170306,167056,4832534,4832534,4825203,4799019
6410,164456,164456,165756,162506,4707898,4707898,4700566,4675430
6411,157305,157955,159255,156655,4516230,4516230,4509946,4485857
6412,152755,153405,154705,151455,4387405,4387405,4380073,4357031
6413,145605,146905,147555,144955,4189453,4189453,4183169,4161174
6414,141055,141705,143005,140405,4058533,4056438,4051201,4030254
6415,134555,135205,135855,133254,3855344,3854297,3848013,3828113
6416,129354,130004,130654,128054,3718140,3717092,3710808,3691955
6417,122204,122854,123504,121554,3509714,3508667,3503430,3485625
6418,115054,115704,115704,113754,3298147,3298147,3292910,3276152
6419,109854,110504,111154,109204,3155705,3155705,3149421,3134758
6420,102703,103353,103353,101403,2940996,2939949,2934712,2921096
6421,97503,97503,98153,96203,2796460,2795412,2790176,2777607
6422,89703,90353,90353,88403,2576513,2575466,2570229,2559756
6423,84503,85153,85153,83203,2429883,2428835,2423598,2413125
6424,76702,77352,78002,76052,2205747,2205747,2200510,2191084
6425,71502,72152,72152,70202,2058069,2055974,2050737,2043405
6426,63702,64352,64352,62402,1831838,1830791,1825554,1819270
6427,57852,59152,59152,57852,1681018,1678923,1674734,1669497
6428,50051,50701,51351,49401,1450598,1449550,1444314,1441172
6429,44851,46151,46151,44201,1298730,1296635,1292446,1290351
6430,37051,37701,38351,36401,1069358,1067263,1064121,1062026
6431,28601,29251,29901,27951,838938,836843,833701,833701
6432,23400,24050,24700,22750,683928,681833,677644,678691
6433,15600,16250,16250,14300,451413,449318,445129,448271
6434,9750,10400,11050,9100,295356,293261,290119,293261
6435,1950,2600,2600,1300,64936,62841,59699,64936
6436,-4551,-3251,-3251,-5201,-92168,-95311,-98453,-91121
6437,-13001,-11701,-11701,-13651,-323636,-326778,-328873,-321541
6438,-18201,-16901,-16901,-18851,-478646,-480740,-483882,-474456
6439,-26001,-25351,-24701,-26651,-709066,-712208,-715350,-704876
6440,-31852,-30552,-30552,-32502,-865123,-868265,-871407,-859886
6441,-40302,-38352,-38352,-40952,-1096590,-1100779,-1102874,-1089258
6442,-48102,-46802,-46802,-48752,-1323868,-1328057,-1330152,-1315489
6443,-53302,-52002,-52002,-53953,-1477830,-1482020,-1484114,-1467357
6444,-61753,-59803,-59803,-62403,-1707203,-1711392,-1713487,-1695682
6445,-66953,-65003,-65003,-67603,-1858023,-1861165,-1863260,-1845455
6446,-74753,-73453,-73453,-75403,-2082159,-2086348,-2087396,-2068543
6447,-79953,-78653,-78003,-80604,-2231932,-2237169,-2238216,-2217269
6448,-87754,-85804,-85804,-88404,-2452926,-2458162,-2459210,-2437215
6449,-92954,-91004,-91004,-93604,-2601651,-2606888,-2607935,-2584893
6450,-100754,-98804,-98804,-101404,-2820550,-2824740,-2825787,-2801698
6451,-105304,-104004,-104004,-106604,-2965086,-2969276,-2970323,-2945186
6452,-113105,-111155,-111155,-113755,-3180843,-3185033,-3186080,-3159896
6453,-120255,-118955,-118955,-121555,-3391363,-3396600,-3397647,-3369369
6454,-125455,-124155,-123505,-126105,-3531710,-3536947,-3537994,-3508668
6455,-131955,-131305,-130655,-133255,-3741183,-3745372,-3746419,-3714998
6456,-137156,-135856,-135856,-138456,-3877340,-3882577,-3883624,-3852203
6457,-144306,-143006,-142356,-145606,-4078434,-4083670,-4083670,-4051202
6458,-148856,-147556,-147556,-150156,-4210401,-4216686,-4216686,-4182123
6459,-156006,-154706,-154056,-156656,-4406258,-4411495,-4412543,-4376932
6460,-160557,-159256,-158606,-161207,-4537179,-4542416,-4541368,-4505758
6461,-167057,-165757,-165757,-167707,-4726752,-4731988,-4731988,-4694283
6462,-171607,-170307,-169657,-172257,-4851388,-4855577,-4855577,-4817872
6463,-177457,-176807,-176157,-178757,-5032582,-5038866,-5038866,-4999066
6464,-183957,-182657,-182657,-184607,-5212728,-5216918,-5216918,-5177118
6465,-188508,-186557,-186557,-188508,-5330033,-5335270,-5334222,-5293375
6466,-194358,-193058,-193058,-195008,-5501800,-5508085,-5507037,-5465143
6467,-198258,-196308,-196958,-198908,-5613868,-5620153,-5618058,-5576163
6468,-204108,-202158,-202808,-204108,-5777257,-5783541,-5782494,-5738505
6469,-207358,-206058,-206058,-208008,-5884088,-5890372,-5889325,-5844288
6470,-212558,-211258,-211908,-213208,-6039098,-6046429,-6045382,-5999298
6471,-216459,-215159,-215159,-216459,-6141739,-6148024,-6145929,-6099845
6472,-221659,-219709,-220359,-221659,-6288370,-6294655,-6292560,-6245428
6473,-224909,-223609,-223609,-225559,-6383680,-6389965,-6387870,-6340739
6474,-229459,-228159,-228159,-230109,-6521932,-6529264,-6528217,-6478991
6475,-232709,-231409,-231409,-233359,-6610958,-6618290,-6616195,-6566969
6476,-237259,-235959,-235959,-237909,-6740831,-6748163,-6746068,-6694747
6477,-241810,-240510,-239859,-242460,-6864420,-6872799,-6869657,-6818336
6478,-244410,-243110,-243110,-245060,-6942973,-6950304,-6948209,-6895841
6479,-248310,-247660,-247010,-248960,-7057135,-7064467,-7062372,-7010004
6480,-250910,-249610,-249610,-252210,-7130451,-7137782,-7135687,-7082272
6481,-254810,-253510,-253510,-255460,-7233092,-7240424,-7237282,-7183866
6482,-256760,-255460,-255460,-258060,-7299076,-7306408,-7304313,-7249850
6483,-260010,-258710,-258710,-261310,-7392291,-7399623,-7398576,-7343065
6484,-261960,-260660,-260660,-263260,-7451991,-7458275,-7456181,-7401718
6485,-265210,-263910,-263910,-265860,-7535780,-7543112,-7542064,-7485507
6486,-267161,-265210,-265860,-267811,-7589196,-7596527,-7594433,-7537875
6487,-269761,-267811,-268461,-270411,-7661464,-7668795,-7666701,-7610143
6488,-271711,-270411,-271061,-272361,-7727448,-7734779,-7732685,-7676127
6489,-273011,-271711,-271711,-273661,-7767247,-7774579,-7772484,-7715927
6490,-275611,-273661,-274311,-275611,-7823805,-7831137,-7829042,-7771437
6491,-276261,-274961,-274961,-276911,-7857321,-7864652,-7861510,-7803905
6492,-278211,-276261,-276911,-278211,-7902357,-7909689,-7906547,-7848942
6493,-278861,-276911,-277561,-279511,-7927494,-7934826,-7932731,-7874079
6494,-280161,-278861,-278211,-280161,-7959962,-7968341,-7965199,-7906547
6495,-280811,-278861,-279511,-281461,-7979862,-7988241,-7985099,-7925399
6496,-281461,-280161,-280161,-282111,-8001857,-8010236,-8007094,-7948441
6497,-281461,-280811,-280161,-282761,-8013378,-8020709,-8018615,-7958915
6498,-282111,-280811,-280811,-282761,-8025946,-8033278,-8030136,-7971483
6499,-282761,-281461,-280811,-282761,-8029088,-8036420,-8033278,-7974625
6500,-282111,-281461,-280811,-283411,-8029088,-8035373,-8033278,-7973578
6501,-282111,-280811,-280811,-282761,-8021757,-8029088,-8026994,-7967294
6502,-281461,-280811,-280811,-282761,-8014425,-8021757,-8018615,-7958915
6503,-280811,-280161,-280161,-282111,-7995573,-8002904,-7999762,-7940062
6504,-280161,-279511,-279511,-281461,-7979862,-7987194,-7985099,-7925399
6505,-279511,-278211,-278861,-280811,-7951583,-7958915,-7955773,-7897121
6506,-278861,-277561,-277561,-279511,-7928541,-7934826,-7932731,-7874079
6507,-277561,-276261,-276261,-278211,-7887694,-7893978,-7891884,-7833231
6508,-276261,-274961,-274961,-276911,-7855226,-7862558,-7860463,-7801810
6509,-274311,-273011,-273661,-274961,-7804953,-7811237,-7809142,-7751537
6510,-272361,-271061,-271711,-273011,-7748395,-7755727,-7753632,-7694979
6511,-271061,-269761,-269761,-271061,-7705453,-7712785,-7710690,-7653085
6512,-268461,-267161,-267161,-269111,-7637374,-7643659,-7642611,-7585006
6513,-266510,-265210,-265210,-267161,-7587101,-7595480,-7593385,-7535780
6514,-263910,-262610,-262610,-264560,-7509596,-7516928,-7513786,-7457228
6515,-261960,-260660,-260660,-262610,-7450944,-7459323,-7456181,-7400670
6516,-258710,-257410,-257410,-259360,-7362965,-7370297,-7368202,-7313739
6517,-256760,-255460,-255460,-257410,-7299076,-7307455,-7305360,-7249850
6518,-252860,-251560,-252210,-254160,-7199577,-7206908,-7203766,-7150350
6519,-250260,-249610,-248960,-251560,-7128356,-7136735,-7133593,-7080177
6520,-246360,-245060,-245710,-247660,-7018383,-7025714,-7023619,-6971251
6521,-243760,-242460,-243110,-245060,-6942973,-6950304,-6948209,-6894794
6522,-239859,-238559,-238559,-241160,-6823573,-6830905,-6828810,-6776442
6523,-234659,-234009,-234659,-236609,-6697889,-6705221,-6703126,-6651805
6524,-232059,-231409,-231409,-233359,-6610958,-6618290,-6617242,-6565922
6525,-227509,-226209,-226859,-228809,-6476896,-6483180,-6482133,-6431859
6526,-224259,-222959,-223609,-225559,-6383680,-6389965,-6388917,-6339691
6527,-219059,-218409,-218409,-220359,-6241239,-6247523,-6246476,-6198297
6528,-215809,-214509,-215159,-217109,-6142787,-6148024,-6148024,-6099845
6529,-210608,-209308,-209958,-211908,-5989872,-5996156,-5996156,-5946930
6530,-206708,-206058,-206058,-207358,-5884088,-5890372,-5889325,-5843241
6531,-201508,-200208,-200208,-202158,-5723841,-5729078,-5729078,-5684042
6532,-197608,-196308,-196958,-198258,-5612821,-5619105,-5619105,-5574069
6533,-191758,-190458,-190458,-192408,-5447338,-5451527,-5451527,-5408585
6534,-185907,-184607,-184607,-186557,-5273475,-5277665,-5277665,-5235770
6535,-181357,-180057,-180057,-182007,-5154076,-5159313,-5159313,-5118465
6536,-175507,-173557,-174207,-176157,-4973929,-4979166,-4979166,-4939366
6537,-170957,-169007,-169657,-171607,-4849293,-4854530,-4855577,-4815777
6538,-164457,-163157,-163157,-165107,-4664957,-4669147,-4670194,-4632489
6539,-159906,-158606,-158606,-160557,-4536131,-4541368,-4541368,-4504710
6540,-153406,-151456,-151456,-154056,-4342369,-4347606,-4347606,-4313043
6541,-148856,-146906,-147556,-149506,-4211449,-4216686,-4217733,-4183170
6542,-141706,-140406,-140406,-142356,-4011402,-4016639,-4017687,-3984171
6543,-136506,-135206,-135856,-138456,-3876292,-3881529,-3882577,-3850108
6544,-129355,-128055,-128055,-131305,-3672057,-3676246,-3677293,-3646920
6545,-122205,-120905,-120905,-123505,-3462584,-3467821,-3467821,-3439542
6546,-117655,-116355,-115705,-118955,-3323285,-3326427,-3327474,-3300243
6547,-109855,-108555,-108555,-111155,-3110670,-3115907,-3115907,-3089723
6548,-104654,-104004,-104004,-106604,-2966134,-2969276,-2971370,-2945186
6549,-97504,-96204,-96204,-98154,-2750377,-2754566,-2755614,-2731524
6550,-92304,-91004,-91004,-93604,-2602699,-2606888,-2607935,-2584893
6551,-84504,-83204,-83204,-85154,-2382752,-2385894,-2386942,-2364947
6552,-78653,-78003,-78003,-80604,-2232979,-2237169,-2238216,-2218316
6553,-71503,-70203,-70203,-72153,-2007796,-2010938,-2013033,-1993133
6554,-65653,-65003,-65003,-66953,-1856976,-1860118,-1862213,-1843360
6555,-57853,-57203,-57203,-58503,-1631793,-1634935,-1638077,-1620272
6556,-50052,-48752,-48752,-50702,-1402420,-1405562,-1408704,-1391946
6557,-44852,-43552,-43552,-45502,-1249505,-1252647,-1254742,-1241126
6558,-36402,-35752,-35102,-37052,-1018038,-1021180,-1023275,-1010706
6559,-31202,-29902,-29902,-31852,-864075,-867217,-870359,-857791
6560,-23401,-22101,-22101,-24051,-633655,-636797,-639940,-629466
6561,-17551,-16901,-16251,-18201,-478646,-481788,-484930,-475503
6562,-9751,-8451,-8451,-9751,-245084,-248226,-252415,-244036
6563,-3901,-3251,-2601,-4551,-91121,-93216,-97405,-90074
6564,4550,5850,5850,3900,142441,140346,136157,141394
6565,9750,11050,11700,9750,298498,295356,292214,296403
6566,18200,19500,19500,17550,528918,526823,523681,525776
6567,23400,24700,25350,22750,682880,680786,677644,678691
6568,31851,32501,33151,31201,915395,913300,909111,909111
6569,39651,40951,41601,39001,1146862,1145815,1140578,1139531
6570,44851,45501,46801,44201,1299777,1298730,1293493,1292446
6571,53301,53952,54602,52001,1529150,1527055,1522866,1518676
6572,58502,59152,59802,57202,1679970,1679970,1674734,1670544
6573,66302,66952,67602,65652,1904106,1904106,1898869,1892585
6574,71502,72152,73452,70852,2055974,2055974,2050737,2043405
6575,79302,79952,80603,78652,2281157,2280110,2274873,2266494
6576,84503,85153,86453,83853,2428835,2427788,2422551,2413125
6577,92303,92953,93603,91653,2649829,2649829,2643545,2633071
6578,97503,98153,99453,96853,2794365,2794365,2789128,2776560
6579,105303,105953,106603,104653,3012217,3012217,3005932,2992317
6580,113104,113104,113754,111804,3226926,3226926,3221689,3205979
6581,117654,118304,118954,116354,3369368,3368320,3363083,3346326
6582,124804,125454,126104,124154,3577793,3576746,3571509,3553704
6583,130004,130654,131304,128704,3716045,3716045,3709761,3690908
6584,137155,137805,138455,135855,3921328,3920281,3913997,3894097
6585,141705,142355,143005,140405,4055391,4055391,4049106,4028159
6586,148855,149505,149505,147555,4255437,4255437,4249153,4227158
6587,153405,154055,154705,152105,4385310,4385310,4379026,4355984
6588,159905,160556,161206,159255,4580120,4580120,4573835,4549746
6589,164456,165106,165756,163156,4706851,4705803,4699519,4674382
6590,170956,171606,172256,169656,4893281,4893281,4886997,4859766
6591,177456,178106,178756,176156,5076570,5076570,5069238,5042007
6592,181356,182006,182656,180706,5194922,5194922,5187590,5160359
6593,187207,187857,189157,186556,5369832,5370879,5363547,5334221
6594,191107,191757,193057,190457,5486089,5485042,5478757,5447337
6595,196957,197607,198907,196307,5653667,5653667,5646336,5614915
6596,201507,201507,202807,200207,5763640,5763640,5755261,5723840
6597,206707,207357,208657,206057,5922840,5922840,5915508,5881992
6598,210607,211257,211907,209307,6026529,6026529,6019197,5985681
6599,215808,216458,217108,215158,6178396,6178396,6171065,6135454
6600,219058,219708,221008,218408,6276848,6276848,6269517,6233906
6601,224258,224908,225558,223608,6419290,6420337,6411958,6375301
6602,229458,230108,230758,228158,6556494,6557542,6549163,6511458
6603,232058,232708,234008,231408,6644473,6646568,6638189,6600484
6604,236608,237258,237908,235958,6774346,6775393,6767014,6728262
6605,239858,240509,241159,238558,6856040,6858135,6849756,6809956
6606,243759,244409,245059,242459,6973345,6975440,6967061,6926214
6607,246359,247009,247659,245709,7050850,7051897,7043518,7002671
6608,250259,250909,251559,248959,7158728,7160823,7151397,7110550
6609,252859,253509,254159,251559,7227854,7229949,7221570,7179676
6610,256109,256759,257409,255459,7327354,7329449,7320022,7278128
6611,258059,258709,260009,257409,7390196,7392290,7383911,7340970
6612,261309,261959,262609,260009,7479222,7481316,7471890,7427901
6613,263259,263909,264559,261959,7534732,7536827,7527400,7483411
6614,265859,266509,267810,265209,7613284,7615379,7605953,7561963
6615,268460,269110,269760,267160,7685552,7687647,7678221,7634231
6616,269760,270410,271710,269110,7729541,7731636,7723257,7677173
6617,272360,272360,273660,271060,7790288,7792383,7784004,7737920
6618,273010,273660,274960,272360,7826946,7830088,7819615,7773531
6619,275610,275610,276260,274310,7876172,7879314,7869888,7823804
6620,276260,276910,277560,274960,7906546,7908641,7899214,7853130
6621,277560,278210,278860,276910,7946346,7948440,7939014,7891883
6622,278860,278860,279510,277560,7968340,7970435,7961009,7913877
6623,279510,280160,280810,278860,7996619,7998714,7989288,7942156
6624,280160,280160,280810,278860,8011282,8014424,8004998,7957867
6625,280160,281460,282110,279510,8028040,8031182,8021756,7973577
6626,280810,281460,282110,279510,8038514,8040608,8031182,7984051
6627,280810,281460,282110,280160,8041656,8043750,8034324,7986145
6628,280810,281460,282110,280160,8040608,8043750,8033277,7986145
6629,280810,281460,282110,280160,8036419,8039561,8029087,7981956
6630,280160,280810,281460,279510,8023851,8025945,8016519,7969388
6631,280160,280810,281460,278860,8012330,8014424,8004998,7956819
6632,278860,279510,280160,278210,7988240,7990335,7980909,7933777
6633,278210,279510,280160,277560,7969388,7971482,7962056,7914925
6634,276910,278210,278860,276260,7934825,7936919,7926446,7881409
6635,276260,276910,277560,275610,7907593,7909688,7900262,7853130
6636,274310,275610,276260,273660,7861509,7863604,7854178,7808094
6637,273010,273660,274310,272360,7809141,7812283,7801809,7756773
6638,271710,272360,273010,270410,7772483,7773531,7764104,7719068
6639,269760,269760,271060,267810,7709642,7710689,7701263,7656226
6640,267810,268460,269110,266509,7662510,7664605,7655179,7610142
6641,265209,265859,266509,263909,7589195,7591289,7581863,7536827
6642,263259,263909,264559,261959,7535779,7537874,7528448,7484458
6643,260009,260659,261959,259359,7450943,7453037,7443611,7399622
6644,258059,258709,259359,256759,7391243,7393338,7383911,7339922
6645,254809,255459,256109,254159,7298028,7300122,7290696,7247754
6646,252209,252859,253509,251559,7229949,7232044,7223665,7180723
6647,248959,248959,250259,247659,7124165,7126260,7117881,7075987
6648,245709,247009,247659,245059,7051897,7053992,7045613,7004766
6649,241809,243109,243109,241159,6937735,6939829,6930403,6890603
6650,237908,238558,239208,236608,6817288,6819383,6809956,6770157
6651,234658,235308,236608,234008,6733499,6735594,6726167,6686367
6652,230108,231408,231408,228808,6602578,6604673,6595247,6557542
6653,226858,227508,228808,226208,6513553,6514600,6506221,6469563
6654,222308,222958,223608,221658,6374253,6375301,6365874,6330264
6655,219058,219708,220358,217758,6278943,6279990,6270564,6236001
6656,213858,214508,215158,212557,6131265,6132312,6123933,6089370
6657,209957,210607,211907,209307,6029671,6030718,6022339,5988823
6658,204757,205407,206707,204107,5870471,5872566,5864187,5830672
6659,201507,201507,202807,200207,5765735,5766782,5758403,5726983
6660,195657,196307,196957,194357,5600252,5601299,5592920,5562547
6661,189157,190457,191107,188507,5432673,5433721,5425342,5396016
6662,185256,186556,187207,184606,5316416,5317463,5310132,5280806
6663,179406,180056,180706,178106,5138364,5139412,5132080,5103801
6664,174856,176156,176806,174206,5017918,5018965,5011633,4984402
6665,168356,169656,169656,167706,4833582,4834629,4828345,4802161
6666,164456,165106,165756,163156,4708945,4709993,4703709,4678572
6667,157305,158605,158605,156005,4519373,4520420,4513088,4488999
6668,152755,154055,154705,152105,4389500,4390547,4383215,4360173
6669,146255,146905,147555,144955,4193643,4193643,4187358,4166411
6670,141055,142355,143005,140405,4058533,4058533,4052249,4031301
6671,133905,135205,135855,133254,3856392,3857439,3851155,3831255
6672,126754,128054,128704,126104,3650061,3650061,3644824,3625972
6673,122204,122854,123504,120904,3512856,3512856,3506572,3489814
6674,114404,115704,116354,113104,3301289,3301289,3295005,3279294
6675,109204,110504,111804,108554,3158848,3158848,3152563,3137900
6676,102053,102703,104003,100753,2943091,2942043,2936806,2923191
6677,96853,98153,98803,96203,2798555,2797507,2793318,2779702
6678,89053,89703,91003,88403,2579656,2578608,2573371,2561850
6679,83853,85153,86453,83203,2433025,2431977,2426741,2416267
6680,76702,76702,78002,75402,2209936,2207842,2203652,2194226
6681,71502,72152,72802,70202,2059116,2057021,2051784,2044453
6682,63052,63702,65002,62402,1834980,1832885,1828696,1821364
6683,55902,55902,57202,54602,1607702,1605608,1600371,1596181
6684,50051,50701,52001,49401,1454787,1452693,1448503,1444314
6685,42251,42901,43551,40951,1225415,1223320,1219131,1215988
6686,37051,37701,38351,35751,1071452,1069358,1064121,1064121
6687,29251,29251,29901,27301,842080,839985,835795,835795
6688,23400,24050,24700,22100,684975,682880,678691,680786
6689,15600,16250,16900,14300,454555,452460,447224,450366
6690,9750,11050,11700,8450,300593,297451,294309,298498
6691,1950,2600,3250,650,67031,63889,60747,65983
6692,-4551,-3901,-3251,-5201,-90074,-92168,-96358,-89026
6693,-12351,-11701,-11051,-13651,-321541,-323636,-327825,-319446
6694,-18201,-16901,-16901,-18851,-476551,-479693,-482835,-473409
6695,-26001,-25351,-24701,-27302,-708018,-711160,-714302,-702781
6696,-33802,-33152,-32502,-35102,-940533,-943675,-946817,-934249
6697,-39652,-38352,-38352,-40302,-1093448,-1096590,-1099732,-1086116
6698,-48102,-46802,-46152,-48752,-1323868,-1327010,-1330152,-1315489
6699,-53302,-52002,-52002,-53953,-1476783,-1479925,-1482020,-1466309
6700,-61103,-59803,-59803,-61753,-1704061,-1707203,-1709298,-1692540
6701,-66303,-65653,-65003,-66953,-1854881,-1859071,-1861165,-1843360
6702,-74103,-73453,-72803,-75403,-2080064,-2084254,-2086348,-2066448
6703,-79953,-78653,-78003,-80604,-2227742,-2231932,-2234027,-2213079
6704,-87754,-86454,-85804,-88404,-2451878,-2457115,-2458162,-2436168
6705,-92954,-91004,-91004,-93604,-2599556,-2603746,-2604793,-2581751
6706,-100754,-98804,-98804,-100754,-2818455,-2822645,-2824740,-2799603
6707,-107905,-106604,-106604,-108555,-3034212,-3039449,-3040496,-3014312
6708,-112455,-111155,-111155,-113755,-3176654,-3181891,-3182938,-3155706
6709,-120255,-118955,-118955,-120905,-3389268,-3394505,-3394505,-3366226
6710,-125455,-123505,-124155,-126105,-3528568,-3533805,-3534852,-3504478
6711,-132605,-130655,-130655,-133255,-3736993,-3742230,-3743277,-3710809
6712,-137156,-135206,-135856,-137806,-3874198,-3879435,-3880482,-3848014
6713,-144306,-142356,-143006,-144956,-4075292,-4080528,-4081576,-4048060
6714,-148856,-147556,-147556,-149506,-4207259,-4212496,-4213543,-4178980
